搜索阶段,条件候选编号,启用条件,早期止损触发,强制平仓日,信号下限 (%),信号上限 (%),入场确认日,早期止损日,止损幅度 (%),SMA 周期,trades,win_rate_pct,mean_symbol_win_rate_pct,median_symbol_win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,mean_symbol_payoff_ratio,median_symbol_payoff_ratio,max_symbol_payoff_ratio,symbols_with_payoff_ratio,profit_factor,median_symbol_cumulative_return_pct,mean_symbol_cumulative_return_pct,profitable_symbols,avg_days_held,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,6.5,t1,"t2,t3",7.000000000000001,3,43604,36.23062104394093,35.50782142857143,36.11,0.5867393587744242,13.506248702367394,-6.753489678486662,1.9998918108058628,2.0381571428571426,1.806,17.791,280,1.1362401881046535,38.6772,91.37216214285714,166,3.2422254839005595,-161.78,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,7.5,t1,"t2,t3",7.000000000000001,3,43604,36.23062104394093,35.50782142857143,36.11,0.5867393587744242,13.506248702367394,-6.753489678486662,1.9998918108058628,2.0381571428571426,1.806,17.791,280,1.1362401881046535,38.6772,91.37216214285714,166,3.2422254839005595,-161.78,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,7.5,t1,"t2,t3",7.000000000000001,3,43604,36.23062104394093,35.50782142857143,36.11,0.5867393587744242,13.506248702367394,-6.753489678486662,1.9998918108058628,2.0381571428571426,1.806,17.791,280,1.1362401881046535,38.6772,91.37216214285714,166,3.2422254839005595,-161.78,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,6.5,t1,"t2,t3",9.0,8,42280,36.111636707663195,35.442499999999995,36.075,0.36605700094607363,13.128768731988481,-6.847813971568193,1.9172204131856563,2.0272678571428573,1.83,9.922,280,1.0836715435160618,36.81394999999999,55.274950714285715,159,3.4137653736991487,-160.5875,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,7.5,t1,"t2,t3",9.0,8,42280,36.111636707663195,35.442499999999995,36.075,0.36605700094607363,13.128768731988481,-6.847813971568193,1.9172204131856563,2.0272678571428573,1.83,9.922,280,1.0836715435160618,36.81394999999999,55.274950714285715,159,3.4137653736991487,-160.5875,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,7.5,t1,"t2,t3",9.0,8,42280,36.111636707663195,35.442499999999995,36.075,0.36605700094607363,13.128768731988481,-6.847813971568193,1.9172204131856563,2.0272678571428573,1.83,9.922,280,1.0836715435160618,36.81394999999999,55.274950714285715,159,3.4137653736991487,-160.5875,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,6.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,7.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,7.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,8.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,7.000000000000001,8.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,7.000000000000001,9.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,6.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,7.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,7.5,t1,"t2,t3",7.000000000000001,5,42874,34.67136259737836,34.10539285714286,34.504999999999995,0.621173088585157,14.353093306424485,-6.666662751258518,2.1529652604243315,2.1967499999999998,1.9435,17.46,280,1.1426268276341247,36.37085,95.11506500000002,163,3.3634603722535803,-157.625,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,6.5,t1,"t2,t3",9.0,3,42771,36.79595987935751,36.09010714285714,36.85,0.41140204811671494,12.977882259499301,-6.904517959530945,1.8796217687557362,1.9618678571428572,1.767,7.228,280,1.0942733776235931,36.0566,62.843237142857134,170,3.354936756213322,-157.20749999999998,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,7.5,t1,"t2,t3",9.0,3,42771,36.79595987935751,36.09010714285714,36.85,0.41140204811671494,12.977882259499301,-6.904517959530945,1.8796217687557362,1.9618678571428572,1.767,7.228,280,1.0942733776235931,36.0566,62.843237142857134,170,3.354936756213322,-157.20749999999998,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,7.5,t1,"t2,t3",9.0,3,42771,36.79595987935751,36.09010714285714,36.85,0.41140204811671494,12.977882259499301,-6.904517959530945,1.8796217687557362,1.9618678571428572,1.767,7.228,280,1.0942733776235931,36.0566,62.843237142857134,170,3.354936756213322,-157.20749999999998,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,6.5,t1,"t2,t3",9.0,5,42041,35.22275873552009,34.662285714285716,35.269999999999996,0.4266539330653413,13.749988182063761,-6.817936584291119,2.0167374706512304,2.1145642857142857,1.9104999999999999,9.93,280,1.0966054972313166,35.72569999999999,64.06077821428572,169,3.478390142955686,-156.23000000000002,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,5.0,7.5,t1,"t2,t3",9.0,5,42041,35.22275873552009,34.662285714285716,35.269999999999996,0.4266539330653413,13.749988182063761,-6.817936584291119,2.0167374706512304,2.1145642857142857,1.9104999999999999,9.93,280,1.0966054972313166,35.72569999999999,64.06077821428572,169,3.478390142955686,-156.23000000000002,False
完整复验,39,T0-04、T0-08、EX-01、EX-02、EX-03、EX-04,收盘价,t6,6.0,7.5,t1,"t2,t3",9.0,5,42041,35.22275873552009,34.662285714285716,35.269999999999996,0.4266539330653413,13.749988182063761,-6.817936584291119,2.0167374706512304,2.1145642857142857,1.9104999999999999,9.93,280,1.0966054972313166,35.72569999999999,64.06077821428572,169,3.478390142955686,-156.23000000000002,False
