搜索阶段,条件候选编号,启用条件,早期止损触发,强制平仓日,信号下限 (%),信号上限 (%),入场确认日,早期止损日,止损幅度 (%),SMA 周期,trades,win_rate_pct,mean_symbol_win_rate_pct,median_symbol_win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,mean_symbol_payoff_ratio,median_symbol_payoff_ratio,max_symbol_payoff_ratio,symbols_with_payoff_ratio,profit_factor,median_symbol_cumulative_return_pct,mean_symbol_cumulative_return_pct,profitable_symbols,avg_days_held,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
条件筛选,1,无,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,288,69.09722222222221,69.09722222222223,100.0,72.31468055555557,124.81134170854274,-45.06549438202246,2.769554476658144,,,,0,6.192600832511623,45.267700000000005,72.31466354166668,199,2263.940972222222,0.0,True
条件筛选,42,T0-02、T0-03、T0-06、T0-07、T0-08、EX-01,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,500,38.800000000000004,53.77569444444444,50.0,39.14655800000003,123.98828350515467,-14.641986928104567,8.46799577912239,64.27932307692306,46.536,377.113,65,5.368597922859586,38.460300000000004,67.96276631944444,192,1275.672,0.0,True
条件筛选,21,T0-01、T0-02、T0-05、T0-08,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,284,66.54929577464789,66.54929577464789,100.0,62.50394014084504,115.74512698412701,-43.418,2.665832764846999,,,,0,5.303606337971537,33.646100000000004,62.50393732394365,189,2179.323943661972,0.0,True
条件筛选,25,T0-01、T0-02、T0-03、T0-06、T0-07、T0-08、EN-01,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,279,63.44086021505376,63.44086021505376,100.0,48.5728458781362,99.15157627118644,-39.19612745098036,2.5296268463048506,,,,0,4.389649342175316,27.949800000000003,48.57285985663083,177,2007.942652329749,0.0,True
条件筛选,24,T0-02、T0-04、EN-01、EX-04,盘中低价,t6,2.0,2.5,t2,"t3,t4",2.0,5,72186,48.289141938880114,48.28888888888889,48.45,0.10740714265924133,3.5742492397727963,-3.1300334333476196,1.141920466948521,1.1550381944444443,1.119,2.827,288,1.0663589557132949,25.629049999999996,26.920989583333334,188,3.997007730030754,-72.095,False
条件筛选,20,T0-01、T0-03、T0-05、T0-06、T0-07、T0-08、EX-01,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,531,33.89830508474576,47.23321554770318,50.0,26.692926553672308,102.88512222222221,-12.379994301994303,8.310595280778793,53.164736842105256,36.3645,304.124,76,4.261845523807978,25.382800000000017,50.08463180212014,179,1054.954802259887,-2.04,True
条件筛选,28,T0-03、T0-04、EX-03、EX-04,盘中低价,t4,2.0,2.5,t2,"t3,t4",2.0,5,139326,44.13103081980391,44.01208333333333,44.379999999999995,0.050985214532822294,2.306021517093321,-1.730273291366906,1.3327498774899178,1.3441458333333332,1.3065,3.169,288,1.0527422859201225,18.758600000000015,24.66516354166667,177,1.5064453153036763,-64.5775,False
条件筛选,47,T0-02、T0-06、EX-01、EX-02、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,58977,36.74313715516218,36.82913194444445,36.95,0.11390525119962021,4.308086525149975,-2.322310692363365,1.8550862032873514,1.9117569444444444,1.86,10.782,288,1.0775401779736702,18.719050000000003,23.32621527777778,179,4.212065720535124,-74.28,False
条件筛选,34,T0-02、T0-03、T0-04、T0-05、EN-01、EX-04,盘中低价,t4,2.0,2.5,t2,"t3,t4",2.0,5,56595,48.13146037635833,48.02909722222222,48.515,0.08982975527873485,2.4241691262848755,-2.0763226707545575,1.1675300570714797,1.1954583333333335,1.1515,3.593,288,1.0834094688714637,16.733249999999998,17.65225625,188,1.998851488647407,-47.927499999999995,False
条件筛选,43,T0-03、T0-07、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,63120,36.59695817490494,36.6175,36.53,0.07474862167300382,3.2708892640692633,-1.7701001749125445,1.8478554549777775,1.9311180555555556,1.858,13.445,288,1.0666036244466122,13.444199999999995,16.38250381944444,173,2.9952154626108998,-65.935,False
条件筛选,33,T0-02、T0-04、T0-05、EN-01、EX-01、EX-02、EX-04,收盘价,t6,2.0,2.5,t2,"t3,t4",2.0,5,51923,39.18494694066214,39.34260416666666,39.1,0.0709749821851588,3.929865673842524,-2.415423029420149,1.626988575490205,1.6390243055555556,1.6155,2.784,288,1.048316898427266,10.946049999999996,12.795893055555556,170,3.0967394025768926,-66.6225,False
条件筛选,27,T0-04、T0-06、T0-07、EN-01、EX-01、EX-04、EX-05,收盘价,t6,2.0,2.5,t2,"t3,t4",2.0,5,39426,38.999644904377824,38.99774305555555,39.03,0.05299614467610207,3.9363694719042663,-2.4297792515592507,1.6200523028494045,1.657729166666667,1.626,4.048,288,1.0357555370642735,8.361949999999997,7.254920486111112,158,3.3778471059706794,-57.5625,False
条件筛选,41,T0-01、T0-02、T0-03、T0-04、T0-06、EX-02、EX-03、EX-04,收盘价,t5,2.0,2.5,t2,"t3,t4",2.0,5,10323,37.03380800154994,37.06475352112676,36.59,0.13323249055507122,2.926706513209521,-1.50976,1.938524343743059,2.0296855123674913,1.947,4.781,283,1.1401489037367514,2.697050000000001,4.842743661971831,159,1.7455197132616487,-18.825,False
条件筛选,30,T0-02、T0-05、T0-06、T0-07、EN-01、EX-04,盘中低价,t6,2.0,2.5,t2,"t3,t4",2.0,5,29744,48.20467993544917,48.28763888888889,48.425,0.07492741393222153,3.501211814757987,-3.1138344800727022,1.1244052428490805,1.1535277777777777,1.0875,3.671,288,1.0464574079472844,1.1855499999999908,7.7383420138888885,151,3.9939483593329745,-52.18,False
条件筛选,11,T0-01、T0-02、T0-03、T0-05、T0-06、T0-07、EN-01、EX-01、EX-02、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,4363,36.35113454045381,36.59669014084507,36.36,0.18413843685537476,4.548115384615388,-2.3082157003961123,1.970403105669408,2.153312727272727,1.786,14.942,275,1.125341897730889,1.1220500000000078,2.828968661971831,149,4.278936511574605,-16.895,False
条件筛选,19,T0-01、T0-02、T0-03、T0-06、T0-07、EN-01、EX-01、EX-02、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,4582,36.42514185945002,36.820352112676055,36.36,0.17964469663902233,4.561313960455366,-2.3308276690696874,1.9569503232626124,2.1307328519855595,1.801,14.942,277,1.1212385718406064,0.8244499999999988,2.8984834507042256,146,4.2673505019642075,-18.07,False
条件筛选,39,T0-01、T0-03、T0-04、T0-05、T0-06、T0-07、EN-01、EX-03、EX-04,收盘价,t6,2.0,2.5,t2,"t3,t4",2.0,5,4423,39.02328736151933,38.99650176678445,40.0,0.10205200090436363,3.7199994206257263,-2.2133270300333705,1.6807274163048738,1.813985401459854,1.672,5.174,274,1.0756201265195564,0.7360999999999951,1.5950561837455837,149,2.8514582862310647,-15.96,False
条件筛选,31,T0-01、T0-03、T0-08、EX-01、EX-02、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,8894,37.474702046323365,37.481232394366195,37.5,0.0778162806386328,4.266221722172217,-2.4325155547563386,1.7538312196320396,1.858017730496454,1.711,5.48,282,1.0511656865377357,0.34604999999998665,2.437069014084507,143,4.175848886890038,-28.880000000000003,False
条件筛选,23,T0-01、T0-03、T0-05、T0-06、T0-07、EN-01、EX-01、EX-02、EX-04、EX-05,收盘价,t5,2.0,2.5,t2,"t3,t4",2.0,5,4446,40.21592442645074,40.19084507042254,40.0,0.0822282950967161,3.4177432885906045,-2.1615267118133934,1.581170970458801,1.6799530685920576,1.569,6.751,277,1.0636312779180377,0.018650000000003386,1.2872612676056343,142,2.6279802069275755,-14.489999999999998,True
条件筛选,26,T0-01、T0-02、T0-05、T0-07、EX-01、EX-02、EX-03,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,12660,31.074249605055293,31.214790209790213,30.63,-0.004328830963665093,4.198529486527704,-1.89913110245244,2.210763375475205,2.289010638297872,2.13,6.73,282,0.9966922726277097,-0.024999999999997247,-0.19166118881118932,143,3.490995260663507,-32.4525,False
条件筛选,9,T0-01、T0-02、T0-03、T0-05、T0-07、T0-08、EN-01、EX-01、EX-02、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,2751,37.11377680843329,36.99896428571428,36.36,0.09619120319883688,4.046144955925561,-2.2349664739884383,1.8103828415398826,2.255422053231939,1.722,18.581,263,1.0684428815630227,-0.3591500000000025,0.9451171428571428,133,4.289349327517266,-11.87,True
条件筛选,3,T0-01、T0-02、T0-03、T0-05、T0-06、T0-07、T0-08、EN-01、EX-01、EX-02、EX-03,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,2092,37.2848948374761,37.03189964157706,37.5,0.0942452198852773,4.035647435897435,-2.2489664634146336,1.7944453603679182,2.398288,1.681,17.399,250,1.0668225790588408,-0.5353000000000052,0.7066982078853048,136,4.257648183556405,-9.309999999999999,True
