signal_lo_pct,signal_hi_pct,entry_day,entry_trend_filter,entry_trend_fast_sma,entry_trend_slow_sma,entry_volume_fast_window,entry_volume_slow_window,baseline_filter,early_stop_days,stop_pct,sma_n,cost_bps,trades,win_rate_pct,mean_symbol_win_rate_pct,median_symbol_win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,mean_symbol_payoff_ratio,median_symbol_payoff_ratio,max_symbol_payoff_ratio,symbols_with_payoff_ratio,profit_factor,median_symbol_cumulative_return_pct,mean_symbol_cumulative_return_pct,profitable_symbols,avg_days_held,median_individual_max_drawdown_pct,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,5,0.0,1256,24.044585987261147,23.0039798488665,11.11,-0.6513781847133766,19.99814569536425,-7.18822955974843,2.7820683144771654,3.9995813953488377,1.621,67.068,172,0.8806963342302343,-8.999999999999996,-2.0607904282115874,110,3.602707006369427,-8.53,-17.11,False
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,8,0.0,1256,21.019108280254777,20.44783375314862,0.0,-0.6892078025477705,23.56119318181819,-7.142943548387096,3.2985271439165156,4.68190625,1.8485,76.605,160,0.8778332578702535,-8.999999999999996,-2.180477833753149,99,4.221337579617835,-8.82,-17.87,False
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,10,0.0,1256,19.26751592356688,18.441511335012596,0.0,-0.7286337579617831,26.007446280991715,-7.109433925049311,3.6581599259762902,5.592317880794702,2.007,122.835,151,0.8730504465588539,-8.999999999999996,-2.30522846347607,99,4.556528662420382,-9.0,-18.09,False
7.000000000000001,8.5,t1,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t2,t3",9.0,5,0.0,769,24.83745123537061,23.10156156156156,0.0,-0.7213107932379712,19.550931937172773,-7.420269896193769,2.6348006488552973,3.641449541284404,1.455,95.818,109,0.8706707158041483,-8.999999999999996,-1.6657120120120112,83,3.6618985695708712,0.0,-10.47,True
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,5,0.0,1645,24.559270516717323,24.46298368298368,16.67,-0.6874656534954416,18.714391089108904,-7.00362207896857,2.6721017893451195,4.67725,1.3864999999999998,110.738,216,0.8698861086131723,-8.999999999999996,-2.636095337995338,130,3.3787234042553194,-9.89,-20.08,False
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,10,0.0,1257,17.42243436754177,16.41352644836272,0.0,-0.7513715194908515,26.244365296803625,-6.44700385356455,4.070784800647065,5.890886524822695,2.548,122.835,141,0.8588633087980068,-6.999999999999995,-2.379058690176322,98,4.139220365950676,-7.53,-16.59,False
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,8,0.0,1257,19.17263325377884,18.405843828715366,0.0,-0.7415926809864767,23.412182572614114,-6.470982283464569,3.618026065755076,4.849913907284768,2.135,76.605,151,0.8582118796737228,-6.999999999999995,-2.3480841309823672,100,3.81066030230708,-7.53,-15.58,False
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,5,0.0,1645,22.674772036474163,21.854708624708625,14.29,-0.7015531914893623,18.726126005361927,-6.398506289308176,2.926640243622648,4.332047393364928,1.446,110.738,211,0.8582050784126087,-6.999999999999995,-2.690104662004662,121,3.052887537993921,-8.11,-17.81,False
7.000000000000001,8.5,t1,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t2,t3",7.000000000000001,5,0.0,769,22.886866059817944,20.934384384384387,0.0,-0.7918400520156044,19.58464772727273,-6.839499156829679,2.8634622621038273,3.764229357798165,1.512,107.795,109,0.8498658851781659,-6.999999999999995,-1.8285774774774763,81,3.3224967490247073,-1.06,-9.02,True
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,5,0.0,1257,21.877486077963404,20.761561712846348,0.0,-0.7715815433571995,19.641960000000005,-6.488204684317722,3.0273335931394847,3.9916768292682927,1.6204999999999998,60.647,164,0.8477761141512228,-6.999999999999995,-2.4430292191435767,103,3.243436754176611,-7.53,-15.67,False
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,3,0.0,1256,26.831210191082803,25.396498740554154,16.67,-0.8430525477707016,16.856545994065286,-7.3335473340587605,2.2985528321034248,3.211151351351351,1.466,53.327,185,0.8428869836236013,-8.79620000000001,-2.667175062972292,114,3.1679936305732483,-8.33,-17.18,False
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,8,0.0,1645,20.851063829787233,20.75242424242424,12.5,-0.8663422492401223,21.97650145772595,-6.884080645161286,3.192365486475364,5.449149484536083,1.957,117.59,194,0.8409986857196408,-8.999999999999996,-3.322008158508159,112,4.001823708206687,-10.07,-20.55,False
7.000000000000001,8.5,t1,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t2,t3",9.0,8,0.0,769,20.416124837451235,19.469369369369367,0.0,-0.9273797139141745,23.59437579617834,-7.218091503267975,3.2687831382431267,4.579242105263157,1.848,83.686,95,0.838560509356028,-8.999999999999996,-2.1416030030030035,77,4.293888166449935,-1.73,-10.61,True
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,8,0.0,1645,19.33130699088146,18.588927738927737,0.0,-0.8263404255319149,22.057726415094344,-6.3102388847023345,3.495545385542856,5.0561702127659585,2.1075,117.59,188,0.8376657802633188,-8.311499999999993,-3.1686163170163164,106,3.6389057750759877,-8.99,-18.93,False
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,3,0.0,1645,27.173252279635257,27.52529137529137,20.0,-0.8996857142857158,15.862570469798657,-7.154050083472453,2.217285353711032,3.609594827586207,1.3435000000000001,80.497,232,0.8273186505619652,-8.999999999999996,-3.449826107226107,139,3.0206686930091187,-9.89,-19.91,False
7.000000000000001,8.5,t1,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t2,t3",7.000000000000001,8,0.0,769,18.46553966189857,17.30219219219219,0.0,-0.9664577373211971,24.191577464788725,-6.664130781499201,3.6301174538694228,4.789847826086956,2.0225,94.147,92,0.8221328632333613,-6.999999999999995,-2.2318330330330323,75,3.9102730819245775,-3.35,-9.83,True
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,3,0.0,1645,24.924012158054712,24.497645687645687,18.18,-0.8743550151975691,16.05397804878049,-6.494287449392713,2.472015317135633,3.4466519823788544,1.427,84.943,227,0.8206701335143872,-6.999999999999995,-3.3526937062937066,130,2.741033434650456,-7.9,-17.81,False
7.000000000000001,8.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,3,0.0,1257,24.105011933174225,22.291083123425697,11.11,-0.9572800318217976,16.681726072607265,-6.559605870020966,2.5430988390395393,3.414817142857143,1.484,54.831,175,0.8077143421050045,-6.999999999999995,-3.0309783375314865,112,2.8480509148766906,-7.4,-15.37,False
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,10,0.0,1645,18.784194528875382,18.405990675990676,0.0,-1.095148936170213,23.836792880258898,-6.861593562874249,3.4739441591573836,6.201722826086956,2.1715,111.265,184,0.8034791778352334,-9.1615,-4.199359906759907,106,4.3446808510638295,-10.29,-21.21,False
7.000000000000001,8.5,t1,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t2,t3",9.0,10,0.0,769,18.205461638491546,17.27216216216216,0.0,-1.1609284785435636,25.550914285714278,-7.106330683624805,3.5955143974078676,5.187896551724138,2.111,72.417,87,0.8002733811304747,-8.999999999999996,-2.6809411411411412,70,4.6020806241872565,-2.18,-10.82,True
6.0,7.5,t3,tN-1/tN 任一天收盘>SMA5>SMA10且5日均量>20日均量,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",7.000000000000001,10,0.0,1645,17.264437689969604,16.415897435897435,0.0,-1.068916109422493,23.98684154929578,-6.297303453343128,3.809065535274719,5.805554285714286,2.26,111.265,175,0.7948378426206688,-8.979799999999994,-4.09876386946387,101,3.9537993920972645,-8.99,-19.44,False
