symbol,name,lastsale,netchange,pctchange,marketCap,url,yahoo_symbol
EDUC,Educational Development Corporation Common Stock,$1.47,-0.05,-3.289%,"12,531,697",/market-activity/stocks/educ,EDUC
EEFT,"Euronet Worldwide, Inc. Common Stock",$81.34,-0.22,-0.27%,"3,097,028,146",/market-activity/stocks/eeft,EEFT
EEIQ,EpicQuest Education Group International Limited Common Stock,$2.52,0.02,0.80%,"4,149,490",/market-activity/stocks/eeiq,EEIQ
EFOI,"Energy Focus, Inc. Common Stock",$2.903,-0.037,-1.259%,"18,298,866",/market-activity/stocks/efoi,EFOI
EFSC,Enterprise Financial Services Corporation Common Stock,$67.39,-1.13,-1.649%,"2,465,517,399",/market-activity/stocks/efsc,EFSC
EFSI,Eagle Financial Services Inc Common Stock,$42.33,-0.53,-1.237%,"229,105,876",/market-activity/stocks/efsi,EFSI
EGAN,eGain Corporation Common Stock,$6.57,-0.055,-0.83%,"180,347,032",/market-activity/stocks/egan,EGAN
EGBN,"Eagle Bancorp, Inc. Common Stock",$27.39,-0.39,-1.404%,"835,274,922",/market-activity/stocks/egbn,EGBN
EGHA,EGH Acquisition Corp. Class A Ordinary Shares,$10.37,0.04,0.387%,NA,/market-activity/stocks/egha,EGHA
EGHT,8x8 Inc Common Stock,$1.88,-0.15,-7.389%,"266,550,771",/market-activity/stocks/eght,EGHT
EHGO,Eshallgo Inc. Class A Ordinary Shares,$1.89,-0.09,-4.545%,"5,408,381",/market-activity/stocks/ehgo,EHGO
EHLD,Euroholdings Ltd. Common Stock ,$8.29,0.12,1.469%,"23,349,738",/market-activity/stocks/ehld,EHLD
EHTH,"eHealth, Inc. Common Stock",$1.49,UNCH,--,"47,294,117",/market-activity/stocks/ehth,EHTH
EIKN,"Eikon Therapeutics, Inc. Common Stock",$9.77,-0.18,-1.809%,"528,934,396",/market-activity/stocks/eikn,EIKN
EJH,E-Home Household Service Holdings Limited Ordinary Shares,$1.8247,0.095,5.492%,"5,839,321",/market-activity/stocks/ejh,EJH
ELAB,PMGC Holdings Inc. Common Stock,$1.07,-0.02,-1.835%,"4,861,814",/market-activity/stocks/elab,ELAB
ELBM,Electra Battery Materials Corporation Common Stock,$0.501,-0.0374,-6.947%,"53,506,869",/market-activity/stocks/elbm,ELBM
ELDN,"Eledon Pharmaceuticals, Inc. Common Stock",$4.07,0.23,5.99%,"314,154,440",/market-activity/stocks/eldn,ELDN
ELE,Elemental Royalty Corporation Common Stock,$14.44,-0.09,-0.619%,"929,690,953",/market-activity/stocks/ele,ELE
ELMT,The Elmet Group Co. Common Stock,$14.41,-0.05,-0.346%,"432,009,826",/market-activity/stocks/elmt,ELMT
ELOG,Eastern International Ltd. Ordinary Shares,$0.80,UNCH,--,"9,613,600",/market-activity/stocks/elog,ELOG
ELOX,"Eloxx Pharmaceuticals, Inc. Common Stock",$12.00,-0.02,-0.166%,"5,535,768",/market-activity/stocks/elox,ELOX
ELPW,Elong Power Holding Limited Class A Ordinary Shares,$0.2752,0.0256,10.256%,"4,022,820",/market-activity/stocks/elpw,ELPW
ELSE,"Electro-Sensors, Inc. Common Stock",$7.70,UNCH,--,"27,199,657",/market-activity/stocks/else,ELSE
ELTK,Eltek Ltd. Ordinary Shares,$8.99,0.34,3.931%,"60,411,245",/market-activity/stocks/eltk,ELTK
ELTX,"Elicio Therapeutics, Inc. Common Stock",$3.11,-0.09,-2.813%,"71,592,847",/market-activity/stocks/eltx,ELTX
ELUT,Elutia Inc. Class A Common Stock,$0.95,UNCH,--,"41,997,824",/market-activity/stocks/elut,ELUT
ELVN,"Enliven Therapeutics, Inc. Common Stock",$53.20,2.34,4.601%,"3,240,143,127",/market-activity/stocks/elvn,ELVN
ELWT,"Elauwit Connection, Inc. Common Stock",$7.40,-0.03,-0.404%,"48,986,490",/market-activity/stocks/elwt,ELWT
EMAT,Evolution Metals & Technologies Corp. Common Stock,$4.99,-0.12,-2.348%,"3,102,735,324",/market-activity/stocks/emat,EMAT
EMBC,Embecta Corp. Common Stock,$3.25,-0.10,-2.985%,"192,814,950",/market-activity/stocks/embc,EMBC
EMIS,Emmis Acquisition Corp. Class A Ordinary Shares,$10.18,UNCH,--,NA,/market-activity/stocks/emis,EMIS
EML,Eastern Company (The) Common Stock,$25.53,-1.07,-4.023%,"153,969,234",/market-activity/stocks/eml,EML
EMPD,Empery Digital Inc. Common stock,$3.43,0.07,2.083%,"96,417,681",/market-activity/stocks/empd,EMPD
ENGN,enGene Therapeutics Inc. Common Stock,$1.82,-0.10,-5.208%,"121,920,828",/market-activity/stocks/engn,ENGN
ENGS,Energys Group Limited Ordinary Shares,$2.57,0.01,0.391%,"80,541,518",/market-activity/stocks/engs,ENGS
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,$90.81,1.77,1.988%,"12,662,915,089",/market-activity/stocks/enlt,ENLT
ENLV,Enlivex Ltd. Ordinary Shares,$4.68,-0.07,-1.474%,"78,773,830",/market-activity/stocks/enlv,ENLV
ENPH,"Enphase Energy, Inc. Common Stock",$41.57,0.49,1.193%,"5,478,852,005",/market-activity/stocks/enph,ENPH
ENSC,"Ensysce Biosciences, Inc. Common Stock",$0.2828,0.0054,1.947%,"4,345,372",/market-activity/stocks/ensc,ENSC
ENSG,"The Ensign Group, Inc. Common Stock",$171.28,-1.61,-0.931%,"10,010,528,112",/market-activity/stocks/ensg,ENSG
ENTA,"Enanta Pharmaceuticals, Inc. Common Stock",$13.74,0.55,4.17%,"399,536,941",/market-activity/stocks/enta,ENTA
ENTG,"Entegris, Inc. Common Stock",$138.74,4.14,3.076%,"21,157,850,000",/market-activity/stocks/entg,ENTG
ENTX,Entera Bio Ltd. Ordinary Shares,$1.98,-0.02,-1.00%,"97,594,663",/market-activity/stocks/entx,ENTX
ENVB,"Enveric Biosciences, Inc. Common Stock",$1.34,-0.02,-1.471%,"5,398,159",/market-activity/stocks/envb,ENVB
ENVX,Enovix Corporation Common Stock,$4.72,0.02,0.426%,"1,029,684,237",/market-activity/stocks/envx,ENVX
EOLS,"Evolus, Inc. Common Stock",$5.73,0.10,1.776%,"377,347,723",/market-activity/stocks/eols,EOLS
EOSE,"Eos Energy Enterprises, Inc. Class A Common Stock",$4.13,0.17,4.293%,"1,458,706,340",/market-activity/stocks/eose,EOSE
EPOW,E-Power Inc. Class A Ordinary Shares,$0.4879,0.0103,2.157%,"26,625,110",/market-activity/stocks/epow,EPOW
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,$6.59,0.43,6.981%,"430,504,581",/market-activity/stocks/eprx,EPRX
EPSM,Epsium Enterprise Limited Class A Ordinary Shares,$1.19,-0.045,-3.644%,"15,991,260",/market-activity/stocks/epsm,EPSM
EQ,"Equillium, Inc. Common Stock",$2.59,0.09,3.60%,"163,756,780",/market-activity/stocks/eq,EQ
EQIX,"Equinix, Inc. Common Stock REIT","$1,020.00",10.86,1.076%,"100,596,732,960",/market-activity/stocks/eqix,EQIX
EQPT,EquipmentShare.com Inc Class A Common Stock,$16.615,-0.535,-3.12%,"4,193,212,237",/market-activity/stocks/eqpt,EQPT
ERAS,"Erasca, Inc. Common Stock",$19.17,0.15,0.789%,"6,560,653,768",/market-activity/stocks/eras,ERAS
ERIE,Erie Indemnity Company Class A Common Stock,$227.31,1.37,0.606%,"10,499,814,869",/market-activity/stocks/erie,ERIE
ERII,"Energy Recovery, Inc. Common Stock",$8.62,-0.08,-0.92%,"444,320,133",/market-activity/stocks/erii,ERII
ERNA,Ernexa Therapeutics Inc. Common Stock,$6.42,-0.70,-9.831%,"7,487,858",/market-activity/stocks/erna,ERNA
ESCA,"Escalade, Incorporated Common Stock",$19.24,-0.13,-0.671%,"265,608,931",/market-activity/stocks/esca,ESCA
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),$69.23,-2.50,-3.485%,"488,478,642",/market-activity/stocks/esea,ESEA
ESLA,"Estrella Immunopharma, Inc. Common Stock",$0.84,0.0979,13.192%,"36,148,752",/market-activity/stocks/esla,ESLA
ESLT,Elbit Systems Ltd. Ordinary Shares,$741.55,3.11,0.421%,"34,488,699,266",/market-activity/stocks/eslt,ESLT
ESOA,Energy Services of America Corporation Common Stock,$16.00,-0.18,-1.112%,"298,554,864",/market-activity/stocks/esoa,ESOA
ESQ,"Esquire Financial Holdings, Inc. Common Stock",$123.26,-2.41,-1.918%,"1,064,896,265",/market-activity/stocks/esq,ESQ
ETON,"Eton Pharmaceuticals, Inc. Common Stock",$42.32,5.13,13.794%,"1,159,244,591",/market-activity/stocks/eton,ETON
ETS,Elite Express Holding Inc. Class A Common Stock,$0.9693,0.119,13.995%,"47,221,070",/market-activity/stocks/ets,ETS
EUDA,EUDA Health Holdings Limited Ordinary Shares,$11.30,-1.785,-13.642%,"33,835,873",/market-activity/stocks/euda,EUDA
EVCM,EverCommerce Inc. Common Stock,$12.04,0.18,1.518%,"2,130,486,440",/market-activity/stocks/evcm,EVCM
EVER,"EverQuote, Inc. Class A Common Stock",$26.16,-0.23,-0.872%,"925,364,952",/market-activity/stocks/ever,EVER
EVGN,Evogene Ltd Ordinary Shares,$0.629,0.0442,7.558%,"7,613,703",/market-activity/stocks/evgn,EVGN
EVGO,EVgo Inc. Class A Common Stock,$1.68,-0.05,-2.89%,"527,283,733",/market-activity/stocks/evgo,EVGO
EVLV,"Evolv Technologies Holdings, Inc. Class A Common Stock",$5.66,-0.12,-2.076%,"1,018,072,181",/market-activity/stocks/evlv,EVLV
EVOX,Evolution Global Acquisition Corp Class A Ordinary Shares,$10.06,UNCH,--,NA,/market-activity/stocks/evox,EVOX
EVRG,"Evergy, Inc. Common Stock",$85.59,-0.97,-1.121%,"19,729,609,810",/market-activity/stocks/evrg,EVRG
EWBC,"East West Bancorp, Inc. Common Stock",$134.52,-1.62,-1.19%,"18,428,737,164",/market-activity/stocks/ewbc,EWBC
EWTX,"Edgewise Therapeutics, Inc. Common Stock",$39.76,1.57,4.111%,"4,277,897,919",/market-activity/stocks/ewtx,EWTX
EXC,Exelon Corporation Common Stock,$46.26,-0.53,-1.133%,"47,333,608,649",/market-activity/stocks/exc,EXC
EXE,Expand Energy Corporation Common Stock,$88.13,-0.05,-0.057%,"21,083,238,462",/market-activity/stocks/exe,EXE
EXEL,"Exelixis, Inc. Common Stock",$55.92,0.24,0.431%,"14,055,776,241",/market-activity/stocks/exel,EXEL
EXFY,"Expensify, Inc. Class A Common Stock",$1.83,0.02,1.105%,"176,481,758",/market-activity/stocks/exfy,EXFY
EXLS,"ExlService Holdings, Inc. Common Stock",$28.16,-0.53,-1.847%,"4,302,367,337",/market-activity/stocks/exls,EXLS
EXOZ,eXoZymes Inc. Common Stock,$6.02,-0.20,-3.215%,"55,445,699",/market-activity/stocks/exoz,EXOZ
EXPE,"Expedia Group, Inc. Common Stock",$268.77,-2.18,-0.805%,"32,258,333,635",/market-activity/stocks/expe,EXPE
EXPO,"Exponent, Inc. Common Stock",$62.88,-1.53,-2.375%,"3,050,411,232",/market-activity/stocks/expo,EXPO
EXTR,"Extreme Networks, Inc. Common Stock",$30.34,0.58,1.949%,"3,967,807,190",/market-activity/stocks/extr,EXTR
EXYN,"Exyn Technologies, Inc. Common Stock",$4.24,-0.35,-7.625%,"33,724,778",/market-activity/stocks/exyn,EXYN
EYE,"National Vision Holdings, Inc. Common Stock",$20.73,-0.07,-0.337%,"1,660,818,465",/market-activity/stocks/eye,EYE
EYPT,"EyePoint, Inc. Common Stock",$13.30,0.26,1.994%,"1,115,089,263",/market-activity/stocks/eypt,EYPT
EZGO,EZGO Technologies Ltd. Ordinary Shares,$1.11,-0.05,-4.31%,"2,559,548",/market-activity/stocks/ezgo,EZGO
EZPW,"EZCORP, Inc. Class A Non Voting Common Stock",$32.09,-0.43,-1.322%,"1,974,689,534",/market-activity/stocks/ezpw,EZPW
EZRA,"Reliance Global Group, Inc. Common Stock",$2.28,0.045,2.013%,"1,267,142",/market-activity/stocks/ezra,EZRA
FA,First Advantage Corporation Common Stock,$22.35,0.04,0.179%,"3,833,853,000",/market-activity/stocks/fa,FA
FABC,"Fabric.AI, Inc. Common Stock",$2.54,-0.09,-3.422%,"16,900,936",/market-activity/stocks/fabc,FABC
FAC,Factorial Energy Inc. Class A Common Stock,$5.67,0.09,1.613%,"606,821,799",/market-activity/stocks/fac,FAC
FACT,FACT II Acquisition Corp. Class A Ordinary Shares,$10.63,UNCH,--,NA,/market-activity/stocks/fact,FACT
FAMI,"Farmmi, Inc. Class A Ordinary Shares",$0.1899,0.0039,2.097%,"5,780,167",/market-activity/stocks/fami,FAMI
FANG,"Diamondback Energy, Inc. Common Stock",$195.54,5.41,2.845%,"55,008,002,095",/market-activity/stocks/fang,FANG
FAST,Fastenal Company Common Stock,$45.49,-1.18,-2.528%,"52,224,114,925",/market-activity/stocks/fast,FAST
FATE,"Fate Therapeutics, Inc. Common Stock",$2.78,0.05,1.832%,"324,034,537",/market-activity/stocks/fate,FATE
FATN,"FatPipe, Inc. Common Stock",$4.54,UNCH,--,"63,675,625",/market-activity/stocks/fatn,FATN
FBGL,FBS Global Limited Ordinary Shares,$0.63,0.0262,4.339%,"8,425,171",/market-activity/stocks/fbgl,FBGL
FBIO,"Fortress Biotech, Inc. Common Stock",$3.36,-0.06,-1.754%,"111,616,082",/market-activity/stocks/fbio,FBIO
FBIZ,"First Business Financial Services, Inc. Common Stock",$65.70,-0.83,-1.248%,"549,394,306",/market-activity/stocks/fbiz,FBIZ
FBLA,"FB Bancorp, Inc. Common Stock",$15.31,-0.04,-0.261%,"247,432,397",/market-activity/stocks/fbla,FBLA
FBLG,"FibroBiologics, Inc. Common Stock",$0.8349,-0.0049,-0.583%,"5,076,660",/market-activity/stocks/fblg,FBLG
FBNC,First Bancorp Common Stock,$64.43,-1.80,-2.718%,"2,665,817,860",/market-activity/stocks/fbnc,FBNC
FBRX,"Forte Biosciences, Inc. Common Stock",$48.86,3.87,8.602%,"1,000,594,999",/market-activity/stocks/fbrx,FBRX
FBYD,"Falcon's Beyond Global, Inc. Class A Common Stock",$11.10,-1.14,-9.314%,"1,345,788,553",/market-activity/stocks/fbyd,FBYD
FCAP,"First Capital, Inc. Common Stock",$61.28,-2.13,-3.359%,"205,014,140",/market-activity/stocks/fcap,FCAP
FCEL,"FuelCell Energy, Inc. Common Stock",$18.495,1.235,7.155%,"1,250,413,160",/market-activity/stocks/fcel,FCEL
FCFS,"FirstCash Holdings, Inc. Common Stock",$213.61,-2.77,-1.28%,"9,363,954,710",/market-activity/stocks/fcfs,FCFS
FCHL,Fitness Champs Holdings Limited Common Stock,$1.15,-0.02,-1.709%,"1,516,553",/market-activity/stocks/fchl,FCHL
FCNCA,"First Citizens BancShares, Inc. Class A Common Stock","$2,122.13",-34.32,-1.592%,"24,589,065,135",/market-activity/stocks/fcnca,FCNCA
FCUV,Focus Universal Inc. Common Stock,$2.71,-0.13,-4.577%,"1,904,618",/market-activity/stocks/fcuv,FCUV
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",$52.47,-0.24,-0.455%,"304,597,795",/market-activity/stocks/fdbc,FDBC
FDMT,"4D Molecular Therapeutics, Inc. Common Stock",$10.99,0.15,1.384%,"574,516,031",/market-activity/stocks/fdmt,FDMT
FDSB,"Fifth District Bancorp, Inc. Common Stock",$17.81,-0.065,-0.364%,"93,767,085",/market-activity/stocks/fdsb,FDSB
FDUS,Fidus Investment Corporation Common Stock,$20.36,-0.32,-1.547%,"772,750,851",/market-activity/stocks/fdus,FDUS
FEAM,"5E Advanced Materials, Inc. Common Stock",$1.11,-0.05,-4.31%,"46,081,898",/market-activity/stocks/feam,FEAM
FEBO,Fenbo Holdings Limited Class A Ordinary Shares,$0.81,-0.04,-4.706%,"8,960,625",/market-activity/stocks/febo,FEBO
FEED,"ENvue Medical, Inc. Common Stock",$0.4159,-0.0187,-4.303%,"3,616,365",/market-activity/stocks/feed,FEED
FEIM,"Frequency Electronics, Inc. Common Stock",$65.90,9.77,17.406%,"648,582,989",/market-activity/stocks/feim,FEIM
FELE,"Franklin Electric Co., Inc. Common Stock",$105.66,-2.07,-1.921%,"4,668,294,633",/market-activity/stocks/fele,FELE
FEMY,Femasys Inc. Common Stock,$3.01,-0.04,-1.311%,"9,088,797",/market-activity/stocks/femy,FEMY
FENC,Fennec Pharmaceuticals Inc. Common Stock,$10.50,0.06,0.575%,"366,310,865",/market-activity/stocks/fenc,FENC
FER,Ferrovial N.V. Ordinary Shares,$63.59,-0.07,-0.11%,"45,750,318,450",/market-activity/stocks/fer,FER
FERA,Fifth Era Acquisition Corp I Class A Ordinary Shares,$10.44,0.01,0.096%,NA,/market-activity/stocks/fera,FERA
FFAI,Faraday Future Intelligent Electric Inc. Class A Common Stock,$0.1338,0.0102,8.252%,"48,741,156",/market-activity/stocks/ffai,FFAI
FFBC,First Financial Bancorp. Common Stock,$35.72,-0.46,-1.271%,"3,748,077,239",/market-activity/stocks/ffbc,FFBC
FFIN,"First Financial Bankshares, Inc. Common Stock",$35.32,-1.18,-3.233%,"5,060,717,768",/market-activity/stocks/ffin,FFIN
FFIV,"F5, Inc. Common Stock",$409.095,5.685,1.409%,"23,080,831,851",/market-activity/stocks/ffiv,FFIV
FGBI,"First Guaranty Bancshares, Inc. Common Stock",$9.98,-0.25,-2.444%,"164,313,195",/market-activity/stocks/fgbi,FGBI
FGI,FGI Industries Ltd. Ordinary Shares,$4.32,-0.33,-7.097%,"8,343,091",/market-activity/stocks/fgi,FGI
FGII,FG Imperii Acquisition Corp. Class A Ordinary Shares,$9.95,UNCH,--,NA,/market-activity/stocks/fgii,FGII
FGL,Founder Group Limited Class A Ordinary Shares,$1.02,0.0801,8.522%,"1,168,573",/market-activity/stocks/fgl,FGL
FGMC,FG Merger II Corp. Common stock,$8.30,-0.92,-9.978%,"84,995,303",/market-activity/stocks/fgmc,FGMC
FGNX,FG Nexus Inc. Common Stock ,$6.07,-0.23,-3.651%,"34,820,063",/market-activity/stocks/fgnx,FGNX
FHB,"First Hawaiian, Inc. Common Stock",$29.29,-0.43,-1.447%,"3,563,098,419",/market-activity/stocks/fhb,FHB
FHTX,Foghorn Therapeutics Inc. Common Stock,$5.19,0.12,2.367%,"304,725,255",/market-activity/stocks/fhtx,FHTX
FIBK,"First Interstate BancSystem, Inc. Common Stock (DE)",$39.18,-1.04,-2.586%,"3,806,057,999",/market-activity/stocks/fibk,FIBK
FIEE,"FiEE, Inc Common Stock",$3.5472,-0.0528,-1.467%,"30,252,643",/market-activity/stocks/fiee,FIEE
FIGR,"Figure Technology Solutions, Inc. Class A Common Stock",$28.97,-1.90,-6.155%,"6,388,342,610",/market-activity/stocks/figr,FIGR
FINW,FinWise Bancorp Common Stock,$13.82,-0.27,-1.916%,"189,417,459",/market-activity/stocks/finw,FINW
FIP,FTAI Infrastructure Inc. Common Stock ,$4.16,-0.06,-1.422%,"491,560,389",/market-activity/stocks/fip,FIP
FISI,"Financial Institutions, Inc. Common Stock",$39.32,-0.71,-1.774%,"774,068,068",/market-activity/stocks/fisi,FISI
FISN,"Deep Fission, Inc. Common Stock",$10.65,0.14,1.332%,"627,243,710",/market-activity/stocks/fisn,FISN
FISV,"Fiserv, Inc. Common Stock",$50.63,-1.09,-2.108%,"26,998,649,311",/market-activity/stocks/fisv,FISV
FIVE,"Five Below, Inc. Common Stock",$202.63,4.92,2.488%,"11,204,496,973",/market-activity/stocks/five,FIVE
FIVN,"Five9, Inc. Common Stock",$25.58,0.32,1.267%,"1,958,506,813",/market-activity/stocks/fivn,FIVN
FIZZ,National Beverage Corp. Common Stock,$31.07,-1.18,-3.659%,"2,908,528,009",/market-activity/stocks/fizz,FIZZ
FKWL,Franklin Wireless Corp. Common Stock,$2.37,UNCH,--,"27,928,744",/market-activity/stocks/fkwl,FKWL
FLD,"Fold Holdings, Inc. Class A Common Stock",$0.38,-0.0104,-2.664%,"19,297,673",/market-activity/stocks/fld,FLD
FLEX,Flex Ltd. Ordinary Shares,$119.25,-1.87,-1.544%,"43,691,954,315",/market-activity/stocks/flex,FLEX
FLGT,"Fulgent Genetics, Inc. Common Stock",$20.16,-0.39,-1.898%,"572,556,560",/market-activity/stocks/flgt,FLGT
FLL,"Full House Resorts, Inc. Common Stock",$2.40,-0.11,-4.382%,"87,036,439",/market-activity/stocks/fll,FLL
FLNA,"Filana Therapeutics, Inc. Common Stock",$1.06,-0.02,-1.852%,"51,206,370",/market-activity/stocks/flna,FLNA
FLNC,"Fluence Energy, Inc. Class A Common Stock",$14.07,-0.35,-2.427%,"2,592,823,638",/market-activity/stocks/flnc,FLNC
FLNT,"Fluent, Inc. Common Stock",$3.73,0.08,2.192%,"111,212,606",/market-activity/stocks/flnt,FLNT
FLUX,"Flux Power Holdings, Inc. Common Stock",$0.6629,-0.0081,-1.207%,"14,160,461",/market-activity/stocks/flux,FLUX
FLWS,"1-800-FLOWERS.COM, Inc. Common Stock",$4.11,0.03,0.735%,"263,444,765",/market-activity/stocks/flws,FLWS
FLXS,"Flexsteel Industries, Inc. Common Stock",$72.98,-0.20,-0.273%,"390,846,652",/market-activity/stocks/flxs,FLXS
FLY,Firefly Aerospace Inc. Common Stock,$19.27,0.24,1.261%,"3,087,732,632",/market-activity/stocks/fly,FLY
FLYE,"Fly-E Group, Inc. Common Stock",$1.91,-0.0301,-1.551%,"3,117,857",/market-activity/stocks/flye,FLYE
FLYW,Flywire Corporation Voting Common Stock,$18.13,-0.56,-2.996%,"2,203,602,873",/market-activity/stocks/flyw,FLYW
FLZH,"Flash Sports & Media Holdings, Inc. Common Stock",$1.73,0.02,1.17%,"92,622,676",/market-activity/stocks/flzh,FLZH
FMAC,Future Money Acquisition Corporation Ordinary Shares,$9.98,0.02,0.201%,NA,/market-activity/stocks/fmac,FMAC
FMAO,"Farmers & Merchants Bancorp, Inc. Common Stock",$30.57,-0.92,-2.922%,"420,893,507",/market-activity/stocks/fmao,FMAO
FMBH,"First Mid Bancshares, Inc. Common Stock",$49.23,-1.26,-2.496%,"1,310,295,637",/market-activity/stocks/fmbh,FMBH
FMFC,Kandal M Venture Limited Class A Ordinary Shares,$0.2497,-0.0026,-1.031%,"5,318,610",/market-activity/stocks/fmfc,FMFC
FMNB,Farmers National Banc Corp. Common Stock,$14.64,-0.24,-1.613%,"866,907,907",/market-activity/stocks/fmnb,FMNB
FNGR,"FingerMotion, Inc. Common Stock",$0.3397,-0.008,-2.301%,"20,827,130",/market-activity/stocks/fngr,FNGR
FNKO,"Funko, Inc. Class A Common Stock",$5.82,-0.07,-1.188%,"325,517,605",/market-activity/stocks/fnko,FNKO
FNLC,"First Bancorp, Inc  (ME) Common Stock",$34.51,-0.58,-1.653%,"389,126,409",/market-activity/stocks/fnlc,FNLC
FNWB,First Northwest Bancorp Common Stock,$12.17,0.06,0.495%,"115,606,481",/market-activity/stocks/fnwb,FNWB
FNWD,Finward Bancorp Common Stock,$36.29,-0.05,-0.138%,"157,134,648",/market-activity/stocks/fnwd,FNWD
FOFO,"Hang Feng Technology Innovation Co., Ltd. Ordinary Shares",$2.68,-0.05,-1.832%,"20,290,489",/market-activity/stocks/fofo,FOFO
FORM,"FormFactor, Inc. FormFactor, Inc. Common Stock",$105.57,-1.54,-1.438%,"8,229,685,280",/market-activity/stocks/form,FORM
FORR,"Forrester Research, Inc. Common Stock",$10.32,-0.155,-1.48%,"200,331,840",/market-activity/stocks/forr,FORR
FOSL,"Fossil Group, Inc. Common Stock",$4.14,-0.07,-1.663%,"244,680,616",/market-activity/stocks/fosl,FOSL
FOX,Fox Corporation Class B Common Stock,$51.63,0.55,1.077%,"21,694,219,443",/market-activity/stocks/fox,FOX
FOXA,Fox Corporation Class A Common Stock,$57.62,0.81,1.426%,"24,211,135,470",/market-activity/stocks/foxa,FOXA
FOXF,Fox Factory Holding Corp. Common Stock,$19.02,-0.51,-2.611%,"797,625,250",/market-activity/stocks/foxf,FOXF
FOXX,Foxx Development Holdings Inc. Common Stock,$2.73,-0.08,-2.847%,"19,222,454",/market-activity/stocks/foxx,FOXX
FRAF,Franklin Financial Services Corporation Common Stock,$62.58,-0.91,-1.433%,"281,173,943",/market-activity/stocks/fraf,FRAF
FRBA,First Bank Common Stock,$17.86,-0.38,-2.083%,"448,900,438",/market-activity/stocks/frba,FRBA
FRD,Friedman Industries Inc. Common Stock,$34.09,-0.89,-2.544%,"242,294,368",/market-activity/stocks/frd,FRD
FRGT,"Freight Technologies, Inc. Ordinary Shares",$3.82,-0.555,-12.686%,"2,185,518",/market-activity/stocks/frgt,FRGT
FRHC,Freedom Holding Corp. Common Stock,$152.69,3.02,2.018%,"9,358,764,193",/market-activity/stocks/frhc,FRHC
FRME,First Merchants Corporation Common Stock,$44.59,-0.64,-1.415%,"2,810,184,021",/market-activity/stocks/frme,FRME
FRMI,Fermi Inc. Common Stock,$6.05,0.12,2.024%,"3,857,324,146",/market-activity/stocks/frmi,FRMI
FRMM,"Forum Markets, Incorporated Common Stock",$5.68,-0.165,-2.823%,"76,059,767",/market-activity/stocks/frmm,FRMM
FROG,JFrog Ltd. Ordinary Shares,$88.54,2.01,2.323%,"10,723,940,363",/market-activity/stocks/frog,FROG
FRPH,"FRP Holdings, Inc. Common Stock",$24.03,-0.45,-1.838%,"460,661,708",/market-activity/stocks/frph,FRPH
FRPT,"Freshpet, Inc. Common Stock",$56.64,-0.29,-0.509%,"2,783,447,682",/market-activity/stocks/frpt,FRPT
FRSH,Freshworks Inc. Class A Common Stock,$10.89,-0.06,-0.548%,"3,010,368,079",/market-activity/stocks/frsh,FRSH
FRST,Primis Financial Corp. Common Stock,$16.16,-0.18,-1.102%,"402,038,515",/market-activity/stocks/frst,FRST
FRVO,Fervo Energy Company Class A common stock,$24.65,1.54,6.664%,"7,262,998,609",/market-activity/stocks/frvo,FRVO
FSBC,Five Star Bancorp Common Stock,$48.81,-0.87,-1.751%,"1,043,370,028",/market-activity/stocks/fsbc,FSBC
FSBW,"FS Bancorp, Inc. Common Stock",$44.03,-1.24,-2.739%,"326,868,681",/market-activity/stocks/fsbw,FSBW
FSEA,"First Seacoast Bancorp, Inc. Common Stock",$16.89,0.01,0.059%,"79,242,374",/market-activity/stocks/fsea,FSEA
FSHP,Flag Ship Acquisition Corp. Ordinary Shares,$11.18,UNCH,--,NA,/market-activity/stocks/fshp,FSHP
FSLR,"First Solar, Inc. Common Stock",$211.99,0.06,0.028%,"22,779,038,422",/market-activity/stocks/fslr,FSLR
FSLY,"Fastly, Inc. Class A Common Stock",$20.72,0.40,1.969%,"3,242,680,000",/market-activity/stocks/fsly,FSLY
FSTR,L.B. Foster Company Common Stock,$41.93,-0.36,-0.851%,"438,532,452",/market-activity/stocks/fstr,FSTR
FSUN,FirstSun Capital Bancorp Common Stock,$35.43,-1.06,-2.905%,"1,655,881,458",/market-activity/stocks/fsun,FSUN
FTAI,FTAI Aviation Ltd. Common Stock,$207.46,3.76,1.846%,"21,281,863,371",/market-activity/stocks/ftai,FTAI
FTCI,"FTC Solar, Inc. Common Stock",$3.85,-0.45,-10.465%,"61,620,382",/market-activity/stocks/ftci,FTCI
FTDR,"Frontdoor, Inc. Common Stock",$75.69,-0.155,-0.204%,"5,316,081,246",/market-activity/stocks/ftdr,FTDR
FTEK,"Fuel Tech, Inc. Common Stock",$1.53,-0.02,-1.29%,"47,682,831",/market-activity/stocks/ftek,FTEK
FTFT,Future FinTech Group Inc. Common Stock,$1.37,-0.07,-4.861%,"2,559,402",/market-activity/stocks/ftft,FTFT
FTH,"Faeth Therapeutics, Inc. Common Stock",$25.87,-0.07,-0.27%,"666,896,366",/market-activity/stocks/fth,FTH
FTHA,Forefront Tech Holdings Acquisition Corp Class A Ordinary Shares,$9.91,UNCH,--,NA,/market-activity/stocks/ftha,FTHA
