group,trades,win_rate_pct,mean_symbol_win_rate_pct,median_symbol_win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,mean_symbol_payoff_ratio,median_symbol_payoff_ratio,max_symbol_payoff_ratio,symbols_with_payoff_ratio,profit_factor,median_symbol_cumulative_return_pct,mean_symbol_cumulative_return_pct,profitable_symbols,avg_days_held,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
高流动性－高波动,4604,2.0851433536055604,4.442912621359225,2.38,22.157010642919207,1268.1797500000002,-4.377635093167703,289.69517171024233,304.1342210526315,157.357,2723.177,95,6.169196937366753,396.0466,990.3969194174757,78,29.79582971329279,-251.345,False
高流动性－低波动,9771,4.4724183809231395,12.269638826185101,6.67,17.360746699416637,435.7199199084669,-2.226028390829226,195.7387074232936,380.7201728971963,101.516,31242.799,428,9.164128424952164,159.79389999999998,382.9162347629797,371,99.53433630129976,-65.25999999999999,False
高流动性－中波动,63893,33.42619692298061,33.06207492795389,33.33,0.6007635891255689,9.890061806433486,-4.063321939063382,2.4339843002233783,2.5796253602305472,2.38,9.344,347,1.222085287755297,96.6461,110.6185827089337,269,5.916673187986165,-94.06,False
中流动性－低波动,422,46.208530805687204,58.93774305555556,100.0,48.51053080568724,127.83306153846156,-19.629969162995597,6.5121376644564135,59.63613636363636,36.1135,351.428,44,5.5941265657614405,45.72945,71.08139340277778,194,1516.5995260663508,0.0,True
中流动性－高波动,43604,36.23062104394093,35.50782142857143,36.11,0.5867393587744242,13.506248702367394,-6.753489678486662,1.9998918108058628,2.0381571428571426,1.806,17.791,280,1.1362401881046535,38.6772,91.37216214285714,166,3.2422254839005595,-161.78,False
中流动性－中波动,36455,39.53367164997943,38.897938461538466,39.1,0.1810103140858593,7.7386701359977845,-4.760285941115094,1.6256733800711571,1.70028,1.583,10.552,325,1.0628865028672774,13.053399999999993,20.303816615384616,182,2.9772047730078177,-88.47,False
低流动性－低波动,162,72.8395061728395,72.8395061728395,100.0,93.45069135802471,145.644093220339,-46.52252272727273,3.1306146933205445,,,,0,8.395733721753563,7.987600000000006,93.45069259259257,118,1508.3148148148148,0.0,True
低流动性－中波动,1056,35.890151515151516,36.27284263959391,33.33,-0.3091893939393939,4.269079155672824,-2.872208271787296,1.4863403875013192,2.087503597122302,1.146,35.309,139,0.8320765420671729,-0.9755999999999987,-1.6574888324873094,83,1.0,-10.05,True
低流动性－高波动,347,14.985590778097983,14.087238095238096,0.0,-0.885844380403458,8.12601923076923,-2.4743762711864408,3.2840677165372583,4.850896551724139,2.683,22.557,29,0.5788866929720035,-1.0809000000000013,-1.4637509523809529,38,1.0,-1.0950000000000002,True
