symbol,mode,signal,entry,exit,days_held,entry_px,exit_px,ret_pct,pnl_eur,reason
NVDA,固定仓位,2023-02-13,2023-02-15,2023-02-16,1,22.7135,22.0839,-2.772,-277.19,t3 日内止损
NVDA,固定仓位,2023-03-29,2023-03-31,2023-04-05,3,27.7201,26.826,-3.226,-322.57,收盘价低于入场价
NVDA,固定仓位,2023-05-15,2023-05-17,2023-05-23,4,30.1162,30.6252,1.69,169.0,收盘价低于 SMA5
NVDA,固定仓位,2023-07-17,2023-07-19,2023-07-20,1,46.9855,46.0458,-2.0,-200.0,t3 日内止损
NVDA,固定仓位,2023-07-25,2023-07-27,2023-08-02,4,45.8108,44.1829,-3.553,-355.34,收盘价低于入场价
NVDA,固定仓位,2023-10-06,2023-10-10,2023-10-13,3,45.7127,45.3764,-0.736,-73.58,收盘价低于入场价
NVDA,固定仓位,2023-12-05,2023-12-07,2023-12-20,9,46.5133,48.0256,3.251,325.14,收盘价低于 SMA5
NVDA,固定仓位,2024-01-05,2024-01-09,2024-01-31,15,53.0457,61.4178,15.783,1578.28,收盘价低于 SMA5
NVDA,固定仓位,2024-02-01,2024-02-05,2024-02-06,1,69.209,67.8248,-2.0,-200.0,t3 日内止损
NVDA,固定仓位,2024-05-20,2024-05-22,2024-05-31,6,94.786,109.4436,15.464,1546.4,收盘价低于 SMA5
NVDA,固定仓位,2024-10-07,2024-10-09,2024-10-15,4,132.4431,131.3947,-0.792,-79.16,收盘价低于入场价
NVDA,固定仓位,2024-11-29,2024-12-03,2024-12-09,4,140.0412,138.603,-1.027,-102.7,收盘价低于入场价
NVDA,固定仓位,2025-01-21,2025-01-23,2025-01-24,1,147.0005,144.0604,-2.0,-200.0,t3 日内止损
NVDA,固定仓位,2025-04-22,2025-04-24,2025-05-20,18,106.281,134.1919,26.261,2626.14,收盘价低于 SMA5
NVDA,固定仓位,2025-07-23,2025-07-25,2025-08-01,5,173.2692,173.4889,0.127,12.68,收盘价低于 SMA5
NVDA,固定仓位,2025-09-29,2025-10-01,2025-10-06,3,187.0015,185.3036,-0.908,-90.79,收盘价低于入场价
NVDA,固定仓位,2025-10-24,2025-10-28,2025-11-04,5,200.7739,198.4369,-1.164,-116.4,收盘价低于入场价
NVDA,固定仓位,2025-12-04,2025-12-08,2025-12-11,3,185.324,180.7096,-2.49,-248.99,收盘价低于入场价
NVDA,固定仓位,2026-02-09,2026-02-11,2026-02-13,2,189.8185,186.0221,-2.0,-200.0,t4 日内止损
NVDA,固定仓位,2026-04-08,2026-04-10,2026-04-21,7,188.4104,199.6473,5.964,596.41,收盘价低于 SMA5
NVDA,固定仓位,2026-06-11,2026-06-15,2026-06-16,1,212.45,208.201,-2.0,-200.0,t3 日内止损
TESLA,复利,2010-09-27,2010-09-29,2010-09-30,1,1.4653,1.436,-2.0,-200.0,t3 日内止损
TESLA,复利,2010-11-03,2010-11-05,2010-11-17,8,1.6293,1.966,20.663,2024.96,收盘价低于 SMA5
TESLA,复利,2011-03-28,2011-03-30,2011-04-06,5,1.5807,1.766,11.725,1386.48,收盘价低于 SMA5
TESLA,复利,2011-04-20,2011-04-25,2011-05-03,6,1.7593,1.7913,1.819,240.3,收盘价低于 SMA5
TESLA,复利,2011-06-28,2011-06-30,2011-07-06,3,1.942,1.9307,-0.584,-78.5,收盘价低于入场价
TESLA,复利,2011-07-19,2011-07-21,2011-07-26,3,1.9133,1.8667,-2.439,-326.17,收盘价低于入场价
TESLA,复利,2011-12-02,2011-12-06,2011-12-07,1,2.3247,2.2782,-2.0,-260.94,t3 日内止损
TESLA,复利,2011-12-27,2011-12-29,2012-01-03,2,1.9153,1.877,-2.0,-255.72,t4 日内止损
TESLA,复利,2012-01-24,2012-01-26,2012-02-10,11,1.9293,2.0733,7.464,935.23,收盘价低于 SMA5
TESLA,复利,2012-11-12,2012-11-14,2012-11-15,1,2.092,2.0502,-2.0,-269.31,t3 日内止损
TESLA,复利,2013-01-23,2013-01-25,2013-01-31,4,2.4653,2.5007,1.433,189.13,收盘价低于 SMA5
TESLA,复利,2013-03-20,2013-03-22,2013-04-05,9,2.4413,2.758,12.971,1736.24,收盘价低于 SMA5
TESLA,复利,2013-06-04,2013-06-06,2013-06-11,3,6.49,6.298,-2.958,-447.36,收盘价低于入场价
TESLA,复利,2013-06-14,2013-06-18,2013-06-20,2,6.8927,6.7548,-2.0,-293.49,t4 日内止损
TESLA,复利,2013-08-19,2013-08-21,2013-09-06,11,9.8573,11.1313,12.924,1858.64,收盘价低于 SMA5
TESLA,复利,2013-10-10,2013-10-14,2013-10-21,5,11.9813,11.5067,-3.962,-643.36,收盘价低于入场价
TESLA,复利,2014-02-06,2014-02-10,2014-02-19,6,13.104,12.9093,-1.486,-231.69,收盘价低于入场价
TESLA,复利,2014-03-03,2014-03-05,2014-03-07,2,16.844,16.5071,-2.0,-307.29,t4 日内止损
TESLA,复利,2014-03-28,2014-04-01,2014-04-04,3,14.4647,14.1487,-2.185,-328.94,收盘价低于入场价
TESLA,复利,2014-05-09,2014-05-13,2014-05-15,2,12.6773,12.4238,-2.0,-294.56,t4 日内止损
TESLA,复利,2014-05-19,2014-05-21,2014-05-30,6,13.2967,13.8513,4.171,602.09,收盘价低于 SMA5
TESLA,复利,2014-08-04,2014-08-06,2014-08-18,8,16.5953,17.3293,4.423,665.02,收盘价低于 SMA5
TESLA,复利,2014-08-25,2014-08-27,2014-09-05,6,17.55,18.4927,5.371,843.34,收盘价低于 SMA5
TESLA,复利,2015-01-21,2015-01-23,2015-01-28,3,13.4193,13.2913,-0.954,-157.81,收盘价低于入场价
TESLA,复利,2015-04-08,2015-04-10,2015-04-14,2,14.06,13.7788,-2.0,-327.73,t4 日内止损
TESLA,复利,2015-04-21,2015-04-23,2015-04-30,5,14.5733,15.07,3.408,547.28,收盘价低于 SMA5
TESLA,复利,2015-06-30,2015-07-02,2015-07-07,2,18.668,18.2946,-2.0,-332.12,t4 日内止损
TESLA,复利,2015-08-26,2015-08-28,2015-09-01,2,16.5653,16.0227,-3.276,-533.11,t4 日内止损
TESLA,复利,2015-10-15,2015-10-19,2015-10-20,1,15.2067,14.9025,-2.0,-314.81,t3 日内止损
TESLA,复利,2016-03-07,2016-03-09,2016-03-10,1,13.9147,13.6364,-2.0,-308.52,t3 日内止损
TESLA,复利,2016-03-17,2016-03-21,2016-03-22,1,15.888,15.5702,-2.0,-302.35,t3 日内止损
TESLA,复利,2016-03-24,2016-03-29,2016-03-31,2,15.342,15.0352,-2.0,-296.3,t4 日内止损
TESLA,复利,2016-09-15,2016-09-19,2016-09-21,2,13.756,13.4809,-2.0,-290.37,t4 日内止损
TESLA,复利,2016-10-10,2016-10-12,2016-10-13,1,13.434,13.1653,-2.0,-284.57,t3 日内止损
TESLA,复利,2016-12-16,2016-12-20,2016-12-29,6,13.9193,14.312,2.821,393.35,收盘价低于 SMA5
TESLA,复利,2017-01-19,2017-01-23,2017-01-30,5,16.5947,16.7087,0.687,98.49,收盘价低于 SMA5
TESLA,复利,2017-05-24,2017-05-26,2017-06-09,9,21.676,23.8213,9.897,1428.72,收盘价低于 SMA5
TESLA,复利,2018-01-17,2018-01-19,2018-01-24,3,23.3347,23.0593,-1.18,-187.19,收盘价低于入场价
TESLA,复利,2018-10-31,2018-11-02,2018-11-05,1,23.094,22.6321,-2.0,-313.54,t3 日内止损
TESLA,复利,2018-11-07,2018-11-09,2018-11-12,1,23.3673,22.9,-2.0,-307.27,t3 日内止损
TESLA,复利,2018-11-13,2018-11-15,2018-11-20,3,23.2293,23.166,-0.273,-41.05,收盘价低于入场价
TESLA,复利,2018-12-03,2018-12-06,2018-12-10,2,24.204,23.7199,-2.0,-300.3,t4 日内止损
TESLA,复利,2019-06-13,2019-06-17,2019-06-20,3,15.002,14.6413,-2.404,-353.77,收盘价低于入场价
TESLA,复利,2019-09-25,2019-09-27,2019-09-30,1,16.142,15.8192,-2.0,-287.22,t3 日内止损
TESLA,复利,2019-11-11,2019-11-13,2019-11-20,5,23.074,23.4813,1.765,248.45,收盘价低于 SMA5
