symbol,source,band_lo,band_hi,stop_pct,sma_n,entry_lag,hard_stop_days,stop_intraday,cost_bps,mode,n_trades,initial_capital,final_equity,total_pnl,win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,max_drawdown_pct,avg_days_held,max_win_pct,max_loss_pct,gross_profit,gross_loss
CBC,data/nasdaq_10y/CBC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,3,10000,10444.25,444.25,33.33,1.548,7.557,-1.457,5.187,2.534,-0.91,4.33,7.557,-2.0,733.81,289.56
CBC,data/nasdaq_10y/CBC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,3,10000,10464.3,464.3,33.33,1.548,7.557,-1.457,5.187,2.593,-0.93,4.33,7.557,-2.0,755.69,291.39
CBFV,data/nasdaq_10y/CBFV.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,29,10000,9180.61,-819.39,24.14,-0.201,4.687,-1.756,2.669,0.78,-14.04,3.76,22.031,-3.412,2909.6,3729.06
CBFV,data/nasdaq_10y/CBFV.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,29,10000,9417.81,-582.19,24.14,-0.201,4.687,-1.756,2.669,0.849,-15.19,3.76,22.031,-3.412,3280.99,3863.18
CBIO,data/nasdaq_10y/CBIO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,31,10000,6814.92,-3185.08,22.58,-1.166,3.354,-2.484,1.35,0.406,-33.65,2.19,8.969,-13.833,2178.16,5363.21
CBIO,data/nasdaq_10y/CBIO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,31,10000,6385.1,-3614.9,22.58,-1.166,3.354,-2.484,1.35,0.394,-37.87,2.19,8.969,-13.833,2347.61,5962.51
CBK,data/nasdaq_10y/CBK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,3,10000,9670.94,-329.06,33.33,-1.101,0.697,-2.0,0.348,0.172,-2.0,2.33,0.697,-2.0,68.32,397.37
CBK,data/nasdaq_10y/CBK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,3,10000,9669.71,-330.29,33.33,-1.101,0.697,-2.0,0.348,0.174,-2.03,2.33,0.697,-2.0,69.71,400.0
CBLL,data/nasdaq_10y/CBLL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,11,10000,11912.28,1912.28,36.36,1.815,8.045,-1.745,4.611,2.546,-7.76,2.91,22.141,-2.0,3149.21,1237.09
CBLL,data/nasdaq_10y/CBLL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,11,10000,11996.55,1996.55,36.36,1.815,8.045,-1.745,4.611,2.635,-7.66,2.91,22.141,-2.0,3217.89,1221.34
CBNK,data/nasdaq_10y/CBNK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,32,10000,11161.92,1161.92,31.25,0.417,4.902,-1.622,3.022,1.352,-16.72,4.53,14.205,-2.704,4461.13,3299.29
CBNK,data/nasdaq_10y/CBNK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,32,10000,11333.1,1333.1,31.25,0.417,4.902,-1.622,3.022,1.374,-18.3,4.53,14.205,-2.704,4902.15,3569.05
CBRL,data/nasdaq_10y/CBRL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,39,10000,7991.66,-2008.34,17.95,-0.515,5.23,-1.772,2.951,0.627,-23.33,3.41,14.946,-3.086,3374.68,5383.03
CBRL,data/nasdaq_10y/CBRL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,39,10000,7990.47,-2009.53,17.95,-0.515,5.23,-1.772,2.951,0.646,-24.72,3.41,14.946,-3.086,3660.72,5670.25
CBRS,data/nasdaq_10y/CBRS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CBRS,data/nasdaq_10y/CBRS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CBSH,data/nasdaq_10y/CBSH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,9278.65,-721.35,36.36,-0.147,2.145,-1.456,1.473,0.818,-11.79,4.14,8.017,-3.011,3232.36,3953.65
CBSH,data/nasdaq_10y/CBSH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,44,10000,9355.23,-644.77,36.36,-0.147,2.145,-1.456,1.473,0.842,-11.54,4.14,8.017,-3.011,3431.99,4076.76
CBUS,data/nasdaq_10y/CBUS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,29,10000,5763.38,-4236.62,3.45,-1.879,2.412,-2.032,1.187,0.054,-43.72,1.41,2.412,-2.399,241.19,4477.85
CBUS,data/nasdaq_10y/CBUS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,29,10000,4551.05,-5448.95,3.45,-1.879,2.412,-2.032,1.187,0.042,-55.56,1.41,2.412,-2.399,241.19,5690.14
CCAP,data/nasdaq_10y/CCAP.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,20,10000,8418.85,-1581.15,35.0,-0.842,1.037,-1.854,0.559,0.304,-16.25,3.2,2.57,-4.234,691.3,2272.42
CCAP,data/nasdaq_10y/CCAP.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,20,10000,8315.12,-1684.88,35.0,-0.842,1.037,-1.854,0.559,0.301,-17.32,3.2,2.57,-4.234,726.0,2410.88
CCAQ,data/nasdaq_10y/CCAQ.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CCAQ,data/nasdaq_10y/CCAQ.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CCB,data/nasdaq_10y/CCB.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,32,10000,11035.77,1035.77,34.38,0.414,5.02,-1.999,2.511,1.214,-14.61,3.56,18.194,-4.912,5873.7,4837.94
CCB,data/nasdaq_10y/CCB.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,32,10000,11324.16,1324.16,34.38,0.414,5.02,-1.999,2.511,1.315,-12.6,3.56,18.194,-4.912,5521.71,4197.55
CCBG,data/nasdaq_10y/CCBG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,43,10000,7170.98,-2829.02,27.91,-0.746,2.192,-1.883,1.164,0.42,-35.08,3.16,8.153,-3.06,2044.62,4873.67
CCBG,data/nasdaq_10y/CCBG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,43,10000,6792.78,-3207.22,27.91,-0.746,2.192,-1.883,1.164,0.451,-42.74,3.16,8.153,-3.06,2630.8,5838.02
CCC,data/nasdaq_10y/CCC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,26,10000,8912.56,-1087.44,19.23,-0.354,5.122,-1.658,3.09,0.638,-24.8,2.96,20.935,-2.178,1917.49,3005.05
CCC,data/nasdaq_10y/CCC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,26,10000,9079.24,-920.76,19.23,-0.354,5.122,-1.658,3.09,0.736,-28.72,2.96,20.935,-2.178,2561.13,3481.89
CCCC,data/nasdaq_10y/CCCC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,23,10000,6920.46,-3079.54,8.7,-1.552,6.227,-2.293,2.716,0.236,-29.38,1.87,7.692,-7.127,950.76,4030.26
CCCC,data/nasdaq_10y/CCCC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,23,10000,6430.74,-3569.26,8.7,-1.552,6.227,-2.293,2.716,0.259,-34.38,1.87,7.692,-7.127,1245.42,4814.68
CCEP,data/nasdaq_10y/CCEP.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,9280.9,-719.1,45.45,-0.208,1.445,-1.586,0.911,0.733,-10.54,4.09,5.016,-2.384,1970.69,2689.86
CCEP,data/nasdaq_10y/CCEP.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,33,10000,9312.13,-687.87,45.45,-0.208,1.445,-1.586,0.911,0.759,-10.99,4.09,5.016,-2.384,2166.73,2854.6
CCG,data/nasdaq_10y/CCG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,7,10000,7853.22,-2146.78,0.0,-3.336,,-3.336,,0.0,-19.87,1.29,-2.0,-11.304,0.0,2146.84
CCG,data/nasdaq_10y/CCG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,7,10000,7664.74,-2335.26,0.0,-3.336,,-3.336,,0.0,-21.79,1.29,-2.0,-11.304,0.0,2335.26
CCHH,data/nasdaq_10y/CCHH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,2,10000,9363.51,-636.49,0.0,-3.227,,-3.227,,0.0,-2.0,1.0,-2.0,-4.454,0.0,636.52
CCHH,data/nasdaq_10y/CCHH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,2,10000,9354.57,-645.43,0.0,-3.227,,-3.227,,0.0,-2.09,1.0,-2.0,-4.454,0.0,645.43
CCII,data/nasdaq_10y/CCII.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CCII,data/nasdaq_10y/CCII.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CCIX,data/nasdaq_10y/CCIX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CCIX,data/nasdaq_10y/CCIX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CCLD,data/nasdaq_10y/CCLD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,40,10000,13072.52,3072.52,25.0,0.874,9.446,-1.983,4.764,1.417,-17.53,2.38,34.971,-2.174,10449.44,7376.89
CCLD,data/nasdaq_10y/CCLD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,40,10000,13497.41,3497.41,25.0,0.874,9.446,-1.983,4.764,1.588,-14.46,2.38,34.971,-2.174,9445.95,5948.54
CCNE,data/nasdaq_10y/CCNE.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,48,10000,20199.68,10199.68,43.75,1.609,5.662,-1.544,3.666,2.662,-10.28,4.52,19.402,-3.885,16335.23,6135.33
CCNE,data/nasdaq_10y/CCNE.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,48,10000,17721.3,7721.3,43.75,1.609,5.662,-1.544,3.666,2.852,-6.87,4.52,19.402,-3.885,11891.16,4169.86
CCRN,data/nasdaq_10y/CCRN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,42,10000,8160.05,-1839.95,16.67,-0.32,10.351,-2.454,4.218,0.815,-40.86,2.93,19.314,-13.133,8086.11,9926.13
CCRN,data/nasdaq_10y/CCRN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,42,10000,8656.83,-1343.17,16.67,-0.32,10.351,-2.454,4.218,0.844,-36.59,2.93,19.314,-13.133,7245.44,8588.61
CCSI,data/nasdaq_10y/CCSI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,24,10000,11658.06,1658.06,29.17,0.941,9.759,-2.69,3.628,1.421,-29.12,3.29,29.771,-12.375,5594.45,3936.49
CCSI,data/nasdaq_10y/CCSI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,24,10000,12257.81,2257.81,29.17,0.941,9.759,-2.69,3.628,1.494,-33.57,3.29,29.771,-12.375,6831.18,4573.37
CCTG,data/nasdaq_10y/CCTG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,6,10000,7593.03,-2406.97,0.0,-4.462,,-4.462,,0.0,-20.91,1.17,-2.0,-8.137,0.0,2407.03
CCTG,data/nasdaq_10y/CCTG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,6,10000,7322.62,-2677.38,0.0,-4.462,,-4.462,,0.0,-23.72,1.17,-2.0,-8.137,0.0,2677.38
CCXI,data/nasdaq_10y/CCXI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CCXI,data/nasdaq_10y/CCXI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CD,data/nasdaq_10y/CD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,36,10000,5023.89,-4976.11,5.56,-1.806,12.726,-2.66,4.784,0.198,-55.78,1.5,15.922,-14.872,1230.55,6206.63
CD,data/nasdaq_10y/CD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,36,10000,3500.24,-6499.76,5.56,-1.806,12.726,-2.66,4.784,0.281,-80.53,1.5,15.922,-14.872,2545.14,9044.9
CDIO,data/nasdaq_10y/CDIO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,9,10000,7508.26,-2491.74,0.0,-3.104,,-3.104,,0.0,-23.34,1.22,-2.0,-9.524,0.0,2491.67
CDIO,data/nasdaq_10y/CDIO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,9,10000,7206.17,-2793.83,0.0,-3.104,,-3.104,,0.0,-26.42,1.22,-2.0,-9.524,0.0,2793.83
CDLX,data/nasdaq_10y/CDLX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,10626.94,626.94,18.18,0.476,14.68,-2.68,5.478,1.066,-33.73,2.42,31.912,-9.403,10167.5,9540.55
CDLX,data/nasdaq_10y/CDLX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,33,10000,11572.42,1572.42,18.18,0.476,14.68,-2.68,5.478,1.217,-25.29,2.42,31.912,-9.403,8808.28,7235.86
CDNA,data/nasdaq_10y/CDNA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,41,10000,6468.44,-3531.56,21.95,-0.836,7.256,-3.112,2.332,0.621,-46.37,2.49,22.906,-26.818,5788.9,9320.34
CDNA,data/nasdaq_10y/CDNA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,41,10000,6572.07,-3427.93,21.95,-0.836,7.256,-3.112,2.332,0.656,-47.63,2.49,22.906,-26.818,6530.71,9958.64
CDNL,data/nasdaq_10y/CDNL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,1,10000,9800.0,-200.0,0.0,-2.0,,-2.0,,0.0,0.0,1.0,-2.0,-2.0,0.0,200.0
CDNL,data/nasdaq_10y/CDNL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,1,10000,9800.0,-200.0,0.0,-2.0,,-2.0,,0.0,0.0,1.0,-2.0,-2.0,0.0,200.0
CDNS,data/nasdaq_10y/CDNS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,57,10000,15479.84,5479.84,45.61,0.859,4.179,-1.926,2.17,1.648,-11.9,4.95,22.484,-5.147,13939.48,8459.96
CDNS,data/nasdaq_10y/CDNS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,57,10000,14895.33,4895.33,45.61,0.859,4.179,-1.926,2.17,1.82,-7.71,4.95,22.484,-5.147,10864.57,5969.24
CDRO,data/nasdaq_10y/CDRO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,13,10000,9502.5,-497.5,23.08,-0.336,4.23,-1.706,2.48,0.702,-8.12,3.15,10.411,-4.333,1173.82,1671.41
CDRO,data/nasdaq_10y/CDRO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,13,10000,9563.23,-436.77,23.08,-0.336,4.23,-1.706,2.48,0.744,-8.44,3.15,10.411,-4.333,1268.87,1705.64
CDT,data/nasdaq_10y/CDT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,3,10000,9256.05,-743.95,0.0,-2.541,,-2.541,,0.0,-5.55,1.0,-2.0,-3.623,0.0,743.97
CDT,data/nasdaq_10y/CDT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,3,10000,9237.68,-762.32,0.0,-2.541,,-2.541,,0.0,-5.74,1.0,-2.0,-3.623,0.0,762.32
CDTG,data/nasdaq_10y/CDTG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,7,10000,8480.41,-1519.59,14.29,-2.297,1.345,-2.904,0.463,0.07,-13.47,2.0,1.345,-7.427,114.87,1634.43
CDTG,data/nasdaq_10y/CDTG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,7,10000,8391.82,-1608.18,14.29,-2.297,1.345,-2.904,0.463,0.077,-14.37,2.0,1.345,-7.427,134.53,1742.71
CDW,data/nasdaq_10y/CDW.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,13920.98,3920.98,45.45,0.843,4.039,-1.82,2.219,1.777,-17.94,4.73,18.932,-3.039,8967.8,5046.78
CDW,data/nasdaq_10y/CDW.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,44,10000,13710.32,3710.32,45.45,0.843,4.039,-1.82,2.219,1.85,-15.29,4.73,18.932,-3.039,8077.5,4367.18
CDXS,data/nasdaq_10y/CDXS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,54,10000,6901.17,-3098.83,24.07,-0.599,4.905,-2.345,2.092,0.651,-37.49,2.67,17.507,-7.962,5784.43,8883.17
CDXS,data/nasdaq_10y/CDXS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,54,10000,6763.08,-3236.92,24.07,-0.599,4.905,-2.345,2.092,0.663,-41.27,2.67,17.507,-7.962,6376.53,9613.45
CDZI,data/nasdaq_10y/CDZI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,43,10000,6720.44,-3279.56,27.91,-0.88,2.362,-2.135,1.106,0.45,-35.71,3.05,5.751,-12.49,2682.02,5961.68
CDZI,data/nasdaq_10y/CDZI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,43,10000,6215.47,-3784.53,27.91,-0.88,2.362,-2.135,1.106,0.428,-40.62,3.05,5.751,-12.49,2834.26,6618.79
CECO,data/nasdaq_10y/CECO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,48,10000,19142.31,9142.31,39.58,1.682,8.51,-2.791,3.049,1.708,-26.33,4.42,35.311,-16.954,22047.73,12905.16
CECO,data/nasdaq_10y/CECO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,48,10000,18074.24,8074.24,39.58,1.682,8.51,-2.791,3.049,1.997,-17.08,4.42,35.311,-16.954,16168.98,8094.74
CEG,data/nasdaq_10y/CEG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,30,10000,10406.38,406.38,43.33,0.333,4.436,-2.804,1.582,1.068,-31.65,3.67,29.416,-15.528,6414.49,6008.28
CEG,data/nasdaq_10y/CEG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,30,10000,10999.33,999.33,43.33,0.333,4.436,-2.804,1.582,1.21,-24.87,3.67,29.416,-15.528,5766.45,4767.12
CELC,data/nasdaq_10y/CELC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,7681.88,-2318.12,18.18,-0.728,5.772,-2.172,2.657,0.548,-37.35,2.42,12.99,-4.273,2811.23,5129.21
CELC,data/nasdaq_10y/CELC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,33,10000,7598.1,-2401.9,18.18,-0.728,5.772,-2.172,2.657,0.59,-41.86,2.42,12.99,-4.273,3462.94,5864.84
CELH,data/nasdaq_10y/CELH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,51,10000,16969.1,6969.1,31.37,1.39,10.225,-2.649,3.86,1.705,-22.14,3.47,45.363,-11.271,16849.99,9880.36
CELH,data/nasdaq_10y/CELH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,51,10000,17089.71,7089.71,31.37,1.39,10.225,-2.649,3.86,1.765,-21.35,3.47,45.363,-11.271,16359.38,9269.67
CELU,data/nasdaq_10y/CELU.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,20,10000,10357.84,357.84,20.0,0.512,11.114,-2.138,5.198,1.107,-17.94,2.15,39.518,-3.911,3708.76,3350.84
CELU,data/nasdaq_10y/CELU.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,20,10000,11024.78,1024.78,20.0,0.512,11.114,-2.138,5.198,1.3,-19.53,2.15,39.518,-3.911,4445.66,3420.88
CELZ,data/nasdaq_10y/CELZ.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,26,10000,7877.35,-2122.65,15.38,1.511,36.288,-4.812,7.541,0.825,-47.72,2.27,134.389,-35.714,10018.78,12141.49
CELZ,data/nasdaq_10y/CELZ.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,26,10000,13928.24,3928.24,15.38,1.511,36.288,-4.812,7.541,1.371,-29.89,2.27,134.389,-35.714,14515.16,10586.92
CENN,data/nasdaq_10y/CENN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,28,10000,7454.87,-2545.13,14.29,-0.878,10.948,-2.849,3.843,0.536,-33.71,1.79,20.505,-12.683,2942.41,5487.64
CENN,data/nasdaq_10y/CENN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,28,10000,7542.04,-2457.96,14.29,-0.878,10.948,-2.849,3.843,0.64,-39.9,1.79,20.505,-12.683,4379.18,6837.14
CENT,data/nasdaq_10y/CENT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,11527.04,1527.04,40.91,0.387,3.45,-1.733,1.991,1.285,-18.36,4.09,17.672,-4.4,6878.09,5350.9
CENT,data/nasdaq_10y/CENT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,44,10000,11704.21,1704.21,40.91,0.387,3.45,-1.733,1.991,1.378,-14.82,4.09,17.672,-4.4,6209.86,4505.65
CENTA,data/nasdaq_10y/CENTA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,42,10000,13093.48,3093.48,45.24,0.704,3.701,-1.772,2.089,1.635,-12.31,4.0,13.388,-2.924,7968.69,4875.2
CENTA,data/nasdaq_10y/CENTA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,42,10000,12956.91,2956.91,45.24,0.704,3.701,-1.772,2.089,1.726,-11.81,4.0,13.388,-2.924,7032.18,4075.27
CENX,data/nasdaq_10y/CENX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,43,10000,8435.44,-1564.56,23.26,-0.265,7.102,-2.498,2.843,0.823,-33.97,2.4,18.299,-5.636,7256.95,8821.84
CENX,data/nasdaq_10y/CENX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,43,10000,8858.35,-1141.65,23.26,-0.265,7.102,-2.498,2.843,0.862,-29.9,2.4,18.299,-5.636,7102.16,8243.81
CEPF,data/nasdaq_10y/CEPF.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPF,data/nasdaq_10y/CEPF.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPL,data/nasdaq_10y/CEPL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPL,data/nasdaq_10y/CEPL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPO,data/nasdaq_10y/CEPO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,3,10000,9726.04,-273.96,33.33,-0.918,0.086,-1.42,0.061,0.031,-2.82,3.33,0.086,-2.0,8.62,282.6
CEPO,data/nasdaq_10y/CEPO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,3,10000,9724.59,-275.41,33.33,-0.918,0.086,-1.42,0.061,0.03,-2.84,3.33,0.086,-2.0,8.62,284.03
CEPS,data/nasdaq_10y/CEPS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPS,data/nasdaq_10y/CEPS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPV,data/nasdaq_10y/CEPV.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
CEPV,data/nasdaq_10y/CEPV.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
CERS,data/nasdaq_10y/CERS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,8175.72,-1824.28,15.56,-0.271,9.605,-2.09,4.595,0.764,-30.97,2.76,28.904,-6.03,5910.11,7734.26
CERS,data/nasdaq_10y/CERS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,45,10000,8780.66,-1219.34,15.56,-0.271,9.605,-2.09,4.595,0.846,-30.69,2.76,28.904,-6.03,6723.48,7942.82
CERT,data/nasdaq_10y/CERT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,23,10000,7162.23,-2837.77,17.39,-1.415,2.576,-2.255,1.142,0.212,-30.12,2.52,5.81,-4.912,761.49,3599.27
CERT,data/nasdaq_10y/CERT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,23,10000,6746.06,-3253.94,17.39,-1.415,2.576,-2.255,1.142,0.24,-35.92,2.52,5.81,-4.912,1030.36,4284.3
CETX,data/nasdaq_10y/CETX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,6499.05,-3500.95,15.15,-1.212,5.635,-2.434,2.315,0.349,-37.74,2.09,19.58,-8.0,1878.43,5379.29
CETX,data/nasdaq_10y/CETX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,33,10000,6001.72,-3998.28,15.15,-1.212,5.635,-2.434,2.315,0.413,-46.52,2.09,19.58,-8.0,2817.44,6815.72
CETY,data/nasdaq_10y/CETY.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,9,10000,9478.04,-521.96,22.22,-0.482,7.63,-2.8,2.725,0.747,-13.65,1.89,9.766,-7.602,1544.2,2066.18
CETY,data/nasdaq_10y/CETY.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,9,10000,9565.85,-434.15,22.22,-0.482,7.63,-2.8,2.725,0.779,-12.85,1.89,9.766,-7.602,1526.01,1960.16
CEVA,data/nasdaq_10y/CEVA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,55,10000,5751.25,-4248.75,25.45,-0.916,3.259,-2.342,1.391,0.422,-42.91,2.91,25.454,-11.226,3106.79,7355.36
CEVA,data/nasdaq_10y/CEVA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,固定仓位,55,10000,4959.78,-5040.22,25.45,-0.916,3.259,-2.342,1.391,0.475,-51.06,2.91,25.454,-11.226,4562.55,9602.77
