symbol,source,band_lo,band_hi,stop_pct,sma_n,entry_lag,hard_stop_days,stop_intraday,cost_bps,mode,n_trades,initial_capital,final_equity,total_pnl,win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,max_drawdown_pct,avg_days_held,max_win_pct,max_loss_pct,gross_profit,gross_loss
ARQT,data/nasdaq_10y/ARQT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,42,10000,6316.73,-3683.27,19.05,-0.877,4.33,-2.102,2.06,0.485,-59.55,2.14,13.04,-3.379,3464.35,7147.62
ARRY,data/nasdaq_10y/ARRY.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,38,10000,16106.28,6106.28,23.68,1.956,17.063,-2.733,6.244,1.51,-35.98,2.37,68.635,-13.611,18090.01,11983.75
ARRY,data/nasdaq_10y/ARRY.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,38,10000,17431.81,7431.81,23.68,1.956,17.063,-2.733,6.244,1.938,-23.27,2.37,68.635,-13.611,15356.95,7925.14
ARTC,data/nasdaq_10y/ARTC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
ARTC,data/nasdaq_10y/ARTC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
ARTL,data/nasdaq_10y/ARTL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,45,10000,3915.63,-6084.37,11.11,-2.009,5.041,-2.89,1.744,0.172,-60.82,1.89,9.524,-9.963,1264.34,7348.76
ARTL,data/nasdaq_10y/ARTL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,45,10000,961.1,-9038.9,11.11,-2.009,5.041,-2.89,1.744,0.218,-99.9,1.89,9.524,-9.963,2520.54,11559.44
ARTNA,data/nasdaq_10y/ARTNA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,45,10000,7928.61,-2071.39,26.67,-0.463,3.526,-1.913,1.843,0.678,-33.9,3.29,13.004,-4.777,4365.11,6436.62
ARTNA,data/nasdaq_10y/ARTNA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,45,10000,7917.84,-2082.16,26.67,-0.463,3.526,-1.913,1.843,0.67,-33.96,3.29,13.004,-4.777,4231.23,6313.39
ARTV,data/nasdaq_10y/ARTV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,18,10000,14702.39,4702.39,22.22,2.758,21.096,-2.482,8.501,2.273,-16.37,2.83,45.098,-5.071,8397.18,3694.91
ARTV,data/nasdaq_10y/ARTV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,18,10000,14964.21,4964.21,22.22,2.758,21.096,-2.482,8.501,2.429,-16.78,2.83,45.098,-5.071,8438.43,3474.22
ARTW,data/nasdaq_10y/ARTW.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,60,10000,10089.77,89.77,16.67,0.362,16.15,-2.795,5.777,1.009,-49.13,2.82,40.566,-8.088,9878.32,9788.45
ARTW,data/nasdaq_10y/ARTW.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,60,10000,12173.18,2173.18,16.67,0.362,16.15,-2.795,5.777,1.155,-69.7,2.82,40.566,-8.088,16150.12,13976.94
ARVN,data/nasdaq_10y/ARVN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,67,10000,4847.34,-5152.66,17.91,-1.021,4.44,-2.213,2.006,0.444,-53.45,2.12,14.46,-11.245,4122.66,9275.36
ARVN,data/nasdaq_10y/ARVN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,67,10000,3156.91,-6843.09,17.91,-1.021,4.44,-2.213,2.006,0.438,-71.97,2.12,14.46,-11.245,5327.79,12170.88
ARWR,data/nasdaq_10y/ARWR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,85,10000,11514.55,1514.55,23.53,0.366,7.746,-1.905,4.066,1.113,-21.51,2.82,52.64,-6.609,14922.51,13407.98
ARWR,data/nasdaq_10y/ARWR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,85,10000,13108.53,3108.53,23.53,0.366,7.746,-1.905,4.066,1.251,-22.16,2.82,52.64,-6.609,15492.16,12383.63
ARXS,data/nasdaq_10y/ARXS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,1,10000,9800.0,-200.0,0.0,-2.0,,-2.0,,0.0,0.0,1.0,-2.0,-2.0,0.0,200.0
ARXS,data/nasdaq_10y/ARXS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,1,10000,9800.0,-200.0,0.0,-2.0,,-2.0,,0.0,0.0,1.0,-2.0,-2.0,0.0,200.0
ASBP,data/nasdaq_10y/ASBP.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,8,10000,9321.67,-678.33,12.5,-0.768,11.111,-2.465,4.508,0.584,-14.24,2.0,11.111,-5.618,951.19,1629.54
ASBP,data/nasdaq_10y/ASBP.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,8,10000,9385.69,-614.31,12.5,-0.768,11.111,-2.465,4.508,0.644,-15.1,2.0,11.111,-5.618,1111.11,1725.42
ASLE,data/nasdaq_10y/ASLE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,39,10000,9806.41,-193.59,23.08,0.137,8.432,-2.352,3.586,0.976,-25.12,3.08,24.9,-17.001,7770.67,7964.22
ASLE,data/nasdaq_10y/ASLE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,39,10000,10534.43,534.43,23.08,0.137,8.432,-2.352,3.586,1.076,-19.62,3.08,24.9,-17.001,7588.87,7054.44
ASMB,data/nasdaq_10y/ASMB.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,76,10000,20696.31,10696.31,23.68,1.39,12.361,-2.014,6.137,1.481,-25.67,2.46,63.625,-3.96,32912.84,22216.78
ASMB,data/nasdaq_10y/ASMB.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,76,10000,20566.65,10566.65,23.68,1.39,12.361,-2.014,6.137,1.904,-16.02,2.46,63.625,-3.96,22249.08,11682.43
ASO,data/nasdaq_10y/ASO.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,47,10000,10124.44,124.44,34.04,0.082,3.937,-1.908,2.064,1.023,-30.9,3.47,10.474,-3.768,5498.08,5373.65
ASO,data/nasdaq_10y/ASO.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,47,10000,10385.1,385.1,34.04,0.082,3.937,-1.908,2.064,1.065,-33.98,3.47,10.474,-3.768,6299.88,5914.78
ASPC,data/nasdaq_10y/ASPC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,3,10000,9356.12,-643.88,0.0,-2.194,,-2.194,,0.0,-4.53,1.0,-2.0,-2.581,0.0,643.85
ASPC,data/nasdaq_10y/ASPC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,3,10000,9341.93,-658.07,0.0,-2.194,,-2.194,,0.0,-4.67,1.0,-2.0,-2.581,0.0,658.07
ASPI,data/nasdaq_10y/ASPI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,27,10000,6297.9,-3702.1,11.11,-1.642,5.82,-2.575,2.26,0.261,-35.74,1.41,9.082,-9.565,1305.42,5007.61
ASPI,data/nasdaq_10y/ASPI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,27,10000,5565.69,-4434.31,11.11,-1.642,5.82,-2.575,2.26,0.283,-43.21,1.41,9.082,-9.565,1746.0,6180.31
ASPS,data/nasdaq_10y/ASPS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,77,10000,3523.95,-6476.05,24.68,-1.162,4.129,-2.895,1.426,0.427,-64.85,2.92,12.758,-38.177,4832.74,11308.89
ASPS,data/nasdaq_10y/ASPS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,77,10000,1053.9,-8946.1,24.68,-1.162,4.129,-2.895,1.426,0.467,-89.51,2.92,12.758,-38.177,7844.51,16790.61
ASRV,data/nasdaq_10y/ASRV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,55,10000,6167.59,-3832.41,14.55,-0.845,4.274,-1.716,2.49,0.394,-37.93,2.62,10.204,-3.571,2491.67,6324.04
ASRV,data/nasdaq_10y/ASRV.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,55,10000,5352.53,-4647.47,14.55,-0.845,4.274,-1.716,2.49,0.424,-46.13,2.62,10.204,-3.571,3419.1,8066.57
ASST,data/nasdaq_10y/ASST.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,17,10000,8849.71,-1150.29,17.65,-0.506,11.013,-2.975,3.702,0.679,-25.08,1.71,24.661,-7.24,2437.03,3587.33
ASST,data/nasdaq_10y/ASST.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,17,10000,9139.48,-860.52,17.65,-0.506,11.013,-2.975,3.702,0.793,-30.62,1.71,24.661,-7.24,3303.79,4164.31
ASTC,data/nasdaq_10y/ASTC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,64,10000,2817.44,-7182.56,6.25,-1.805,10.673,-2.637,4.047,0.249,-71.67,1.89,33.462,-27.23,2376.27,9558.81
ASTC,data/nasdaq_10y/ASTC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,64,10000,-1552.71,-11552.71,6.25,-1.805,10.673,-2.637,4.047,0.27,-115.61,1.89,33.462,-27.23,4268.95,15821.66
ASTE,data/nasdaq_10y/ASTE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,87,10000,7243.35,-2756.65,25.29,-0.293,4.716,-1.989,2.372,0.742,-35.83,3.08,19.929,-10.871,7930.59,10687.33
ASTE,data/nasdaq_10y/ASTE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,87,10000,7449.78,-2550.22,25.29,-0.293,4.716,-1.989,2.372,0.803,-40.99,3.08,19.929,-10.871,10375.41,12925.63
ASTH,data/nasdaq_10y/ASTH.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,87,10000,13994.02,3994.02,27.59,0.651,7.974,-2.138,3.73,1.32,-43.96,3.28,65.544,-11.111,16488.3,12494.25
ASTH,data/nasdaq_10y/ASTH.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,87,10000,15667.58,5667.58,27.59,0.651,7.974,-2.138,3.73,1.421,-55.78,3.28,65.544,-11.111,19136.62,13469.04
ASTI,data/nasdaq_10y/ASTI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,20,10000,8144.83,-1855.17,5.0,-0.912,20.667,-2.047,10.094,0.464,-20.3,1.7,20.667,-2.462,1606.88,3462.03
ASTI,data/nasdaq_10y/ASTI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,20,10000,8176.62,-1823.38,5.0,-0.912,20.667,-2.047,10.094,0.531,-23.02,1.7,20.667,-2.462,2066.67,3890.05
ASTS,data/nasdaq_10y/ASTS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,40,10000,11447.11,1447.11,15.0,0.609,15.613,-2.039,7.658,1.232,-31.74,2.1,33.694,-2.76,7688.14,6240.98
ASTS,data/nasdaq_10y/ASTS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,40,10000,12435.76,2435.76,15.0,0.609,15.613,-2.039,7.658,1.351,-38.22,2.1,33.694,-2.76,9367.99,6932.23
ASUR,data/nasdaq_10y/ASUR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,78,10000,8920.02,-1079.98,21.79,0.042,9.337,-2.549,3.663,0.925,-46.38,2.65,24.926,-10.303,13365.74,14445.41
ASUR,data/nasdaq_10y/ASUR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,78,10000,10324.77,324.77,21.79,0.042,9.337,-2.549,3.663,1.021,-46.12,2.65,24.926,-10.303,15873.11,15548.34
ASYS,data/nasdaq_10y/ASYS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,75,10000,9987.67,-12.33,22.67,0.2,7.403,-1.911,3.875,0.999,-31.4,2.73,54.651,-4.387,9275.25,9287.63
ASYS,data/nasdaq_10y/ASYS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,75,10000,11503.68,1503.68,22.67,0.2,7.403,-1.911,3.875,1.136,-35.85,2.73,54.651,-4.387,12585.03,11081.35
ATAI,data/nasdaq_10y/ATAI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,34,10000,5693.92,-4306.08,11.76,-1.61,3.683,-2.316,1.59,0.2,-43.32,1.62,5.943,-10.138,1076.89,5383.04
ATAI,data/nasdaq_10y/ATAI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,34,10000,4524.7,-5475.3,11.76,-1.61,3.683,-2.316,1.59,0.212,-55.02,1.62,5.943,-10.138,1473.14,6948.44
ATCX,data/nasdaq_10y/ATCX.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,3,10000,9235.88,-764.12,0.0,-2.611,,-2.611,,0.0,-5.76,1.0,-2.0,-3.833,0.0,764.1
ATCX,data/nasdaq_10y/ATCX.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,3,10000,9216.73,-783.27,0.0,-2.611,,-2.611,,0.0,-5.95,1.0,-2.0,-3.833,0.0,783.27
ATEC,data/nasdaq_10y/ATEC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,90,10000,12643.48,2643.48,25.56,0.639,9.544,-2.418,3.947,1.104,-46.73,2.69,64.091,-19.936,28127.99,25484.81
ATEC,data/nasdaq_10y/ATEC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,90,10000,15751.26,5751.26,25.56,0.639,9.544,-2.418,3.947,1.355,-28.64,2.69,64.091,-19.936,21951.63,16200.37
ATER,data/nasdaq_10y/ATER.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,39,10000,5183.49,-4816.51,12.82,-1.644,3.442,-2.392,1.439,0.218,-47.45,1.62,7.865,-6.222,1344.14,6160.76
ATER,data/nasdaq_10y/ATER.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,39,10000,3586.73,-6413.27,12.82,-1.644,3.442,-2.392,1.439,0.212,-63.69,1.62,7.865,-6.222,1721.04,8134.31
ATEX,data/nasdaq_10y/ATEX.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,63,10000,7692.41,-2307.59,20.63,-0.337,6.225,-2.044,3.046,0.745,-28.14,2.73,15.359,-4.743,6729.35,9037.11
ATEX,data/nasdaq_10y/ATEX.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,63,10000,7874.06,-2125.94,20.63,-0.337,6.225,-2.044,3.046,0.792,-31.17,2.73,15.359,-4.743,8091.75,10217.69
ATGL,data/nasdaq_10y/ATGL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,8,10000,6967.71,-3032.29,0.0,-4.393,,-4.393,,0.0,-28.9,1.0,-2.0,-7.291,0.0,3032.27
ATGL,data/nasdaq_10y/ATGL.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,8,10000,6485.73,-3514.27,0.0,-4.393,,-4.393,,0.0,-33.82,1.0,-2.0,-7.291,0.0,3514.27
ATHR,data/nasdaq_10y/ATHR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,6,10000,12950.95,2950.95,33.33,5.114,21.403,-3.03,7.064,3.167,-4.06,2.5,30.806,-4.061,4312.44,1361.47
ATHR,data/nasdaq_10y/ATHR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,6,10000,13068.73,3068.73,33.33,5.114,21.403,-3.03,7.064,3.532,-3.26,2.5,30.806,-4.061,4280.65,1211.92
ATII,data/nasdaq_10y/ATII.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
ATII,data/nasdaq_10y/ATII.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
ATLC,data/nasdaq_10y/ATLC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,76,10000,13925.13,3925.13,28.95,0.685,8.755,-2.603,3.363,1.348,-44.19,3.2,43.461,-11.689,15214.41,11289.36
ATLC,data/nasdaq_10y/ATLC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,76,10000,15202.92,5202.92,28.95,0.685,8.755,-2.603,3.363,1.37,-57.33,3.2,43.461,-11.689,19260.79,14057.87
ATLO,data/nasdaq_10y/ATLO.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,47,10000,7455.2,-2544.8,23.4,-0.577,3.995,-1.974,2.024,0.573,-37.84,3.3,9.455,-5.979,3419.41,5964.03
ATLO,data/nasdaq_10y/ATLO.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,47,10000,7289.43,-2710.57,23.4,-0.577,3.995,-1.974,2.024,0.619,-45.22,3.3,9.455,-5.979,4394.76,7105.33
ATLX,data/nasdaq_10y/ATLX.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,27,10000,6732.9,-3267.1,11.11,-1.439,3.54,-2.061,1.718,0.188,-31.41,1.63,4.587,-2.693,758.67,4025.68
ATLX,data/nasdaq_10y/ATLX.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,27,10000,6116.12,-3883.88,11.11,-1.439,3.54,-2.061,1.718,0.215,-37.8,1.63,4.587,-2.693,1062.1,4945.98
ATNI,data/nasdaq_10y/ATNI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,79,10000,11906.41,1906.41,35.44,0.297,4.167,-1.828,2.279,1.207,-16.67,3.81,15.597,-4.079,11124.17,9217.4
ATNI,data/nasdaq_10y/ATNI.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,79,10000,12344.09,2344.09,35.44,0.297,4.167,-1.828,2.279,1.251,-16.78,3.81,15.597,-4.079,11666.86,9322.77
ATOM,data/nasdaq_10y/ATOM.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,69,10000,9280.0,-720.0,21.74,0.062,8.873,-2.386,3.719,0.929,-37.58,2.41,22.143,-14.764,9493.14,10213.34
ATOM,data/nasdaq_10y/ATOM.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,69,10000,10426.09,426.09,21.74,0.062,8.873,-2.386,3.719,1.033,-40.76,2.41,22.143,-14.764,13309.5,12883.41
ATOS,data/nasdaq_10y/ATOS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,59,10000,5334.37,-4665.63,15.25,-0.825,10.888,-2.933,3.712,0.523,-51.19,1.97,29.577,-27.419,5116.13,9781.7
ATOS,data/nasdaq_10y/ATOS.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,59,10000,5134.76,-4865.24,15.25,-0.825,10.888,-2.933,3.712,0.668,-64.73,1.97,29.577,-27.419,9799.1,14664.34
ATPC,data/nasdaq_10y/ATPC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,12,10000,7646.76,-2353.24,8.33,-2.16,6.456,-2.943,2.193,0.197,-21.97,1.5,6.456,-8.333,578.39,2931.68
ATPC,data/nasdaq_10y/ATPC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,12,10000,7407.95,-2592.05,8.33,-2.16,6.456,-2.943,2.193,0.199,-24.41,1.5,6.456,-8.333,645.6,3237.65
ATRA,data/nasdaq_10y/ATRA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,73,10000,13821.97,3821.97,23.29,0.87,10.605,-2.085,5.087,1.236,-36.13,2.67,85.788,-6.122,20016.21,16194.1
ATRA,data/nasdaq_10y/ATRA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,73,10000,16353.64,6353.64,23.29,0.87,10.605,-2.085,5.087,1.544,-23.21,2.67,85.788,-6.122,18028.53,11674.89
ATRC,data/nasdaq_10y/ATRC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,91,10000,4092.7,-5907.3,18.68,-0.927,4.169,-2.098,1.987,0.451,-59.04,2.58,18.058,-10.195,4850.13,10757.3
ATRC,data/nasdaq_10y/ATRC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,91,10000,1563.74,-8436.26,18.68,-0.927,4.169,-2.098,1.987,0.457,-86.04,2.58,18.058,-10.195,7087.94,15524.2
ATRO,data/nasdaq_10y/ATRO.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,75,10000,13000.78,3000.78,26.67,0.527,7.13,-1.875,3.803,1.356,-41.35,3.64,36.534,-4.326,11418.99,8418.05
ATRO,data/nasdaq_10y/ATRO.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,75,10000,13948.95,3948.95,26.67,0.527,7.13,-1.875,3.803,1.383,-52.73,3.64,36.534,-4.326,14259.77,10310.82
ATXG,data/nasdaq_10y/ATXG.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,23,10000,227.98,-9772.02,13.04,-7.248,1.589,-8.574,0.185,0.001,-96.69,4.22,2.857,-95.0,13.31,9785.33
ATXG,data/nasdaq_10y/ATXG.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,23,10000,-6671.39,-16671.39,13.04,-7.248,1.589,-8.574,0.185,0.028,-196.74,4.22,2.857,-95.0,476.76,17148.15
ATYR,data/nasdaq_10y/ATYR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,68,10000,14582.47,4582.47,19.12,1.006,14.758,-2.245,6.575,1.268,-37.24,2.09,59.64,-6.84,21675.67,17093.45
ATYR,data/nasdaq_10y/ATYR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,68,10000,16839.58,6839.58,19.12,1.006,14.758,-2.245,6.575,1.554,-24.99,2.09,59.64,-6.84,19185.49,12345.91
AUBN,data/nasdaq_10y/AUBN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,55,10000,4390.25,-5609.75,14.55,-1.449,3.595,-2.307,1.558,0.246,-55.67,2.58,12.284,-6.635,1828.4,7438.12
AUBN,data/nasdaq_10y/AUBN.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,55,10000,2031.47,-7968.53,14.55,-1.449,3.595,-2.307,1.558,0.265,-79.49,2.58,12.284,-6.635,2875.83,10844.36
AUC,data/nasdaq_10y/AUC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,39,10000,3005.58,-6994.42,2.56,-2.94,16.753,-3.458,4.844,0.062,-71.62,1.51,16.753,-13.889,463.4,7457.79
AUC,data/nasdaq_10y/AUC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,39,10000,-1466.82,-11466.82,2.56,-2.94,16.753,-3.458,4.844,0.127,-125.03,1.51,16.753,-13.889,1675.32,13142.14
AUDC,data/nasdaq_10y/AUDC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,100,10000,4784.71,-5215.29,23.0,-0.681,4.084,-2.104,1.941,0.6,-60.69,2.85,16.331,-6.449,7818.34,13033.66
AUDC,data/nasdaq_10y/AUDC.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,100,10000,3190.07,-6809.93,23.0,-0.681,4.084,-2.104,1.941,0.58,-76.62,2.85,16.331,-6.449,9394.17,16204.1
AUID,data/nasdaq_10y/AUID.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,27,10000,8450.23,-1549.77,14.81,-0.414,11.799,-2.538,4.649,0.725,-24.51,1.67,32.296,-6.612,4082.21,5632.0
AUID,data/nasdaq_10y/AUID.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,27,10000,8882.56,-1117.44,14.81,-0.414,11.799,-2.538,4.649,0.809,-25.4,1.67,32.296,-6.612,4719.55,5836.99
AUPH,data/nasdaq_10y/AUPH.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,69,10000,4445.35,-5554.65,17.39,-0.419,11.833,-2.999,3.946,0.584,-53.15,2.43,95.795,-50.546,7797.7,13352.37
AUPH,data/nasdaq_10y/AUPH.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,69,10000,7106.19,-2893.81,17.39,-0.419,11.833,-2.999,3.946,0.831,-50.39,2.43,95.795,-50.546,14199.61,17093.42
AUR,data/nasdaq_10y/AUR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,28,10000,15655.78,5655.78,25.0,2.118,15.611,-2.38,6.559,2.115,-18.76,2.89,51.473,-5.556,10727.14,5071.04
AUR,data/nasdaq_10y/AUR.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,28,10000,15930.02,5930.02,25.0,2.118,15.611,-2.38,6.559,2.186,-20.56,2.89,51.473,-5.556,10928.1,4998.08
AURA,data/nasdaq_10y/AURA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,26,10000,11433.13,1433.13,23.08,0.776,11.403,-2.412,4.728,1.256,-11.88,2.58,30.203,-7.115,7030.69,5597.77
AURA,data/nasdaq_10y/AURA.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,26,10000,12017.7,2017.7,23.08,0.776,11.403,-2.412,4.728,1.418,-9.43,2.58,30.203,-7.115,6841.7,4824.0
AURE,data/nasdaq_10y/AURE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,11,10000,7384.75,-2615.25,0.0,-2.711,,-2.711,,0.0,-24.65,1.27,-2.0,-5.851,0.0,2615.27
AURE,data/nasdaq_10y/AURE.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,11,10000,7017.77,-2982.23,0.0,-2.711,,-2.711,,0.0,-28.39,1.27,-2.0,-5.851,0.0,2982.23
AUUD,data/nasdaq_10y/AUUD.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,28,10000,6128.99,-3871.01,10.71,-1.714,3.153,-2.298,1.372,0.142,-39.57,1.46,5.607,-5.66,638.09,4509.06
AUUD,data/nasdaq_10y/AUUD.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,28,10000,5201.25,-4798.75,10.71,-1.714,3.153,-2.298,1.372,0.165,-50.61,1.46,5.607,-5.66,946.08,5744.83
AVAH,data/nasdaq_10y/AVAH.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,33,10000,19786.92,9786.92,18.18,3.29,27.824,-2.162,12.871,2.191,-19.17,2.52,82.005,-5.159,18005.08,8217.88
AVAH,data/nasdaq_10y/AVAH.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,33,10000,20857.73,10857.73,18.18,3.29,27.824,-2.162,12.871,2.86,-21.16,2.52,82.005,-5.159,16694.29,5836.56
AVAT,data/nasdaq_10y/AVAT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,复利,0,10000,10000.0,0.0,,,,,,,,,,,,
AVAT,data/nasdaq_10y/AVAT.csv,0.02,0.03,0.02,5,2,"3,4",True,0.0,固定仓位,0,10000,10000.0,0.0,,,,,,,,,,,,
