symbol,mode,signal,entry,exit,days_held,entry_px,exit_px,ret_pct,pnl_eur,reason
NVDA,复利,2012-05-25,2012-05-30,2012-05-31,1,0.2878,0.282,-2.1,-152.5,t3 日内止损
NVDA,复利,2012-06-15,2012-06-19,2012-06-21,2,0.3031,0.297,-2.1,-149.3,t4 日内止损
NVDA,复利,2012-08-03,2012-08-07,2012-08-14,5,0.3239,0.334,3.01,209.47,收盘价低于 SMA5
NVDA,复利,2013-06-13,2013-06-17,2013-06-20,3,0.3376,0.3364,-0.445,-31.91,收盘价低于入场价
NVDA,复利,2013-09-10,2013-09-12,2013-09-20,6,0.3677,0.3698,0.473,33.78,收盘价低于 SMA5
NVDA,复利,2013-11-25,2013-11-27,2013-12-05,5,0.3696,0.3696,-0.1,-7.17,收盘价低于 SMA5
NVDA,复利,2013-12-20,2013-12-24,2014-01-03,6,0.3725,0.3689,-1.048,-75.09,收盘价低于入场价
NVDA,复利,2014-02-11,2014-02-13,2014-02-27,9,0.4087,0.4375,6.948,492.56,收盘价低于 SMA5
NVDA,复利,2014-03-18,2014-03-20,2014-03-24,2,0.4392,0.4304,-2.1,-159.22,t4 日内止损
NVDA,复利,2014-10-14,2014-10-16,2014-11-07,16,0.4164,0.4723,13.31,987.92,收盘价低于 SMA5
NVDA,复利,2014-11-18,2014-11-20,2014-12-01,6,0.4875,0.4932,1.08,90.83,收盘价低于 SMA5
NVDA,复利,2015-02-02,2015-02-04,2015-02-19,10,0.4831,0.5316,9.92,843.32,收盘价低于 SMA5
NVDA,复利,2015-04-09,2015-04-13,2015-04-16,3,0.5425,0.5411,-0.366,-34.21,收盘价低于入场价
NVDA,复利,2015-07-28,2015-07-30,2015-08-13,10,0.4839,0.5685,17.383,1618.39,收盘价低于 SMA5
NVDA,复利,2015-10-30,2015-11-03,2015-11-04,1,0.6917,0.6779,-2.1,-229.5,t3 日内止损
NVDA,复利,2015-11-16,2015-11-18,2015-11-23,3,0.756,0.7533,-0.454,-48.63,收盘价低于入场价
NVDA,复利,2015-12-21,2015-12-23,2015-12-28,2,0.8054,0.7893,-2.1,-223.66,t4 日内止损
NVDA,复利,2016-01-22,2016-01-26,2016-01-27,1,0.6992,0.6852,-2.1,-218.97,t3 日内止损
NVDA,复利,2016-02-17,2016-02-19,2016-02-26,5,0.7416,0.7718,3.974,405.63,收盘价低于 SMA5
NVDA,复利,2016-05-24,2016-05-26,2016-06-03,5,1.1191,1.1395,1.718,182.36,收盘价低于 SMA5
NVDA,复利,2016-07-11,2016-07-13,2016-07-21,6,1.2939,1.3047,0.734,79.21,收盘价低于 SMA5
NVDA,复利,2016-08-11,2016-08-15,2016-08-17,2,1.544,1.5131,-2.1,-228.38,t4 日内止损
NVDA,复利,2016-12-15,2016-12-19,2016-12-28,6,2.4998,2.6872,7.398,787.63,收盘价低于 SMA5
