策略分组,标的,近252日年化波动率_%,近252日日均成交额,近20日收益_%,近60日收益_%,收盘相对SMA50_%,历史交易日数,交易数,胜率 (%),盈利因子,最大回撤 (%),累计收益率 (%)
高流动性－中波动,VCYT,61.02160645502822,33773567.4911499,10.25545383266817,75.4078987660116,18.081227705224823,2514,10,40.0,2.239,-9.05,29.0184
高流动性－中波动,VECO,65.3715025979517,29597498.161029816,-34.37539302396531,3.7720896687893024,-17.27571621198114,2514,17,35.29,1.539,-20.16,25.448700000000013
高流动性－中波动,VERA,58.83183041076768,42368112.85018921,9.7178678614529,-4.395332599064905,3.7408685139013187,1299,6,16.67,0.109,-8.02,-12.616000000000005
高流动性－中波动,VERX,60.005489272165235,26729679.864120483,15.107916568933621,2.8938956792189163,0.8986300341382147,1499,3,33.33,0.141,-4.51,-6.823999999999996
高流动性－中波动,VIAV,67.39798100505605,97859394.21644211,-19.101120778641445,-13.87948845694682,-20.900441756066137,2514,8,25.0,0.139,-11.51,-10.67459999999999
高流动性－中波动,VICR,90.63476624427138,75315799.35684204,-28.291638163209598,-10.332077314268872,-20.223196920130317,2514,8,50.0,2.502,-9.37,29.397399999999998
高流动性－中波动,VIR,69.07307759151328,11669339.983606339,2.947603299796464,-11.621366094205865,0.8944655758150954,1699,5,0.0,0.0,-13.69,-18.00360000000001
高流动性－中波动,VITL,63.146171849161924,40328749.96738434,30.163308255026998,8.400001525878897,26.17092418689122,1497,9,33.33,0.956,-17.1,-1.3313999999999937
高流动性－中波动,VKTX,74.30301415357685,97210958.45346451,22.053992282332313,8.262779068772819,11.636314409317116,2514,5,20.0,0.163,-18.8,-16.235100000000003
高流动性－中波动,VRDN,71.96713821354206,30244536.282634735,8.418530345941221,25.819963591336492,3.275255582471437,2514,8,0.0,0.0,-56.56,-58.19859999999999
高流动性－中波动,VRNS,69.35417553256723,65490194.91844177,42.420609329871525,89.17629328753674,33.11530353295191,2514,12,41.67,2.436,-10.2,32.67770000000001
高流动性－中波动,VRRM,81.52400478855229,25060556.28929138,-7.207210980571565,-72.85902633246769,-40.82245439933111,2341,8,50.0,1.26,-5.14,2.812099999999984
高流动性－中波动,VSAT,89.25095373559914,84594869.9596405,11.461104659760268,13.316425621508987,-0.1332817657721863,2514,5,0.0,0.0,-20.94,-22.87680000000001
高流动性－中波动,VSEC,56.63789994249891,57940372.22290039,-8.945351930095512,9.165979736061768,1.7937446445932093,2514,8,12.5,0.422,-5.09,-5.684100000000003
高流动性－中波动,VSTM,78.89276505855786,12935667.960596085,46.359232458815505,-0.6589779361090065,35.53607991885927,2514,19,5.26,0.11,-71.64,-73.05930000000001
高流动性－中波动,WDC,74.35308312494884,1908211869.204712,-36.04920551155908,22.64713280259989,-13.872202245612097,2514,12,50.0,5.159,-6.33,61.18780000000002
高流动性－中波动,WEN,55.026515100891736,58551305.84983826,14.117647223819073,9.295779339639632,4.506157504161545,2514,10,0.0,0.0,-27.12,-28.8659
高流动性－中波动,WGS,83.98539777641658,60044454.860687256,7.574989574388757,-9.093515856094958,14.584423126092606,1430,1,0.0,0.0,0.0,-1.3448999999999933
高流动性－中波动,WING,65.07516087376305,201972254.40673828,-12.022497895290641,-25.08947272049753,-4.5089375266169185,2514,10,30.0,0.149,-31.5,-30.465200000000003
高流动性－中波动,WIX,67.95937650807585,156359006.41403198,21.0873116745802,-33.077520029890394,-2.624684105489483,2514,11,18.18,0.209,-39.76,-39.8138
高流动性－中波动,WLDN,65.31846271011607,26993584.20944214,-18.3146101705144,-5.902155140958643,-15.944432570965661,2514,10,30.0,2.784,-15.17,35.023500000000006
高流动性－中波动,WSC,52.068438656174266,47298344.29092407,-5.599860480490482,25.287625195540553,2.664953642710066,2514,8,12.5,0.697,-12.55,-4.349899999999995
高流动性－中波动,XERS,55.07025186818652,12372511.69910431,26.618711255264582,45.695368316444295,25.046184918401828,2028,8,37.5,3.15,-7.46,23.280199999999994
高流动性－中波动,XNCR,65.44856674212515,9291640.002012253,38.212016130072726,35.95329801349272,32.39762684495353,2514,12,25.0,0.454,-22.52,-19.043
高流动性－中波动,XRX,91.02160563572986,10611862.147176266,-8.278145747646725,53.03867781745566,-6.564124127547921,2514,4,25.0,1.099,-7.9,1.2890000000000068
高流动性－中波动,ZD,67.79407349653579,22336645.400714874,17.271346890661142,13.189350171221449,15.235016587761208,2514,5,20.0,1.204,-2.8,0.6613999999999898
高流动性－中波动,ZS,60.3002961346168,404644092.7986145,20.09611876165607,5.103041211564507,4.392653510274025,2095,10,20.0,0.927,-22.25,-2.944599999999986
高流动性－中波动,ZVRA,60.86967171398735,10762237.345790863,-1.007745462099563,21.73499272061923,4.30280058188155,2514,9,11.11,0.126,-33.22,-33.2237
高流动性－中波动,ZYME,53.30092674529706,13552091.883087158,4.537602299500865,-15.212057652067934,-1.6390753582447237,2317,14,21.43,0.534,-21.97,-18.254399999999993
高流动性－高波动,AAOI,141.01009427387663,225624145.088768,-36.72536311391287,-31.461648429203535,-35.91195547392778,2514,4,25.0,0.483,-7.97,-6.759500000000007
高流动性－高波动,ABAT,129.24871072843916,17282725.641918182,-24.35897494679139,-34.26183979054761,-23.654247436256746,2514,3,33.33,0.444,-5.17,-4.629599999999989
高流动性－高波动,ABSI,106.29068500227545,13584892.867565155,11.943323172819165,125.40760667984058,8.40586597021462,1252,2,0.0,0.0,-5.26,-9.999999999999998
高流动性－高波动,ABTC,111.24348538751505,14956812.037788391,-57.33333288454542,-72.93532361205517,-56.6606381689971,2109,3,0.0,0.0,-17.38,-21.5152
高流动性－高波动,AEHR,123.4128847468798,46295999.01151657,-29.70511629962861,-16.752257042261796,-13.96659799178206,2514,4,50.0,11.158,-5.26,101.58299999999998
高流动性－高波动,AEVA,114.59376933916919,32972271.891975403,-31.48831692236662,2.389702187139897,-25.312097487819774,1605,1,0.0,0.0,0.0,-7.562999999999997
高流动性－高波动,ALAB,100.1880823032552,938523022.2236633,-27.20167123377881,56.45676540087228,-10.409781548626595,583,0,,,,0.0
高流动性－高波动,ALMS,121.60343575236574,18766552.837467194,22.42631368739787,10.699113646449888,19.159975863190027,514,0,,,,0.0
高流动性－高波动,APLD,107.14998302766628,667983310.1470947,-44.644771772779634,-20.474866873771514,-36.1477171942399,1068,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,ARQQ,113.29558233548558,9154639.609146118,-28.547987383334295,10.53299380269035,-4.276772581603716,1329,0,,,,0.0
高流动性－高波动,ASPI,108.05573955700831,34104459.046554565,-46.03063937820965,-30.92691786492895,-36.437897960679464,922,0,,,,0.0
高流动性－高波动,ASST,148.03728463308863,51184755.16922951,-20.13468449821384,-28.811526018594012,-19.815022464714495,865,0,,,,0.0
高流动性－高波动,ASTS,109.38117714542184,1084819993.0145264,-28.341189421229195,-31.726911484968845,-32.43575062061503,1684,2,0.0,0.0,-5.52,-14.355799999999997
高流动性－高波动,AXTI,143.43771062689729,116235801.85689926,-45.772731730117,-47.250978464994645,-49.49706225217307,2514,4,25.0,0.172,-7.88,-6.960900000000003
高流动性－高波动,BETR,127.74404739769167,12867271.851158142,-17.62223065460097,-48.964915258689516,-13.611850866351105,1309,2,100.0,,0.0,332.6588
高流动性－高波动,BTDR,101.99841963947432,84445164.77708817,-40.10039270318422,-14.626392398624354,-30.4530276508603,1248,0,,,,0.0
高流动性－高波动,BYND,237.54397953553573,26722161.94165945,-16.877637201546104,-46.272726573234756,-19.488867476998383,1812,2,0.0,0.0,-5.26,-9.999999999999998
高流动性－高波动,CAPR,381.45223719932426,21895882.327461243,-31.50105317503997,-44.45714133126395,-27.310253119251882,2514,1,0.0,0.0,0.0,-6.8358000000000025
高流动性－高波动,CAR,99.63370031424373,104838504.08439636,-14.785324223569486,-63.830696391138645,-3.0645960996434907,2514,6,50.0,25.75,-5.35,296.684
高流动性－高波动,CELC,183.77296133831084,78570643.5722351,0.7064666158793864,-27.805915230084032,-19.29799164872431,2217,2,0.0,0.0,-0.36,-5.339599999999988
高流动性－高波动,CIFR,109.73331522551359,500638923.1599808,-39.82179821009909,-9.670787121747216,-23.170824755227038,1441,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,COGT,127.83225655544284,59816180.26046753,13.144182962329932,7.392147530981963,10.73425852534784,2086,8,0.0,0.0,-39.72,-40.1529
高流动性－高波动,CRML,157.53265170684793,65286422.98488617,-36.94580949852138,-46.03709712787221,-37.10691738433276,1114,0,,,,0.0
高流动性－高波动,CRNX,113.96222173527231,44713971.29402161,133.7886900125012,114.47571325573205,86.8838152135916,2010,2,0.0,0.0,-0.29,-5.271800000000004
高流动性－高波动,CRVS,179.85598621572112,11826170.238924026,25.104952220195464,-16.52661456524047,11.058932840409796,2514,2,0.0,0.0,-5.26,-9.999999999999998
高流动性－高波动,CRWV,94.12947820088841,2504380805.531311,-37.93132600368101,-40.256244052960476,-28.14877892315202,327,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,CTMX,93.85466155105728,11222698.155200481,22.711858543915532,-21.475058986616602,3.110398810216042,2514,2,0.0,0.0,-5.39,-12.2344
高流动性－高波动,DVLT,207.9263020388935,24402079.27391827,-9.75609561079388,-51.948050138499525,-13.632118108201263,2003,5,0.0,0.0,-33.7,-37.0505
高流动性－高波动,ECHO,93.7095473295926,448961910.6430054,-15.727762624282548,-24.812030450237778,-19.854483904466115,2514,1,0.0,0.0,0.0,-3.2679000000000125
高流动性－高波动,EOSE,113.89134375943866,171926856.38451576,-46.013071072484045,-43.73296963781685,-38.32506850959505,1432,0,,,,0.0
高流动性－高波动,ERAS,105.6741583247876,31353349.011087418,40.23408902197387,-11.45496344542054,33.95196765146533,1256,4,25.0,1.204,-5.22,2.7511000000000063
高流动性－高波动,FCEL,131.29855375774272,18290463.492631912,-23.044928055510503,56.779658482767225,-12.992766261016408,2514,4,50.0,3.295,-4.16,19.12180000000001
高流动性－高波动,FLNC,129.16727303974992,98292497.7842331,-43.26612851746246,4.2222199616609,-31.524850983189545,1183,2,0.0,0.0,-9.62,-14.138700000000004
高流动性－高波动,FSLY,117.89298720374555,51582173.51078987,15.754188574981454,-17.74514142887592,10.89583423732532,1801,7,28.57,0.273,-15.92,-15.486599999999996
高流动性－高波动,GLUE,93.94384619138033,14027372.356414795,34.13435380828573,17.063870361383483,21.91065929339171,1271,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,GRAL,98.87532922894574,48247737.31498718,13.931598422149328,38.060845728561496,11.067271285662116,525,0,,,,0.0
高流动性－高波动,HUT,103.80449288931275,272626950.1050949,-26.510772135911598,13.26479981154245,-17.514450190037923,2101,2,0.0,0.0,-5.02,-5.315499999999995
高流动性－高波动,HYMC,119.6995414845323,45418456.001758575,-26.758942447423795,-53.01516809130962,-33.377401152148266,2099,4,25.0,1.019,-16.55,0.3867000000000065
高流动性－高波动,ICHR,98.63371597189992,27372881.585025787,-15.961867727761913,26.48047465269776,0.690022566960069,2412,6,33.33,1.001,-6.69,0.015399999999998748
高流动性－高波动,IMSR,108.43563433997299,15075360.497522354,-45.652175374762614,-44.14251027589869,-35.664705254952565,442,3,0.0,0.0,-7.22,-8.398899999999998
高流动性－高波动,INBX,129.0831884630301,15839697.534179688,-6.082754945167556,-24.06811871547747,-13.089659068400717,535,3,66.67,19.968,-3.69,94.83900000000001
高流动性－高波动,INOD,121.78047903232923,76101763.82904053,-36.32460589184186,28.48087686612275,-30.182413011269304,2514,5,40.0,41.061,-2.06,139.96650000000002
高流动性－高波动,IOVA,102.19574210143922,34559120.46419382,27.87723504455468,41.64306063808512,23.93416600687095,2514,2,0.0,0.0,-2.29,-8.156200000000013
高流动性－高波动,IREN,105.15583504795958,1611516464.4088745,-43.92928711603157,-30.522836627526928,-36.221878586043566,1169,2,0.0,0.0,-5.49,-10.2117
高流动性－高波动,KEEL,110.84689043432883,113141588.80150318,-37.2019066512037,29.93421372531857,-22.72478189093744,1738,2,50.0,1.35,-4.68,1.7484999999999973
高流动性－高波动,KOD,135.0717170204571,17310065.46459198,17.985611814541947,-5.642839819767998,14.818722749252267,1955,3,0.0,0.0,-9.21,-13.858700000000013
高流动性－高波动,KOPN,99.71329836061263,9543137.973737717,-22.71805120805682,18.691585591971794,-20.216108743060424,2514,2,0.0,0.0,-5.26,-9.999999999999998
高流动性－高波动,LAES,107.62194033134851,38029298.306536674,-18.589741826292496,-16.993463746740247,-18.090939234074234,790,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,LPTH,117.74212290441308,20666843.79787445,-30.957093719308514,-28.60068047430878,-25.16276717151502,2514,5,20.0,0.215,-12.38,-13.5185
高流动性－高波动,LTBR,97.18442969812344,13472992.447757721,-25.94099423895335,-46.705707971237295,-28.34363337924358,2514,3,66.67,6.055,-3.84,25.2745
高流动性－高波动,LUNR,112.2956424530376,153241316.51248932,-40.83150883127444,-54.84301864863268,-49.500229939581864,1169,0,,,,0.0
高流动性－高波动,LWLG,129.1916413081402,9760556.104373932,-36.29856657285618,-58.905012653169784,-40.537548195383074,2514,3,33.33,1.284,-5.26,2.8378000000000014
高流动性－高波动,MBX,134.87596898538493,16014837.992668152,46.22356484755039,87.3734208994506,48.1586096585735,461,0,,,,0.0
高流动性－高波动,MLTX,117.0265005638156,21405586.798667908,2.446648844887367,14.285720615061258,4.7990306832031315,1441,1,100.0,,0.0,10.301300000000001
高流动性－高波动,MLYS,106.02244939198859,34888358.08496475,9.987824099238507,-6.360180204556376,-0.7543253264618466,860,0,,,,0.0
高流动性－高波动,MVST,95.24497506387644,10424183.026129007,-30.077516535899907,-56.425118883915374,-30.711322367406545,1837,1,100.0,,0.0,9.8109
高流动性－高波动,MXL,116.23302129643073,23830217.110729218,-19.062646903016866,111.9799280959381,-20.93661482499708,2514,2,0.0,0.0,-16.6,-20.654700000000005
高流动性－高波动,NB,100.48664572928804,23232042.35277176,-19.774006124528853,-33.850928710698234,-18.537495525423008,834,2,0.0,0.0,-5.15,-7.863999999999994
高流动性－高波动,NBIS,106.9161634489145,1737810423.8815308,-38.01318315932988,13.814530170703176,-20.958616722506374,435,0,,,,0.0
高流动性－高波动,NFE,123.59607716366965,10865738.50030005,-17.55196427245268,-45.07692208939047,-29.407578672827317,1875,1,0.0,0.0,0.0,-1.1481999999999992
高流动性－高波动,NNE,98.51341498616742,64688760.212516785,-43.176174381839175,-41.4749870615048,-32.714059242834345,549,3,0.0,0.0,-14.72,-18.9859
高流动性－高波动,NTLA,99.26367652721852,58201792.609500885,-27.409062255153096,-31.351839411601933,-19.918052518870443,2514,3,0.0,0.0,-8.6,-14.46860000000001
高流动性－高波动,NUAI,203.5554685225209,24219554.12130356,-34.80000305175781,-5.01165861304631,-18.84733734398135,1135,0,,,,0.0
高流动性－高波动,NVTS,127.66110614847102,212214532.50198364,-52.289759284984086,-37.95343549438592,-44.34434615931182,1189,3,0.0,0.0,-10.53,-15.000000000000002
高流动性－高波动,OLMA,160.31832033576035,16411720.182180405,20.609884237378463,-29.371918542588315,-4.696222376957637,1419,2,50.0,11.274,-1.14,13.474500000000011
高流动性－高波动,OMER,188.80429135772607,11507037.658882141,-5.739301244294537,-27.524310670716943,-11.263739951388285,2514,0,,,,0.0
高流动性－高波动,ONDS,125.91170086857902,559800233.1904411,-29.61165293252266,-41.00361801257901,-29.20305925183809,1409,1,100.0,,0.0,8.609299999999998
高流动性－高波动,OPEN,150.77617262085212,357527812.7877712,0.6711456647979785,-17.12706920329993,-3.665011698475662,1527,4,75.0,89.607,-2.21,267.346
高流动性－高波动,ORBS,3020.4476213355297,10106241.445577145,-43.980578838660755,-41.06230457255919,-31.08307967424454,1044,0,,,,0.0
高流动性－高波动,OUST,105.2746398563608,61160818.257808685,-20.463815421403233,33.42939701056085,-8.940049249822168,1448,1,100.0,,0.0,6.290300000000015
高流动性－高波动,PDYN,98.69260534871032,10853623.753356934,-30.285712650844033,-28.550509971412108,-24.06678245231728,1206,2,0.0,0.0,-5.05,-5.990099999999998
高流动性－高波动,PGEN,104.61651420619367,16155016.70665741,2.6970878210353044,24.99999397932886,5.742113141735139,2514,3,0.0,0.0,-18.34,-22.418300000000002
高流动性－高波动,PLUG,98.55695552375823,191582361.12277508,-23.85964389799834,-31.974920458630642,-29.043225587734888,2514,3,100.0,,0.0,88.60029999999999
高流动性－高波动,PRAX,199.427255422004,115238873.71673584,11.370481520709607,-6.783481367123045,0.6112658224735501,1443,1,100.0,,0.0,14.727
高流动性－高波动,PSIX,99.59043730196798,37464584.11922455,-24.956589011571374,-64.17150314975707,-25.88291244875571,2514,0,,,,0.0
高流动性－高波动,PSNL,93.16826311560204,10120218.61975193,46.01518405145282,143.89858134520827,44.504332495107256,1778,0,,,,0.0
高流动性－高波动,QUBT,100.16215509709335,196762774.75419044,-27.509293449657967,-20.89249024007156,-22.62058114111587,2514,2,100.0,,0.0,80.37970000000001
高流动性－高波动,QURE,284.6935768612027,38473193.053627014,-13.048176271479207,126.37794401341966,18.2842467386803,2514,5,0.0,0.0,-29.46,-32.9851
高流动性－高波动,RCAT,115.11169090723345,112224847.62048721,-33.21678193427333,-43.61623794138668,-27.693968290604033,2514,4,25.0,0.526,-19.0,-9.999999999999998
高流动性－高波动,REPL,227.76649744761204,16022769.08891201,0.3925413493640395,350.66077657238105,22.299658831725978,2008,3,0.0,0.0,-6.83,-11.492500000000005
高流动性－高波动,RGTI,105.19284524802677,688909304.5988083,-33.94195106043579,-23.231772029696106,-29.151730906424213,1315,3,0.0,0.0,-7.06,-9.093399999999995
高流动性－高波动,RKLB,94.78606191327958,1443951199.6822357,-36.9451658955813,-24.900042137914944,-36.49523308901519,1416,2,50.0,8.938,0.0,39.691900000000004
高流动性－高波动,RR,118.86851114680618,44882305.267095566,-25.233647410802206,-42.238265889565554,-31.19759087637354,666,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,RZLV,111.70505680159992,42421713.0628705,-15.073532408754275,-17.500000638621206,-11.273287639018136,1174,2,0.0,0.0,-5.26,-9.999999999999998
高流动性－高波动,SATL,124.15805488143386,14907054.60447073,-36.650086230026716,-47.23756831482845,-44.51303779309272,1333,3,33.33,0.464,-5.02,-5.357099999999992
高流动性－高波动,SEDG,96.36316565244987,123298378.7976265,-7.889746901897354,25.516439286225335,-6.451960905808852,2514,5,0.0,0.0,-13.54,-16.095499999999994
高流动性－高波动,SIDU,194.66538704930088,12006504.514950514,-42.105263352141584,-53.8840916416381,-45.82222698617303,1151,4,0.0,0.0,-12.59,-17.97200000000001
高流动性－高波动,SKYT,96.34851196233,28198444.388389587,-14.246647875170847,-8.544765899522066,-11.278092025247766,1316,3,33.33,8.629,-0.87,48.084799999999994
高流动性－高波动,SLDP,111.36517175398568,27972934.308946133,-19.512193906253483,-41.66666867355704,-18.22719570425845,1297,2,0.0,0.0,-5.26,-9.999999999999998
高流动性－高波动,SLNH,193.98922024035753,9418359.661793709,-34.30232695143178,-23.129253521174732,-27.021441867859476,2514,2,50.0,6.769,0.0,28.8462
高流动性－高波动,SLS,101.87306653565913,18143642.218470573,63.850922582142445,175.94140170366526,39.532419102104434,2514,5,20.0,1.19,-5.58,3.0522999999999856
高流动性－高波动,SNDK,109.14850290687622,6954079182.122803,-37.98741520590171,38.378250396185855,-21.427810543234404,357,1,0.0,0.0,0.0,-8.402500000000002
高流动性－高波动,TLRY,126.19061612391667,30876419.80688095,-9.090905425045893,-45.362131470610656,-13.470435674136084,2009,4,0.0,0.0,-16.05,-21.548900000000003
高流动性－高波动,TMC,94.011104217204,37930151.10991001,-27.09551800966501,-34.84320281064779,-25.920056736273757,1217,2,0.0,0.0,-5.36,-11.13559999999999
高流动性－高波动,TSSI,107.59591532765747,19897263.80572319,-28.023599359462835,-41.45170855301119,-21.268733119700734,2514,2,0.0,0.0,-1.53,-6.449300000000003
高流动性－高波动,USAR,116.5179849056858,211142388.10386658,-36.485389585256954,-38.410075905119875,-31.33495513730513,754,0,,,,0.0
高流动性－高波动,VELO,190.52905199629075,16388577.191925049,-64.53449452068445,-29.211229107058035,-43.259446372310904,1376,0,,,,0.0
高流动性－高波动,VISN,108.7450622062119,73662297.25418091,-4.186411843279214,-36.78999595172967,-0.7852107837404421,2514,2,0.0,0.0,-3.74,-8.551200000000003
高流动性－高波动,VOR,115.6634272195743,11448440.759468079,24.844723521979194,18.08094329596821,13.542216971976128,1367,0,,,,0.0
高流动性－高波动,WULF,105.65429815309089,486788133.6948395,-37.33609339453171,-11.630167778002798,-24.784002945835258,2514,4,0.0,0.0,-11.99,-16.390499999999996
高流动性－高波动,WVE,168.77838249492214,21989508.75775814,-5.519475392415318,-21.13821027898075,-6.141140154035907,2514,6,16.67,0.574,-14.03,-8.497900000000014
高流动性－高波动,XMTR,92.57590419467029,39291834.47494507,5.638938899083579,103.72132125595579,10.550667682180027,1267,1,0.0,0.0,0.0,-5.000000000000004
高流动性－高波动,ZBIO,110.80919322833012,10332549.559211731,49.29221264680099,47.135033062610844,36.322932030106216,461,0,,,,0.0
中流动性－低波动,ABUS,46.66593159792671,4790373.906993866,0.21977476099979132,2.9345399430787733,1.256827941499794,2514,13,46.15,4.982,-5.64,52.528
中流动性－低波动,ACIC,32.806159055142565,2076465.446805954,-2.3809523809523836,-12.24315297784796,-4.395030651967025,2514,10,10.0,16.707,-15.08,334.2735
中流动性－低波动,ACNB,24.823341624744966,1583711.972808838,5.644878492361283,21.531963657148758,7.173251302778905,2514,10,30.0,1.131,-8.12,1.7245999999999873
中流动性－低波动,ACNT,34.84905534233521,807302.50415802,9.527220057820251,8.593750317496319,7.408291379564269,2514,10,10.0,0.869,-16.16,-2.714799999999995
中流动性－低波动,ACTG,39.48543964418962,810871.4858293533,-6.584365491158451,-8.651908380101592,-2.045395219057833,2514,15,13.33,0.153,-20.94,-21.676099999999998
中流动性－低波动,ALCO,22.71564029188928,811441.0026550293,1.4625685432726465,-2.7097680007558633,-0.0004881819345992078,2514,12,16.67,0.863,-9.68,-2.1585000000000076
中流动性－低波动,ALRS,25.848553006974058,2761841.9335365295,8.322106453187583,26.029013082796503,9.376812363397246,2514,9,0.0,0.0,-13.62,-14.053700000000013
中流动性－低波动,AMAL,30.73960177009858,5113471.947479248,8.439488538986527,12.668391920776202,9.32984313176033,1994,10,10.0,0.154,-13.58,-15.304400000000006
中流动性－低波动,AMCX,46.92114000819576,3343425.0,12.072651238131172,20.160370231027347,9.604210431253168,2514,9,22.22,0.299,-9.97,-8.4708
中流动性－低波动,AMSF,28.279333302969338,5916818.889427185,8.237553819264697,13.150876374519749,5.8700119744138135,2514,13,38.46,0.543,-17.86,-9.512600000000004
中流动性－低波动,ANGO,43.218712744877855,4139918.9213752747,11.19342101276606,21.38364860709141,11.02163138970591,2514,9,33.33,3.132,-4.03,22.69159999999999
中流动性－低波动,APOG,41.55808789292186,7158067.456245422,-0.5815402854487894,15.6752110720213,5.727799909271081,2514,4,25.0,2.284,-2.01,5.526600000000004
中流动性－低波动,ARKO,47.81389571568953,2895336.0050678253,6.2750371347293665,22.46153904841497,4.3113623904013965,1756,5,0.0,0.0,-6.97,-8.8333
中流动性－低波动,AROW,26.661290108355768,2170773.4523773193,7.113407707477992,14.458826222633547,7.908816116615602,2514,11,18.18,0.911,-12.63,-1.2885000000000035
中流动性－低波动,ARTNA,20.298055296009775,934375.5460739136,5.266421397852605,6.687595401116009,3.303397213062187,2514,4,0.0,0.0,-4.85,-6.7492
中流动性－低波动,ASLE,44.67029809042912,2148908.0401420593,-4.724405014224386,-11.678828102708083,-4.875707107268701,1856,2,0.0,0.0,-2.0,-2.163700000000013
中流动性－低波动,ASTE,41.35522679175847,8770100.343894958,-1.835350675161329,-4.951689056623243,3.0644321310195677,2514,14,7.14,0.628,-13.13,-10.510200000000003
中流动性－低波动,ASUR,46.79128163065079,735490.4812335968,-1.5719480924438978,-12.754550805083086,-4.386022718728122,2514,13,15.38,0.512,-18.38,-10.738999999999999
中流动性－低波动,ATLO,21.102299397292747,779910.9908103943,0.5431152740431378,4.998233961435461,1.3439556129372754,2514,12,16.67,0.329,-17.55,-12.875100000000007
中流动性－低波动,ATNI,49.22753499145818,1318789.53166008,-10.054348329096719,-18.98601479982477,-11.791130638879343,2514,8,37.5,2.359,-3.61,11.671600000000005
中流动性－低波动,AUDC,41.573983645026935,953436.0252380371,7.025251014731504,3.3934218925590454,4.517290629737358,2514,13,30.77,0.497,-9.97,-9.728600000000009
中流动性－低波动,AVBH,20.34523254644119,1555017.0421600342,0.8448074640116321,6.334543418423144,2.8253844122263505,2514,5,40.0,20.335,-1.57,34.13790000000001
中流动性－低波动,AVIR,49.501903310698694,1338427.5044202805,11.697241661173742,-13.19073494373959,5.688054991693625,1433,5,20.0,0.099,-7.0,-6.351000000000006
中流动性－低波动,AVO,35.89438693457304,7217069.200992584,18.276766086178633,-0.5124428668092595,12.496276490865132,1453,8,37.5,0.416,-10.25,-6.7796999999999885
中流动性－低波动,BANX,15.74771804918828,528016.5072441101,2.4477283390952786,1.5672368816027404,1.946576932312749,2514,4,25.0,0.866,-2.58,-0.35360000000000946
中流动性－低波动,BATRA,18.14427711791326,2304633.9317321777,3.9633024723157995,5.23774087450235,2.85436226754614,2514,13,15.38,0.675,-10.11,-4.447500000000004
中流动性－低波动,BBCP,50.0091248024988,673362.0151519775,-3.4830441774117427,38.188974949027866,9.632680712550012,2238,13,46.15,4.021,-5.62,40.09579999999999
中流动性－低波动,BBSI,36.129660215785094,7098371.84343338,21.30750823381138,32.277237096534385,18.65571385320173,2514,12,41.67,4.576,-6.94,39.45190000000001
中流动性－低波动,BCAL,22.142985903730523,2775759.527683258,7.548124561268743,14.75675428235852,7.441443501394618,2514,7,42.86,2.014,-6.17,8.596599999999999
中流动性－低波动,BCBP,30.85489971946405,696261.9978904724,-6.962029191228158,4.361058013674302,-1.5876061420536658,2514,13,15.38,0.559,-11.9,-7.7097999999999995
中流动性－低波动,BCIC,29.51003665216791,661785.996723175,0.6887012716445318,-7.818409823206451,-2.25704786362807,2514,7,0.0,0.0,-26.92,-27.253100000000007
中流动性－低波动,BCML,28.016225248727995,651628.9888381958,7.670370973574858,17.992358945643684,6.595293061086838,2514,7,14.29,0.239,-12.64,-10.355800000000004
中流动性－低波动,BFST,25.283317604119937,3558868.5589790344,7.368783100984211,9.500178632231538,6.764639321431543,2070,13,30.77,1.428,-8.63,5.073099999999986
中流动性－低波动,BHRB,24.920033461245247,4476394.592285156,9.204699408736495,11.069704778812728,7.999251936679919,2514,7,14.29,0.57,-6.68,-4.834099999999997
中流动性－低波动,BMRC,27.211554862480337,2140839.5025253296,12.049595795053648,12.136483325528413,8.517009210191762,2514,10,10.0,0.342,-9.43,-6.581800000000005
中流动性－低波动,BSRR,27.61192112447228,1539400.4428863525,6.605924376688965,17.6536308086892,6.810836869855641,2514,12,25.0,0.594,-14.92,-7.408400000000004
中流动性－低波动,BSVN,26.66711599757603,505015.9900665283,11.631976738453176,17.50057721815592,10.345542375639827,1965,8,12.5,0.876,-12.24,-1.736100000000007
中流动性－低波动,BWB,27.069130485219688,1311338.0098342896,11.752784811166194,19.826179515386322,11.464241510878015,2097,7,28.57,0.311,-10.57,-8.636
中流动性－低波动,BWFG,26.213677183227173,1599631.4655303955,6.977568792544431,21.586077489520193,9.171888881281465,2514,14,28.57,0.74,-12.66,-4.027199999999997
中流动性－低波动,BWMN,46.258780829961424,4177693.0282592773,-16.136516865436235,-18.090615603877392,-17.573920028618815,1304,10,20.0,0.164,-16.98,-18.6419
中流动性－低波动,CAC,29.880976502251393,3624686.0515594482,5.263155945100673,9.76103602787588,5.52754171166947,2514,12,16.67,0.68,-11.83,-4.459299999999999
中流动性－低波动,CARE,27.11498286031459,2799622.5289344788,7.719636499753935,36.84857335101419,12.474363698738046,2514,12,41.67,3.284,-8.87,23.26030000000001
