group_folder,group,symbols,strategy_version,active_condition_ids,signal_lo_pct,signal_hi_pct,entry_day,entry_trend_filter,entry_trend_fast_sma,entry_trend_slow_sma,entry_volume_fast_window,entry_volume_slow_window,baseline_filter,early_stop_days,stop_pct,sma_n,cost_bps,trades,win_rate_pct,mean_symbol_win_rate_pct,median_symbol_win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,mean_symbol_payoff_ratio,median_symbol_payoff_ratio,max_symbol_payoff_ratio,symbols_with_payoff_ratio,profit_factor,median_symbol_cumulative_return_pct,mean_symbol_cumulative_return_pct,profitable_symbols,avg_days_held,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
02_高流动性_中波动,高流动性－中波动,347,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",3.0,4.5,t3,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",5.0,5,0.0,2613,36.47148871029468,35.11402402402402,33.33,0.4428580176042863,7.008570828961179,-3.326493975903616,2.1068941894167583,3.458628571428571,1.8570000000000002,81.17,280,1.2095579484862788,0.08129999999999526,3.47500990990991,167,4.345962495216226,-14.96,True
01_高流动性_低波动,高流动性－低波动,443,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",1.5,2.5,t2,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t3,t4",2.0,3,0.0,7832,37.448927477017364,37.30904761904762,37.5,0.0670969101123595,3.2387483804977846,-1.8317505613390517,1.7681164940548375,1.9391674311926603,1.6560000000000001,15.225,436,1.0585591165420192,0.06540000000001545,1.191599092970522,221,3.242849846782431,-14.57,True
03_高流动性_高波动,高流动性－高波动,103,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",7.000000000000001,9.5,t2,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t3,t4",7.000000000000001,5,0.0,149,33.557046979865774,34.63959459459459,20.0,4.6864429530201335,22.971760000000003,-4.548565656565656,5.050330529326596,7.392238095238095,2.547,48.291,21,2.5507284161697923,-0.6967000000000001,9.43636891891892,32,4.10738255033557,-5.935,True
06_中流动性_高波动,中流动性－高波动,280,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",6.0,7.5,t2,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t3,t4",9.0,3,0.0,368,38.858695652173914,41.35609467455622,33.33,1.2382853260869569,11.663699300699301,-5.387644444444443,2.164897743526211,2.7866166666666667,1.3355,33.53,60,1.3759106035383075,-0.9217000000000031,2.6963644970414196,75,3.5597826086956523,-6.55,True
04_中流动性_低波动,中流动性－低波动,288,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",2.5,3.0,t3,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",2.5,3,0.0,1612,36.9106699751861,35.706762589928054,33.33,-0.0484410669975186,3.471601680672268,-2.107856440511306,1.6469820306311544,2.089174107142857,1.488,25.486,224,0.9635728084107485,-1.0776500000000022,-0.28089244604316527,121,3.2580645161290325,-7.4375,True
05_中流动性_中波动,中流动性－中波动,325,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",5.0,6.5,t2,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t3,t4",5.0,3,0.0,958,34.029227557411275,35.40753521126761,33.33,-0.1550417536534448,7.616975460122698,-4.164025316455699,1.829233705669699,2.7938282208588956,1.321,80.085,163,0.9435613452800359,-2.5276000000000023,-0.5229848591549298,107,3.1315240083507305,-9.355,True
07_低流动性_低波动,低流动性－低波动,162,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",2.5,3.0,t3,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",2.5,8,0.0,499,23.04609218436874,21.46234693877551,20.0,-0.36382364729458916,6.447521739130436,-2.4036796875,2.6823547965479224,3.318129032258065,2.1719999999999997,31.545,62,0.8033087149891731,-2.6307000000000027,-1.852532653061224,32,4.35871743486974,-10.1575,True
08_低流动性_中波动,低流动性－中波动,221,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",5.0,6.0,t3,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",3.0,3,0.0,458,25.982532751091703,26.193352601156075,14.29,1.3811812227074238,15.378277310924371,-3.532253687315635,4.353672944315395,3.5283235294117645,1.286,102.515,68,1.5282827720177283,-3.0000000000000027,3.6565531791907535,47,2.849344978165939,-6.02,True
09_低流动性_高波动,低流动性－高波动,510,v5_t0_trend_volume_return_max,"T0-01, T0-02, T0-03, T0-05, T0-06, T0-07, T0-08, EN-01, EX-01, EX-02, EX-03",7.000000000000001,8.5,t3,t0 收盘>SMA5；SMA5>SMA10；收盘>SMA20；量SMA5>量SMA20,5,10,5,20,t0-15~t0；涨幅≤20%；RSI14≤90,"t4,t5",9.0,3,0.0,276,31.88405797101449,28.8135593220339,0.0,0.3149492753623189,14.950159090909086,-6.535574468085105,2.28750497204409,7.692794117647058,2.7375,92.137,34,1.0707476888576102,-4.054099999999994,0.49111242937853183,56,5.199275362318841,-1.06,True
