signal_lo_pct,signal_hi_pct,entry_day,early_stop_days,stop_pct,sma_n,cost_bps,symbols,trades,win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,total_pnl_independent,profitable_symbols,avg_days_held,max_trade_win_pct,max_trade_loss_pct,median_individual_max_drawdown_pct,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
7.000000000000001,8.5,t1,"t2,t3",5.0,10,5.0,103,1810,20.22099447513812,1.3945546961325976,26.528144808743164,-4.975870498614957,5.331357561682388,1.3303942871522125,240459.44999999998,42,4.345303867403315,394.304,-53.109,-33.53,-42.400000000000006,False
5.0,6.5,t3,"t4,t5",7.000000000000001,8,5.0,103,2612,27.029096477794795,1.2623717457886678,19.31943909348442,-5.426132738719834,3.560443509909855,1.326237336026811,361607.4999999999,49,4.579632465543645,411.692,-51.007,-40.13,-52.535,False
5.0,6.5,t3,"t4,t5",9.0,8,5.0,103,2593,28.461241804859238,1.3654839953721551,19.50308807588075,-5.850446900269545,3.333606544652545,1.3090487441065926,354540.35000000015,50,4.90050134978789,411.692,-51.007,-41.99,-55.269999999999996,False
5.0,6.5,t1,"t2,t3",9.0,10,5.0,103,2754,24.509803921568626,1.3763656499636896,23.672868148148154,-5.8627585377585385,4.03783781912308,1.3001809153174462,361551.7200000001,43,5.301742919389978,1205.202,-47.166,-48.18,-58.435,False
5.0,6.5,t3,"t4,t5",5.0,3,5.0,103,2681,30.39910481163745,0.6421965684446107,13.208098159509204,-4.846125937834941,2.7254962683470962,1.2985187187533607,295764.3299999999,42,2.834763148079075,283.233,-31.767,-38.07,-48.05,False
7.000000000000001,8.5,t2,"t3,t4",5.0,5,5.0,103,1799,27.237354085603112,0.925152862701501,17.12120612244897,-5.137540870893811,3.3325683537521495,1.2950160320842106,224915.30999999994,40,3.255697609783213,387.831,-50.746,-28.49,-41.165,False
7.000000000000001,8.5,t1,"t2,t3",9.0,5,5.0,103,1821,32.23503569467326,1.2933481603514552,17.597069846678025,-6.462149918962724,2.7230983600427874,1.2945852139243934,256718.82999999987,45,4.023064250411862,395.83,-53.109,-35.53,-48.13,False
5.0,6.5,t1,"t2,t3",9.0,8,5.0,103,2778,26.63786897048236,1.1649236861051113,20.669166216216222,-5.9170878312070645,3.493131554885131,1.2802695834820013,337784.9800000001,45,4.854931605471562,759.132,-47.166,-46.33,-60.17,False
7.000000000000001,8.5,t1,"t2,t3",5.0,5,5.0,103,1846,26.543878656554714,0.903658179848321,17.266032653061224,-5.008999262536872,3.4470024346373367,1.2705216377591777,192424.21,42,3.1923076923076925,395.83,-53.109,-30.29,-41.455,False
5.0,7.5,t1,"t2,t3",9.0,10,5.0,103,3849,24.863600935307872,1.470858924395947,24.0652591431557,-6.00591874135546,4.006923866193447,1.2620645457387993,447875.41999999987,47,5.313587944920759,1205.202,-47.166,-57.29,-70.975,False
7.000000000000001,9.5,t1,"t2,t3",7.000000000000001,8,5.0,103,2618,24.75171886936593,0.7637051184110007,21.20981790123457,-5.961716751269032,3.5576695079852247,1.2595840294798408,314679.2900000001,32,4.421695951107716,395.83,-53.109,-46.78,-59.285,False
6.0,8.5,t2,"t3,t4",5.0,10,5.0,103,3046,20.81418253447144,1.0692705187130662,24.24861987381703,-5.023477197346599,4.827058812295426,1.253999588116206,327467.2199999999,41,4.368351936966514,457.458,-57.303,-43.71,-58.56,False
5.0,7.5,t1,"t2,t3",7.000000000000001,10,5.0,103,3883,23.512747875354105,1.0651315992789083,22.684598028477556,-5.580852525252527,4.064719131321447,1.2356289184516873,381095.1699999999,45,4.956219417975792,481.112,-47.166,-55.44,-68.11500000000001,False
5.0,6.5,t3,"t4,t5",5.0,5,5.0,103,2675,28.261682242990656,0.5692400000000003,14.15901984126985,-4.784524231370504,2.9593370535013603,1.2328848803998549,217987.54000000007,42,3.2822429906542054,305.21,-51.007,-37.84,-49.63,False
6.0,8.5,t3,"t4,t5",9.0,10,5.0,103,2837,25.590412407472684,1.0840454705675011,22.82852066115702,-6.3941586925627645,3.5702149037541955,1.2324209817172602,298822.71000000014,44,5.350017624250969,431.15,-58.536,-46.33,-65.045,False
6.0,8.5,t2,"t3,t4",7.000000000000001,10,5.0,103,3005,23.926788685524127,1.3881650582362728,24.585208623087617,-5.907842957130357,4.161452631948345,1.2268693197162348,338442.05999999994,43,5.023627287853578,457.458,-57.303,-49.15,-62.010000000000005,False
7.000000000000001,9.5,t1,"t2,t3",7.000000000000001,5,5.0,103,2662,29.489105935386927,0.6530586025544706,16.74346369426752,-6.076279701651569,2.7555452540666527,1.224330326512806,271618.7800000002,35,3.628099173553719,395.83,-53.109,-45.25,-55.89,False
7.000000000000001,9.5,t1,"t2,t3",7.000000000000001,10,5.0,103,2591,22.462369741412584,0.8789760710150522,24.358814432989686,-5.923047784967645,4.112547343415152,1.2224954148342815,263746.22,38,4.826707834812813,394.304,-53.109,-47.7,-58.64,False
7.000000000000001,9.5,t1,"t2,t3",5.0,8,5.0,103,2644,21.82299546142209,0.6200972012102877,20.970561525129984,-5.060704886308663,4.143802493179197,1.2201438237436224,229580.52999999994,37,3.8222390317700454,395.83,-53.109,-43.74,-56.61,False
5.0,6.5,t1,"t2,t3",7.000000000000001,10,5.0,103,2771,23.31288343558282,0.8259906171057375,21.563955108359135,-5.478350588235292,3.9362130555622947,1.217029732000917,240292.87,42,4.939372067845543,457.458,-47.166,-47.66,-57.785,False
7.000000000000001,9.5,t1,"t2,t3",9.0,8,5.0,103,2594,26.09868928296068,0.7081854279105632,20.99290989660266,-6.455486176317163,3.251948702735672,1.2166981228663938,269747.4500000001,38,4.76869699306091,395.83,-53.109,-47.92,-63.724999999999994,False
7.000000000000001,8.5,t2,"t3,t4",7.000000000000001,5,5.0,103,1792,31.138392857142854,0.9144676339285718,16.578908602150527,-6.168804700162075,2.687539873278035,1.2161926488620518,183291.60000000006,41,3.7109375,387.831,-50.746,-32.79,-45.25,False
6.0,8.5,t1,"t2,t3",7.000000000000001,8,5.0,103,3184,25.251256281407038,1.0954648241206033,21.45309577114428,-5.781650840336136,3.7105484858191526,1.2142558445513476,299781.27999999997,42,4.521670854271357,557.476,-53.109,-49.1,-60.325,False
6.0,7.5,t3,"t4,t5",7.000000000000001,10,5.0,103,2079,23.76142376142376,0.7990596440596442,22.260846153846156,-5.889976656151416,3.7794455654755805,1.213091230497263,190911.54000000004,42,4.8840788840788845,431.15,-58.536,-38.87,-56.195,False
5.0,7.5,t1,"t2,t3",5.0,10,5.0,103,3958,20.66700353713997,0.7146750884284996,21.982209046454763,-4.825720700636943,4.5552178441560764,1.2127178115743218,295625.7799999999,40,4.2973724103082365,481.112,-47.166,-54.49,-66.56,False
6.0,8.5,t3,"t4,t5",7.000000000000001,10,5.0,103,2871,24.033437826541274,0.9140264716126788,22.651108695652173,-5.962904630903257,3.798670295389413,1.2124057337474927,266048.41999999975,44,4.961337513061651,431.15,-58.536,-49.74,-64.66499999999999,False
6.0,8.5,t1,"t2,t3",7.000000000000001,10,5.0,103,3148,23.316391359593393,1.3641664548919952,24.84335422343325,-5.7749072079536035,4.301948642433121,1.2121067524014884,299384.4699999999,42,4.972363405336722,481.112,-53.109,-49.6,-63.790000000000006,False
6.0,8.5,t1,"t2,t3",9.0,10,5.0,103,3110,24.983922829581996,1.5318562700964635,24.933840411840407,-6.262117873981999,3.981694518309235,1.2119958832964628,312773.95999999985,42,5.374276527331189,481.112,-53.109,-51.01,-65.935,False
6.0,7.5,t3,"t4,t5",9.0,10,5.0,103,2065,25.13317191283293,0.9589743341404363,22.69528709055877,-6.338015523932732,3.5808191073152136,1.2093332807335173,195534.2400000001,45,5.255690072639225,431.15,-58.536,-41.47,-55.9,False
5.0,6.5,t1,"t2,t3",5.0,10,5.0,103,2814,20.64676616915423,0.691824093816631,21.521099827882967,-4.727705329153604,4.552123774544947,1.2078281542846556,209491.48,41,4.307746979388771,457.458,-47.166,-44.3,-56.394999999999996,False
5.0,7.5,t3,"t4,t5",7.000000000000001,10,5.0,103,3541,24.371646427562833,1.0973318271674668,21.91695133256083,-5.611903286034354,3.905439957795214,1.2051196131659887,304034.9900000001,44,5.032759107596724,431.15,-58.536,-49.95,-64.965,False
6.0,8.5,t1,"t2,t3",9.0,8,5.0,103,3148,26.874205844980942,1.1666188055908508,21.423432624113474,-6.277892267593399,3.412519952707957,1.2047930198701422,298772.64999999997,44,4.877382465057179,557.476,-53.109,-50.31,-63.41,False
7.000000000000001,8.5,t2,"t3,t4",5.0,8,5.0,103,1784,22.6457399103139,0.9018122197309427,21.243784653465344,-5.05337391304348,4.203881410522998,1.2029434613788998,152440.30999999994,42,3.9069506726457397,387.831,-50.746,-32.42,-42.620000000000005,False
5.0,7.5,t1,"t2,t3",9.0,8,5.0,103,3901,26.76236862342989,1.0893088951550887,20.65206704980843,-6.0592803640182,3.408336602552098,1.2025935107102774,346098.6699999998,46,4.857985132017431,759.132,-47.166,-54.93,-70.105,False
7.000000000000001,8.5,t2,"t3,t4",5.0,10,5.0,103,1768,20.361990950226243,0.8616233031674209,23.969325,-5.04659588068182,4.749602616637818,1.2022739143921668,154183.0700000002,43,4.356900452488688,386.329,-50.746,-32.55,-44.085,False
6.0,7.5,t1,"t2,t3",9.0,10,5.0,103,2201,24.852339845524764,1.5121771921853706,24.82181170018282,-6.196631801692867,4.005694140710719,1.2005831673543674,205850.95,45,5.318945933666515,481.112,-45.467,-43.45,-53.665000000000006,False
7.000000000000001,9.5,t1,"t2,t3",5.0,10,5.0,103,2617,19.717233473442874,0.753269010317157,24.373771317829462,-5.047863398381724,4.82853227083034,1.1939072468546053,199576.95999999996,35,4.197936568589989,394.304,-53.109,-44.42,-56.18,False
7.000000000000001,8.5,t2,"t3,t4",7.000000000000001,8,5.0,103,1772,26.185101580135438,1.028621896162528,20.873976293103443,-6.011320336391437,3.4724445088604243,1.1883494088044937,163673.86000000007,44,4.4813769751693,387.831,-50.746,-36.06,-48.26,False
7.000000000000001,8.5,t2,"t3,t4",9.0,5,5.0,103,1787,32.79238947957471,0.9218998321208727,16.67566552901023,-6.764783513738549,2.465070093543089,1.1876584890898276,175074.63000000006,38,3.9932848349188586,387.831,-50.746,-34.95,-47.95,False
7.000000000000001,9.5,t1,"t2,t3",9.0,10,5.0,103,2566,23.850350740452065,0.8553877630553391,24.0535816993464,-6.410372057318323,3.7522910502341156,1.187462394789049,228607.1100000003,37,5.208885424785659,394.304,-53.109,-49.0,-63.44500000000001,False
7.000000000000001,8.5,t1,"t2,t3",7.000000000000001,3,5.0,103,1843,33.53228431904503,0.6101530113944655,13.842113268608417,-6.065235918367348,2.2822052521799456,1.1863035204319328,139162.69,40,3.148670645686381,193.908,-53.109,-29.64,-44.705,False
6.0,8.5,t1,"t2,t3",7.000000000000001,5,5.0,103,3240,29.598765432098766,0.8671592592592591,16.851460896767463,-5.8531148619026725,2.8790586370433124,1.186047467447379,261733.82,49,3.7367283950617285,395.83,-53.109,-46.07,-57.175,False
6.0,7.5,t2,"t3,t4",9.0,10,5.0,103,2137,24.988301357042584,1.3056963032288258,24.57716853932584,-6.4466219588272,3.8124103904794557,1.1841846552709376,189429.53,45,5.301824988301357,457.458,-57.303,-40.53,-56.585,False
5.0,7.5,t3,"t4,t5",9.0,10,5.0,103,3506,25.5561893896178,1.2761697090701656,22.58902790178571,-6.040428352490423,3.739640069147153,1.1823879930466583,279386.78999999975,47,5.390188248716486,431.15,-58.536,-53.31,-66.535,False
6.0,8.5,t2,"t3,t4",5.0,8,5.0,103,3089,22.62868242149563,0.7134852703140176,20.325108726752497,-5.022299163179915,4.046972923429648,1.1815865153098508,222805.30000000013,37,3.9038523794108126,530.714,-57.303,-43.16,-57.260000000000005,False
7.000000000000001,8.5,t2,"t3,t4",7.000000000000001,10,5.0,103,1756,23.519362186788154,1.0175210706150342,23.721087167070216,-5.964290394638869,3.9771851465167467,1.1815212030816986,163024.74000000002,40,4.988610478359909,386.329,-50.746,-37.43,-49.900000000000006,False
6.0,8.5,t3,"t4,t5",9.0,8,5.0,103,2885,27.694974003466204,0.6816918544194114,19.272976220275346,-6.4393226270373916,2.9930129823519143,1.179794315074747,225047.35000000012,46,4.8,397.606,-58.536,-44.7,-64.755,False
6.0,8.5,t1,"t2,t3",5.0,8,5.0,103,3224,22.084367245657567,0.7681349255583126,20.99050421348315,-4.963683121019107,4.228816324836935,1.1794686360179396,215821.1700000001,40,3.905707196029777,557.476,-53.109,-44.88,-62.09,False
5.0,7.5,t3,"t4,t5",7.000000000000001,5,5.0,103,3666,31.4784506273868,0.6049012547735956,14.506736568457537,-5.7815310509554125,2.509151371946755,1.178784092888466,253437.38999999996,45,3.7463175122749592,305.21,-58.536,-46.01,-63.155,False
7.000000000000001,9.5,t1,"t2,t3",5.0,5,5.0,103,2685,25.95903165735568,0.43128677839851004,16.271705882352943,-5.1224215291750514,3.17656518302457,1.1787190020249119,186711.00999999986,39,3.128119180633147,395.83,-53.109,-40.59,-52.18,False
5.0,6.5,t1,"t2,t3",7.000000000000001,8,5.0,103,2796,25.21459227467811,0.7357904148783979,19.29274326241135,-5.520857962697272,3.4945190390273475,1.1765954318720413,197986.7900000001,42,4.505007153075822,530.714,-47.166,-47.19,-57.394999999999996,False
6.0,8.5,t2,"t3,t4",7.000000000000001,8,5.0,103,3051,26.18813503769256,0.9878498852835133,20.492778473091366,-5.932415630550622,3.454373352999428,1.1765073626471645,245090.57000000004,44,4.4945919370698135,530.714,-57.303,-47.49,-59.765,False
7.000000000000001,8.5,t1,"t2,t3",9.0,3,5.0,103,1830,36.01092896174863,0.6265065573770493,13.529582701062223,-6.634917164816395,2.0391486984655702,1.1761917544065255,137573.52000000002,46,3.4344262295081966,193.908,-53.109,-32.5,-48.045,False
7.000000000000001,9.5,t1,"t2,t3",9.0,5,5.0,103,2639,31.072375899962108,0.5831246684350129,16.556075609756096,-6.617435953820777,2.50188679199788,1.1746040235036288,218346.0399999999,38,3.936718453959833,395.83,-53.109,-46.34,-60.855000000000004,False
6.0,8.5,t1,"t2,t3",9.0,5,5.0,103,3208,31.60847880299252,0.924458852867831,16.75566173570019,-6.392241112123973,2.6212499562821914,1.1738963150125707,256210.53,50,4.048316708229426,395.83,-53.109,-45.65,-62.33,False
6.0,7.5,t1,"t2,t3",5.0,10,5.0,103,2233,20.19704433497537,0.7418495297805644,23.20350997782706,-4.942891694725028,4.694318915097707,1.173876231867895,147263.6300000001,36,4.255709807433945,481.112,-45.467,-39.88,-51.230000000000004,False
5.0,6.5,t2,"t3,t4",9.0,10,5.0,103,2644,25.416036308623298,1.1943891830559759,22.489141369047612,-6.06224036511156,3.709707965140006,1.1737050445833037,225227.54,49,5.380862329803328,361.011,-88.741,-41.99,-62.545,False
6.0,8.5,t1,"t2,t3",5.0,10,5.0,103,3189,20.319849482596425,0.9164374412041397,24.01546913580247,-4.974224714679258,4.8279823516881475,1.1736364181420413,210717.38000000018,43,4.3022891188460335,481.112,-53.109,-45.12,-61.805,False
6.0,8.5,t2,"t3,t4",9.0,10,5.0,103,2992,25.100267379679142,1.291584893048128,24.353508655126483,-6.436886657742079,3.7834297774740016,1.1732349534216147,275428.68000000005,43,5.337232620320855,457.458,-57.303,-49.64,-66.07,False
6.0,8.5,t2,"t3,t4",5.0,5,5.0,103,3132,26.6602809706258,0.49721296296296286,15.809439520958076,-5.06905137135394,3.1188161971093593,1.1728931712211217,215449.23,42,3.2276500638569603,387.831,-57.303,-41.97,-52.99,False
5.0,6.5,t3,"t4,t5",5.0,10,5.0,103,2618,21.352177234530174,0.8722100840336138,21.36384257602862,-4.691084021369596,4.554137695830758,1.171086728760025,164158.48000000007,47,4.402597402597403,352.259,-51.007,-40.86,-53.51,False
5.0,6.5,t1,"t2,t3",9.0,5,5.0,103,2814,31.236673773987206,0.8720316275764038,16.209476678043227,-6.095210852713177,2.659379153524748,1.171085765012735,188653.57000000004,44,4.039445628997868,991.308,-47.166,-44.54,-57.965,False
6.0,7.5,t1,"t2,t3",7.000000000000001,10,5.0,103,2217,23.049165539016688,1.2626328371673434,24.563947162426615,-5.716834701055099,4.296774079875546,1.1703701858361746,165911.68000000002,43,4.925575101488498,481.112,-45.467,-40.99,-52.845,False
5.0,7.5,t3,"t4,t5",7.000000000000001,8,5.0,103,3600,26.5,0.6689794444444448,18.215960167714886,-5.657482993197276,3.2197993683088915,1.1700189760684925,244449.59000000003,44,4.498333333333333,314.059,-58.536,-47.72,-63.019999999999996,False
5.0,7.5,t2,"t3,t4",9.0,10,5.0,103,3650,25.150684931506852,1.177291506849315,23.180526143790843,-6.216181918008785,3.7290617375007913,1.1691390566999695,300443.59000000014,49,5.3553424657534245,457.458,-88.741,-56.32,-75.62,False
7.000000000000001,9.5,t3,"t4,t5",9.0,10,5.0,103,2343,24.79726845924029,0.8615911224925314,23.3756247848537,-6.56216231555051,3.5621832653331253,1.166018820014478,177254.52,42,5.268459240290226,460.876,-52.473,-46.66,-59.480000000000004,False
6.0,7.5,t2,"t3,t4",7.000000000000001,10,5.0,103,2149,23.59236854350861,1.3101749651000465,24.91439250493095,-5.9780943970767355,4.167614435314704,1.1653111489163364,160275.04000000004,46,4.953001395998139,457.458,-57.303,-39.09,-56.53,False
5.0,6.5,t2,"t3,t4",9.0,8,5.0,103,2670,27.677902621722843,1.0431490636704124,19.74246549391069,-6.113140341791816,3.229512883737264,1.1651854387157319,204149.05999999997,53,4.896629213483146,397.606,-88.741,-41.99,-60.715,False
5.0,7.5,t1,"t2,t3",5.0,8,5.0,103,4004,22.052947052947054,0.5938616383616384,19.781776896942237,-4.834824415251521,4.0915191944800196,1.163952743870838,232835.9000000001,43,3.9235764235764234,557.476,-47.166,-50.7,-65.9,False
5.0,7.5,t1,"t2,t3",7.000000000000001,8,5.0,103,3934,25.26690391459075,0.82251220132181,19.87304325955734,-5.618381632653063,3.5371472710323997,1.1637343729846263,266576.69,44,4.525419420437214,557.476,-47.166,-52.62,-66.445,False
7.000000000000001,8.5,t3,"t4,t5",9.0,10,5.0,103,1690,25.088757396449708,0.9223644970414201,23.42620283018868,-6.614466034755135,3.5416619734832318,1.1634921882039362,127558.97000000013,43,5.332544378698225,373.938,-52.361,-36.8,-51.34,False
5.0,7.5,t3,"t4,t5",7.000000000000001,3,5.0,103,3695,33.775372124492556,0.5428238159675239,13.12633653846154,-5.874921945239067,2.2342997338201047,1.1616067920056685,227164.54000000007,44,3.2316644113667117,283.233,-58.536,-42.8,-60.14,False
6.0,7.5,t1,"t2,t3",5.0,8,5.0,103,2246,21.59394479073909,0.65406322350846,20.929127835051546,-4.929926746166949,4.245322276101584,1.1608294006965292,135216.15999999997,40,3.8953695458593054,557.476,-45.467,-39.36,-48.815,False
6.0,7.5,t1,"t2,t3",9.0,8,5.0,103,2217,26.56743346865133,1.0693134866937306,21.207254668930396,-6.216464987714987,3.4114653120125813,1.1548923240588238,156623.02999999997,45,4.843933243121335,557.476,-45.467,-42.78,-52.705,False
5.0,7.5,t3,"t4,t5",9.0,8,5.0,103,3566,27.87436904094223,0.8328376332024677,18.815923541247493,-6.117079704510108,3.0759650765012196,1.1534943731785845,229067.81999999998,45,4.824733595064498,397.606,-58.536,-52.58,-65.88499999999999,False
7.000000000000001,8.5,t1,"t2,t3",5.0,3,5.0,103,1852,29.15766738660907,0.41822138228941685,13.724774074074077,-5.058560975609755,2.7131775499493123,1.1522858895721326,100494.37999999998,44,2.7170626349892006,193.908,-53.109,-30.02,-40.265,False
5.0,6.5,t3,"t4,t5",5.0,8,5.0,103,2644,23.22239031770045,0.6644455370650529,18.445698697068405,-4.713726600985222,3.9131880693320324,1.1518246869966344,143441.03999999992,40,3.930786686838124,411.692,-51.007,-40.95,-50.64,False
7.000000000000001,8.5,t3,"t4,t5",7.000000000000001,10,5.0,103,1703,23.54668232530828,0.858943041691133,23.786810473815457,-6.202558371735791,3.83499985783426,1.150634302494211,114824.28999999992,42,4.94891368173811,373.938,-52.361,-34.9,-51.075,False
6.0,8.5,t3,"t4,t5",7.000000000000001,8,5.0,103,2916,26.06310013717421,0.5204098079561044,18.94756578947369,-5.97524814471243,3.1710090243265663,1.149745216995789,180996.08,46,4.448216735253772,375.401,-58.536,-45.96,-64.555,False
7.000000000000001,8.5,t3,"t4,t5",9.0,8,5.0,103,1709,27.150380339379755,0.72541837331773,20.53982327586207,-6.6592273092369485,3.084415401674528,1.149580072722611,115523.93000000005,40,4.794031597425395,375.401,-52.361,-35.89,-54.37,False
6.0,7.5,t2,"t3,t4",5.0,10,5.0,103,2168,20.756457564575644,1.004189114391145,24.295639999999985,-5.096598370197904,4.767030524136939,1.147906708698895,126358.77999999997,40,4.339022140221402,457.458,-57.303,-37.01,-51.035,False
5.0,7.5,t2,"t3,t4",7.000000000000001,10,5.0,103,3679,24.109812449035065,1.141302256047839,22.878674182638097,-5.764517550143267,3.9688792658926833,1.1477920984612275,234843.01000000004,46,5.042674639847784,457.458,-88.741,-53.85,-69.66,False
6.0,7.5,t1,"t2,t3",7.000000000000001,8,5.0,103,2232,24.686379928315414,0.9617405913978501,21.328255898366606,-5.714017846519927,3.7326197557041922,1.1462264409157978,141307.8,43,4.499551971326165,557.476,-45.467,-40.95,-52.379999999999995,False
7.000000000000001,8.5,t2,"t3,t4",9.0,8,5.0,103,1767,27.560837577815505,0.965241652518393,20.79957494866529,-6.58110234375,3.160500150619663,1.1458279748444222,138261.55000000002,41,4.786078098471987,387.831,-50.746,-37.55,-49.985,False
5.0,6.5,t1,"t2,t3",5.0,8,5.0,103,2837,22.065562213605922,0.5437451533309837,19.205196485623006,-4.739867933061962,4.051842109705453,1.1449894258680613,146155.81000000003,36,3.9168135354247444,530.714,-47.166,-43.4,-55.42,False
7.000000000000001,8.5,t3,"t4,t5",7.000000000000001,8,5.0,103,1722,25.377468060394893,0.6691562137049931,20.914935926773452,-6.215984435797666,3.3647021067692786,1.143366471510214,107991.74999999997,42,4.4367015098722415,375.401,-52.361,-34.17,-50.44,False
5.0,7.5,t3,"t4,t5",9.0,5,5.0,103,3633,33.003027800715664,0.6244481145059185,14.659507089241037,-6.289288824979455,2.330868798872331,1.143158236201652,208686.52000000002,44,4.026424442609414,305.21,-58.536,-50.01,-64.38,False
7.000000000000001,8.5,t3,"t4,t5",9.0,5,5.0,103,1726,32.039397450753185,0.5343035921205098,16.12647016274865,-6.816479113384484,2.365806436798662,1.1408775074123791,105916.74999999994,40,3.9884125144843567,375.401,-52.361,-35.49,-51.305,False
7.000000000000001,8.5,t3,"t4,t5",9.0,3,5.0,103,1734,34.94809688581315,0.2846072664359864,13.787468646864681,-6.96958953900709,1.978232515659579,1.1396320932057797,101898.40000000001,39,3.4515570934256057,217.954,-52.361,-32.71,-50.655,False
6.0,7.5,t3,"t4,t5",9.0,8,5.0,103,2091,27.259684361549496,0.42026111908177927,18.600699999999996,-6.392921104536489,2.909577593066295,1.1389171714491888,126587.28000000007,39,4.709708273553324,397.606,-58.536,-40.22,-56.685,False
5.0,6.5,t2,"t3,t4",7.000000000000001,8,5.0,103,2689,26.62699888434362,0.8193134994421715,18.55546648044693,-5.617121135326912,3.303376593349365,1.138307710612548,147535.61000000004,55,4.600595016734846,283.507,-88.741,-39.79,-54.795,False
6.0,8.5,t3,"t4,t5",9.0,5,5.0,103,2927,32.55893406217971,0.41686094977792965,14.940067156348375,-6.594595744680849,2.265501591723635,1.1382708492896356,166785.11999999994,45,4.004441407584557,375.401,-58.536,-42.79,-62.755,False
7.000000000000001,9.5,t1,"t2,t3",7.000000000000001,3,5.0,103,2680,32.57462686567164,0.2719436567164182,13.585335624284076,-6.160038184836748,2.2053979564160953,1.1348957998364724,149234.18,42,3.0817164179104477,193.908,-53.109,-41.2,-56.685,False
7.000000000000001,8.5,t2,"t3,t4",9.0,10,5.0,103,1751,24.785836664762993,0.9091741861793264,23.452520737327177,-6.519688686408505,3.5971841395154787,1.1341360756003394,130725.96000000002,40,5.29982866933181,386.329,-50.746,-39.69,-50.325,False
5.0,7.5,t3,"t4,t5",9.0,3,5.0,103,3667,35.505863103354244,0.5198371966184892,13.106728878648239,-6.409605919661734,2.044857210088814,1.134049778190295,195250.73,45,3.477502045268612,283.233,-58.536,-49.41,-62.724999999999994,False
