signal_lo_pct,signal_hi_pct,entry_day,early_stop_days,stop_pct,sma_n,cost_bps,symbols,trades,win_rate_pct,profit_factor,total_pnl_independent,profitable_symbols,median_individual_max_drawdown_pct,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
6.0,7.5,t1,"t2,t3",5.0,10,5.0,103,2233,20.19704433497537,1.173876231867895,147263.6300000001,36,-39.88,-51.230000000000004,False
5.0,6.5,t2,"t3,t4",9.0,10,5.0,103,2644,25.416036308623298,1.1737050445833037,225227.54,49,-41.99,-62.545,False
6.0,8.5,t1,"t2,t3",5.0,10,5.0,103,3189,20.319849482596425,1.1736364181420413,210717.38000000018,43,-45.12,-61.805,False
6.0,8.5,t2,"t3,t4",9.0,10,5.0,103,2992,25.100267379679142,1.1732349534216147,275428.68000000005,43,-49.64,-66.07,False
6.0,8.5,t2,"t3,t4",5.0,5,5.0,103,3132,26.6602809706258,1.1728931712211217,215449.23,42,-41.97,-52.99,False
5.0,6.5,t3,"t4,t5",5.0,10,5.0,103,2618,21.352177234530174,1.171086728760025,164158.48000000007,47,-40.86,-53.51,False
5.0,6.5,t1,"t2,t3",9.0,5,5.0,103,2814,31.236673773987206,1.171085765012735,188653.57000000004,44,-44.54,-57.965,False
6.0,7.5,t1,"t2,t3",7.000000000000001,10,5.0,103,2217,23.049165539016688,1.1703701858361746,165911.68000000002,43,-40.99,-52.845,False
5.0,7.5,t3,"t4,t5",7.000000000000001,8,5.0,103,3600,26.5,1.1700189760684925,244449.59000000003,44,-47.72,-63.019999999999996,False
5.0,7.5,t2,"t3,t4",9.0,10,5.0,103,3650,25.150684931506852,1.1691390566999695,300443.59000000014,49,-56.32,-75.62,False
7.000000000000001,9.5,t3,"t4,t5",9.0,10,5.0,103,2343,24.79726845924029,1.166018820014478,177254.52,42,-46.66,-59.480000000000004,False
6.0,7.5,t2,"t3,t4",7.000000000000001,10,5.0,103,2149,23.59236854350861,1.1653111489163364,160275.04000000004,46,-39.09,-56.53,False
5.0,6.5,t2,"t3,t4",9.0,8,5.0,103,2670,27.677902621722843,1.1651854387157319,204149.05999999997,53,-41.99,-60.715,False
5.0,7.5,t1,"t2,t3",5.0,8,5.0,103,4004,22.052947052947054,1.163952743870838,232835.9000000001,43,-50.7,-65.9,False
5.0,7.5,t1,"t2,t3",7.000000000000001,8,5.0,103,3934,25.26690391459075,1.1637343729846263,266576.69,44,-52.62,-66.445,False
7.000000000000001,8.5,t3,"t4,t5",9.0,10,5.0,103,1690,25.088757396449708,1.1634921882039362,127558.97000000013,43,-36.8,-51.34,False
5.0,7.5,t3,"t4,t5",7.000000000000001,3,5.0,103,3695,33.775372124492556,1.1616067920056685,227164.54000000007,44,-42.8,-60.14,False
6.0,7.5,t1,"t2,t3",5.0,8,5.0,103,2246,21.59394479073909,1.1608294006965292,135216.15999999997,40,-39.36,-48.815,False
6.0,7.5,t1,"t2,t3",9.0,8,5.0,103,2217,26.56743346865133,1.1548923240588238,156623.02999999997,45,-42.78,-52.705,False
5.0,7.5,t3,"t4,t5",9.0,8,5.0,103,3566,27.87436904094223,1.1534943731785845,229067.81999999998,45,-52.58,-65.88499999999999,False
7.000000000000001,8.5,t1,"t2,t3",5.0,3,5.0,103,1852,29.15766738660907,1.1522858895721326,100494.37999999998,44,-30.02,-40.265,False
5.0,6.5,t3,"t4,t5",5.0,8,5.0,103,2644,23.22239031770045,1.1518246869966344,143441.03999999992,40,-40.95,-50.64,False
7.000000000000001,8.5,t3,"t4,t5",7.000000000000001,10,5.0,103,1703,23.54668232530828,1.150634302494211,114824.28999999992,42,-34.9,-51.075,False
6.0,8.5,t3,"t4,t5",7.000000000000001,8,5.0,103,2916,26.06310013717421,1.149745216995789,180996.08,46,-45.96,-64.555,False
7.000000000000001,8.5,t3,"t4,t5",9.0,8,5.0,103,1709,27.150380339379755,1.149580072722611,115523.93000000005,40,-35.89,-54.37,False
6.0,7.5,t2,"t3,t4",5.0,10,5.0,103,2168,20.756457564575644,1.147906708698895,126358.77999999997,40,-37.01,-51.035,False
5.0,7.5,t2,"t3,t4",7.000000000000001,10,5.0,103,3679,24.109812449035065,1.1477920984612275,234843.01000000004,46,-53.85,-69.66,False
6.0,7.5,t1,"t2,t3",7.000000000000001,8,5.0,103,2232,24.686379928315414,1.1462264409157978,141307.8,43,-40.95,-52.379999999999995,False
7.000000000000001,8.5,t2,"t3,t4",9.0,8,5.0,103,1767,27.560837577815505,1.1458279748444222,138261.55000000002,41,-37.55,-49.985,False
5.0,6.5,t1,"t2,t3",5.0,8,5.0,103,2837,22.065562213605922,1.1449894258680613,146155.81000000003,36,-43.4,-55.42,False
7.000000000000001,8.5,t3,"t4,t5",7.000000000000001,8,5.0,103,1722,25.377468060394893,1.143366471510214,107991.74999999997,42,-34.17,-50.44,False
5.0,7.5,t3,"t4,t5",9.0,5,5.0,103,3633,33.003027800715664,1.143158236201652,208686.52000000002,44,-50.01,-64.38,False
7.000000000000001,8.5,t3,"t4,t5",9.0,5,5.0,103,1726,32.039397450753185,1.1408775074123791,105916.74999999994,40,-35.49,-51.305,False
7.000000000000001,8.5,t3,"t4,t5",9.0,3,5.0,103,1734,34.94809688581315,1.1396320932057797,101898.40000000001,39,-32.71,-50.655,False
6.0,7.5,t3,"t4,t5",9.0,8,5.0,103,2091,27.259684361549496,1.1389171714491888,126587.28000000007,39,-40.22,-56.685,False
5.0,6.5,t2,"t3,t4",7.000000000000001,8,5.0,103,2689,26.62699888434362,1.138307710612548,147535.61000000004,55,-39.79,-54.795,False
6.0,8.5,t3,"t4,t5",9.0,5,5.0,103,2927,32.55893406217971,1.1382708492896356,166785.11999999994,45,-42.79,-62.755,False
7.000000000000001,9.5,t1,"t2,t3",7.000000000000001,3,5.0,103,2680,32.57462686567164,1.1348957998364724,149234.18,42,-41.2,-56.685,False
7.000000000000001,8.5,t2,"t3,t4",9.0,10,5.0,103,1751,24.785836664762993,1.1341360756003394,130725.96000000002,40,-39.69,-50.325,False
5.0,7.5,t3,"t4,t5",9.0,3,5.0,103,3667,35.505863103354244,1.134049778190295,195250.73,45,-49.41,-62.724999999999994,False
5.0,6.5,t2,"t3,t4",7.000000000000001,10,5.0,103,2665,24.42776735459662,1.1339607793836917,145942.55000000005,51,-43.0,-56.489999999999995,False
6.0,7.5,t2,"t3,t4",9.0,8,5.0,103,2155,27.285382830626446,1.1337447913465428,134022.20999999996,44,-40.53,-55.425,False
7.000000000000001,9.5,t3,"t4,t5",9.0,8,5.0,103,2372,27.02360876897133,1.1324437356074466,142052.4100000001,41,-43.69,-58.644999999999996,False
6.0,8.5,t1,"t2,t3",5.0,5,5.0,103,3274,25.839951130116066,1.1324215294619233,158234.66,42,-42.53,-56.655,False
7.000000000000001,9.5,t2,"t3,t4",5.0,5,5.0,103,2565,26.08187134502924,1.132042894743704,138953.24,42,-35.59,-56.144999999999996,False
5.0,7.5,t2,"t3,t4",5.0,10,5.0,103,3726,21.524422973698336,1.1318080692375339,180965.35,44,-51.64,-61.295,False
5.0,7.5,t1,"t2,t3",9.0,5,5.0,103,3978,31.121166415284062,1.1307442090140631,213782.49999999997,48,-52.23,-65.595,False
6.0,7.5,t3,"t4,t5",7.000000000000001,5,5.0,103,2122,30.301602262016964,1.1297120743646794,109252.30000000005,40,-38.23,-53.334999999999994,False
6.0,8.5,t3,"t4,t5",7.000000000000001,5,5.0,103,2956,30.68335588633288,1.1288621026646954,152201.26,42,-44.86,-62.81,False
6.0,8.5,t2,"t3,t4",9.0,8,5.0,103,3037,27.494237734606518,1.1287803822374929,191710.8800000001,42,-48.32,-65.42,False
7.000000000000001,9.5,t1,"t2,t3",5.0,3,5.0,103,2700,28.48148148148148,1.127586587285218,126115.79000000005,44,-38.47,-50.435,False
5.0,7.5,t2,"t3,t4",9.0,8,5.0,103,3701,27.560118886787354,1.1274002759822168,216539.07,48,-55.8,-72.895,False
5.0,6.5,t2,"t3,t4",9.0,3,5.0,103,2741,35.68040860999635,1.1272055857695913,186736.3699999999,42,-41.33,-56.155,False
7.000000000000001,8.5,t3,"t4,t5",7.000000000000001,5,5.0,103,1739,30.017251293847035,1.1249970141814725,90896.03999999994,39,-31.93,-49.1,False
6.0,8.5,t3,"t4,t5",5.0,10,5.0,103,2919,20.966084275436796,1.1236331379959692,137193.21999999997,42,-44.6,-62.325,False
6.0,7.5,t3,"t4,t5",7.000000000000001,8,5.0,103,2103,25.77270565858298,1.1213731855870208,104986.89000000006,35,-37.94,-55.55,False
7.000000000000001,8.5,t3,"t4,t5",7.000000000000001,3,5.0,103,1746,32.70332187857961,1.1184525274572081,83710.78000000001,41,-30.88,-48.285,False
6.0,7.5,t1,"t2,t3",9.0,5,5.0,103,2241,31.280678268630073,1.1174702246247437,115134.66999999995,50,-39.75,-51.125,False
6.0,7.5,t3,"t4,t5",9.0,5,5.0,103,2111,31.92799621032686,1.1164965930966664,101332.95999999992,40,-39.25,-52.615,False
6.0,7.5,t2,"t3,t4",7.000000000000001,8,5.0,103,2168,25.69188191881919,1.1149197125734418,107877.11999999997,44,-37.83,-54.57,False
6.0,8.5,t1,"t2,t3",9.0,3,5.0,103,3253,35.72087304027052,1.1135718366160714,152813.13999999996,45,-44.32,-59.775,False
7.000000000000001,9.5,t1,"t2,t3",9.0,3,5.0,103,2659,34.787514103046256,1.1117266979855696,129157.19999999995,38,-45.46,-58.795,False
6.0,7.5,t1,"t2,t3",7.000000000000001,5,5.0,103,2253,29.24988903683977,1.1084705172339437,100486.83000000003,44,-38.19,-46.085,False
6.0,7.5,t1,"t2,t3",5.0,5,5.0,103,2264,25.618374558303884,1.1070635572912944,86220.32999999999,41,-35.54,-46.455,False
7.000000000000001,9.5,t2,"t3,t4",7.000000000000001,5,5.0,103,2548,30.102040816326532,1.107050706814068,125741.22999999995,42,-38.29,-61.765,False
6.0,8.5,t1,"t2,t3",7.000000000000001,3,5.0,103,3281,33.40444986284669,1.1059343005957103,134671.23,43,-43.59,-57.37,False
5.0,6.5,t2,"t3,t4",5.0,8,5.0,103,2712,23.74631268436578,1.1051013053387753,97620.95999999999,46,-39.44,-51.165,False
6.0,7.5,t2,"t3,t4",5.0,8,5.0,103,2185,22.471395881006863,1.1042085146885376,87200.47000000004,38,-36.27,-51.17,False
6.0,8.5,t2,"t3,t4",7.000000000000001,5,5.0,103,3109,30.588613702155033,1.1041539242596385,141298.95,39,-45.57,-56.575,False
7.000000000000001,9.5,t2,"t3,t4",7.000000000000001,8,5.0,103,2508,25.598086124401913,1.103611061794531,125707.07999999987,42,-40.89,-59.89,False
5.0,6.5,t2,"t3,t4",9.0,5,5.0,103,2715,32.37569060773481,1.103362397057958,136530.85000000006,42,-43.66,-60.18,False
6.0,8.5,t3,"t4,t5",9.0,3,5.0,103,2959,35.24839472794863,1.102434825584248,119739.33000000009,44,-41.73,-61.775,False
5.0,7.5,t3,"t4,t5",5.0,3,5.0,103,3739,29.55335651243648,1.1016639231773155,135199.93,37,-45.66,-58.205,False
7.000000000000001,9.5,t3,"t4,t5",7.000000000000001,10,5.0,103,2363,23.063901819720694,1.1008576272579953,105352.27999999997,37,-44.28,-58.53,False
5.0,6.5,t2,"t3,t4",5.0,10,5.0,103,2691,21.77629134150873,1.100823086796992,94313.24999999999,45,-41.86,-52.19,False
6.0,7.5,t3,"t4,t5",5.0,10,5.0,103,2100,20.714285714285715,1.0986455805716795,78355.69999999994,36,-37.22,-50.614999999999995,False
7.000000000000001,9.5,t3,"t4,t5",7.000000000000001,8,5.0,103,2392,24.95819397993311,1.098504976749748,102926.25999999991,34,-42.59,-57.18,False
7.000000000000001,9.5,t3,"t4,t5",9.0,3,5.0,103,2429,34.74680938657884,1.097530885617364,99383.99000000002,45,-41.23,-58.379999999999995,False
5.0,7.5,t1,"t2,t3",7.000000000000001,5,5.0,103,4007,29.298727227352135,1.0974885383340973,150410.55000000002,43,-51.52,-63.265,False
7.000000000000001,9.5,t2,"t3,t4",7.000000000000001,10,5.0,103,2485,23.138832997987926,1.0971688519214138,119120.78999999992,42,-42.0,-61.995000000000005,False
5.0,6.5,t1,"t2,t3",9.0,3,5.0,103,2845,35.21968365553603,1.0920067935498172,99161.16000000003,47,-42.27,-52.224999999999994,False
5.0,7.5,t2,"t3,t4",7.000000000000001,8,5.0,103,3732,26.312968917470524,1.091967645198548,139609.76,45,-52.84,-69.26,False
5.0,7.5,t2,"t3,t4",5.0,8,5.0,103,3775,23.39072847682119,1.0897960073240371,121587.01999999997,45,-50.89,-62.260000000000005,False
7.000000000000001,9.5,t2,"t3,t4",9.0,5,5.0,103,2532,31.714060031595576,1.0889821411670197,115018.05000000003,44,-42.45,-62.155,False
5.0,6.5,t1,"t2,t3",7.000000000000001,5,5.0,103,2830,29.328621908127207,1.0887144803046847,90706.66999999998,42,-44.72,-55.245000000000005,False
7.000000000000001,9.5,t3,"t4,t5",9.0,5,5.0,103,2410,31.618257261410786,1.0885047982663374,95870.47999999998,42,-42.92,-59.4,False
5.0,6.5,t1,"t2,t3",7.000000000000001,3,5.0,103,2859,33.29835606855544,1.0863926646615438,88684.13999999998,42,-41.27,-52.015,False
5.0,7.5,t3,"t4,t5",5.0,5,5.0,103,3713,27.578777269054672,1.0844652196745683,110245.41000000006,39,-44.1,-58.37,False
5.0,7.5,t1,"t2,t3",5.0,5,5.0,103,4067,25.768379641013034,1.0838055217411453,112984.98000000001,45,-50.12,-62.25,False
6.0,8.5,t1,"t2,t3",5.0,3,5.0,103,3306,29.189352692075015,1.083595158817972,94665.56000000003,42,-39.15,-56.769999999999996,False
5.0,6.5,t1,"t2,t3",5.0,5,5.0,103,2865,25.82897033158813,1.0806613687807307,74821.02999999997,46,-41.47,-53.67,False
7.000000000000001,9.5,t2,"t3,t4",5.0,10,5.0,103,2515,19.880715705765407,1.0799180711514829,82128.82999999999,41,-39.26,-55.59,False
5.0,6.5,t1,"t2,t3",5.0,3,5.0,103,2891,29.43618125216188,1.0790311754496271,74217.37999999999,43,-38.83,-49.475,False
6.0,8.5,t3,"t4,t5",7.000000000000001,3,5.0,103,2987,33.17710077000335,1.0785123744270422,89752.51000000002,44,-43.75,-60.68,False
7.000000000000001,9.5,t2,"t3,t4",9.0,8,5.0,103,2492,27.046548956661315,1.0778154390843646,102710.21999999993,40,-45.28,-63.41,False
7.000000000000001,9.5,t2,"t3,t4",5.0,8,5.0,103,2537,22.07331493890422,1.0759410231942217,77872.58000000006,41,-37.66,-56.71,False
5.0,6.5,t2,"t3,t4",7.000000000000001,3,5.0,103,2757,34.276387377584335,1.0736136731097061,79885.77000000005,44,-37.62,-49.665,False
7.000000000000001,9.5,t2,"t3,t4",9.0,10,5.0,103,2469,24.4228432563791,1.0728570393474188,97203.20999999992,41,-47.45,-63.765,False
7.000000000000001,8.5,t2,"t3,t4",5.0,3,5.0,103,1807,29.385722191477587,1.07254280082081,46997.850000000006,39,-25.43,-40.085,False
7.000000000000001,9.5,t2,"t3,t4",7.000000000000001,3,5.0,103,2566,32.813717848791896,1.0692197418625677,74201.31999999998,45,-40.31,-60.114999999999995,False
5.0,7.5,t2,"t3,t4",9.0,5,5.0,103,3787,32.083443358859256,1.0691470225104278,122979.18000000002,40,-56.52,-68.52,False
6.0,8.5,t2,"t3,t4",9.0,5,5.0,103,3095,32.14862681744749,1.068907844735586,101653.59000000005,40,-45.77,-61.405,False
7.000000000000001,9.5,t2,"t3,t4",9.0,3,5.0,103,2549,34.562573558258144,1.0672856648815792,79831.68999999993,45,-42.09,-60.379999999999995,False
5.0,7.5,t2,"t3,t4",9.0,3,5.0,103,3840,35.338541666666664,1.0633403465207263,102330.0,41,-52.35,-66.97,False
7.000000000000001,9.5,t2,"t3,t4",5.0,3,5.0,103,2581,28.361100348702053,1.0631332858519287,60298.45000000005,41,-34.42,-50.040000000000006,False
7.000000000000001,9.5,t3,"t4,t5",7.000000000000001,3,5.0,103,2447,32.161830813240705,1.0616384657761404,60653.93999999999,34,-42.02,-56.155,False
7.000000000000001,8.5,t2,"t3,t4",9.0,3,5.0,103,1796,35.57906458797328,1.0603044113467337,48099.41999999996,42,-34.63,-48.105000000000004,False
5.0,6.5,t2,"t3,t4",7.000000000000001,5,5.0,103,2732,31.149341142020496,1.0591579184329354,61686.82999999999,45,-39.41,-54.510000000000005,False
6.0,8.5,t3,"t4,t5",5.0,8,5.0,103,2962,22.923700202565833,1.055376099469906,59180.46999999999,37,-42.35,-60.715,False
6.0,8.5,t2,"t3,t4",5.0,3,5.0,103,3165,28.941548183254344,1.0546230504987835,58278.529999999984,39,-41.71,-53.69,False
7.000000000000001,8.5,t2,"t3,t4",7.000000000000001,3,5.0,103,1801,33.75902276513048,1.0543806641518834,39375.100000000035,42,-31.13,-41.935,False
5.0,7.5,t1,"t2,t3",7.000000000000001,3,5.0,103,4062,33.357951747907435,1.0542726716083826,80302.61000000003,41,-49.4,-60.724999999999994,False
5.0,6.5,t2,"t3,t4",5.0,3,5.0,103,2775,30.52252252252252,1.050430824686575,45534.08000000001,40,-35.52,-45.685,False
6.0,8.5,t3,"t4,t5",5.0,5,5.0,103,2992,26.97192513368984,1.0494053234775302,52437.579999999994,37,-40.38,-58.095,False
