screen,symbol,source,band_lo,band_hi,stop_pct,sma_n,entry_lag,hard_stop_days,stop_intraday,cost_bps,mode,n_trades,initial_capital,final_equity,total_pnl,win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,profit_factor,max_drawdown_pct,avg_days_held,max_win_pct,max_loss_pct,gross_profit,gross_loss
复利；至少20笔交易；按盈利因子降序,TXN,data/nasdaq_10y/TXN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,49,10000,11843.36,1843.36,44.9,0.389,3.112,-1.829,1.701,1.355,-18.29,4.55,7.633,-4.939,7032.6,5188.97
复利；至少20笔交易；按盈利因子降序,MYFW,data/nasdaq_10y/MYFW.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,30,10000,11423.81,1423.81,43.33,0.53,4.12,-2.216,1.859,1.355,-10.73,4.23,13.937,-4.503,5430.86,4006.92
复利；至少20笔交易；按盈利因子降序,WWD,data/nasdaq_10y/WWD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,11563.24,1563.24,48.48,0.54,3.677,-2.412,1.524,1.354,-20.43,4.52,10.178,-16.17,5985.01,4421.83
复利；至少20笔交易；按盈利因子降序,NVAX,data/nasdaq_10y/NVAX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,43,10000,13891.38,3891.38,23.26,1.014,11.54,-2.175,5.305,1.353,-29.97,2.26,34.469,-9.774,14914.06,11022.88
复利；至少20笔交易；按盈利因子降序,CBNK,data/nasdaq_10y/CBNK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,32,10000,11161.92,1161.92,31.25,0.417,4.902,-1.622,3.022,1.352,-16.72,4.53,14.205,-2.704,4461.13,3299.29
复利；至少20笔交易；按盈利因子降序,REAL,data/nasdaq_10y/REAL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,30,10000,11860.86,1860.86,20.0,0.844,12.678,-2.115,5.995,1.352,-19.44,2.1,36.364,-4.111,7145.19,5284.51
复利；至少20笔交易；按盈利因子降序,CHRW,data/nasdaq_10y/CHRW.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11340.53,1340.53,34.21,0.419,4.31,-1.604,2.687,1.351,-16.66,3.79,18.357,-3.276,5161.34,3820.96
复利；至少20笔交易；按盈利因子降序,OZK,data/nasdaq_10y/OZK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,49,10000,12308.16,2308.16,34.69,0.512,4.785,-1.758,2.722,1.349,-13.25,3.76,22.162,-2.319,8925.99,6618.05
复利；至少20笔交易；按盈利因子降序,VYNE,data/nasdaq_10y/VYNE.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,28,10000,14776.59,4776.59,17.86,2.861,30.928,-3.24,9.546,1.349,-43.77,2.54,104.096,-23.118,18463.81,13687.56
复利；至少20笔交易；按盈利因子降序,SEDG,data/nasdaq_10y/SEDG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,12909.51,2909.51,26.67,0.908,10.081,-2.427,4.154,1.348,-28.38,3.2,39.127,-13.121,11267.52,8358.24
复利；至少20笔交易；按盈利因子降序,APRE,data/nasdaq_10y/APRE.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,12919.63,2919.63,21.21,1.07,14.191,-2.462,5.764,1.348,-19.93,2.61,27.869,-7.407,11298.45,8378.95
复利；至少20笔交易；按盈利因子降序,CASY,data/nasdaq_10y/CASY.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11077.91,1077.91,44.74,0.312,2.36,-1.345,1.754,1.347,-11.06,4.61,13.528,-2.595,4180.87,3103.35
复利；至少20笔交易；按盈利因子降序,TARA,data/nasdaq_10y/TARA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,37,10000,12096.83,2096.83,24.32,0.703,9.873,-2.244,4.399,1.347,-15.6,2.46,25.714,-5.848,8143.22,6046.44
复利；至少20笔交易；按盈利因子降序,TCBI,data/nasdaq_10y/TCBI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,48,10000,11981.08,1981.08,39.58,0.441,3.981,-1.879,2.119,1.346,-25.76,3.75,14.53,-4.068,7714.34,5733.39
复利；至少20笔交易；按盈利因子降序,AAPL,data/nasdaq_10y/AAPL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,11825.75,1825.75,40.0,0.43,3.592,-1.679,2.14,1.344,-10.52,4.8,15.083,-3.67,7133.18,5307.34
复利；至少20笔交易；按盈利因子降序,FLGT,data/nasdaq_10y/FLGT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,47,10000,12562.92,2562.92,27.66,0.692,7.473,-1.901,3.931,1.343,-18.92,2.81,36.905,-2.92,10032.4,7469.29
复利；至少20笔交易；按盈利因子降序,SJ,data/nasdaq_10y/SJ.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,22,10000,11416.46,1416.46,13.64,1.016,20.215,-2.015,10.03,1.342,-13.57,2.14,46.045,-3.932,5553.44,4137.05
复利；至少20笔交易；按盈利因子降序,SBAC,data/nasdaq_10y/SBAC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,32,10000,11358.79,1358.79,43.75,0.447,3.317,-1.785,1.859,1.34,-19.19,4.06,8.271,-4.164,5349.55,3990.96
复利；至少20笔交易；按盈利因子降序,RGNX,data/nasdaq_10y/RGNX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,39,10000,12338.46,2338.46,23.08,0.758,11.601,-2.495,4.649,1.339,-25.36,2.72,23.295,-8.201,9235.1,6896.67
复利；至少20笔交易；按盈利因子降序,CRUS,data/nasdaq_10y/CRUS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,53,10000,12802.14,2802.14,30.19,0.586,6.446,-1.948,3.309,1.338,-24.71,3.85,22.217,-5.117,11103.8,8301.49
复利；至少20笔交易；按盈利因子降序,FROG,data/nasdaq_10y/FROG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,36,10000,12296.52,2296.52,25.0,0.727,8.715,-1.936,4.501,1.336,-13.63,3.17,20.817,-2.723,9129.16,6832.7
复利；至少20笔交易；按盈利因子降序,CRIS,data/nasdaq_10y/CRIS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,32,10000,13413.32,3413.32,18.75,1.431,18.37,-2.478,7.414,1.336,-34.87,2.31,55.769,-13.58,13581.41,10167.99
复利；至少20笔交易；按盈利因子降序,NDAQ,data/nasdaq_10y/NDAQ.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,28,10000,11324.0,1324.0,46.43,0.553,3.77,-2.234,1.687,1.335,-11.92,5.25,17.443,-10.73,5277.46,3953.6
复利；至少20笔交易；按盈利因子降序,VISN,data/nasdaq_10y/VISN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,12121.71,2121.71,26.67,0.551,7.346,-1.921,3.825,1.334,-24.03,3.24,19.527,-3.816,8467.38,6345.82
复利；至少20笔交易；按盈利因子降序,ABTS,data/nasdaq_10y/ABTS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,23,10000,13333.87,3333.87,13.04,2.297,36.637,-2.854,12.839,1.333,-41.57,2.3,68.182,-7.822,13345.72,10011.78
复利；至少20笔交易；按盈利因子降序,ECHO,data/nasdaq_10y/ECHO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,42,10000,12344.24,2344.24,28.57,0.754,7.931,-2.117,3.747,1.332,-33.67,3.36,45.972,-3.766,9414.34,7070.18
复利；至少20笔交易；按盈利因子降序,MRNA,data/nasdaq_10y/MRNA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,31,10000,12316.48,2316.48,16.13,0.99,17.204,-2.128,8.085,1.329,-28.27,2.32,32.581,-3.58,9358.86,7042.25
复利；至少20笔交易；按盈利因子降序,AKBA,data/nasdaq_10y/AKBA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,43,10000,12217.82,2217.82,20.93,0.737,11.692,-2.163,5.405,1.328,-36.3,3.02,40.551,-9.211,8986.73,6768.86
复利；至少20笔交易；按盈利因子降序,RGLD,data/nasdaq_10y/RGLD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,52,10000,11883.62,1883.62,36.54,0.404,4.15,-1.753,2.368,1.327,-29.89,4.02,14.643,-4.368,7639.74,5756.01
复利；至少20笔交易；按盈利因子降序,PETS,data/nasdaq_10y/PETS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,42,10000,12882.89,2882.89,28.57,0.965,8.157,-1.912,4.267,1.327,-32.11,3.43,60.632,-2.399,11700.22,8817.36
复利；至少20笔交易；按盈利因子降序,NXST,data/nasdaq_10y/NXST.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11536.36,1536.36,36.84,0.446,4.141,-1.709,2.422,1.327,-12.92,4.0,15.087,-3.303,6241.19,4704.97
复利；至少20笔交易；按盈利因子降序,TBCH,data/nasdaq_10y/TBCH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11842.06,1842.06,34.21,0.54,5.298,-1.933,2.74,1.325,-16.05,2.97,13.333,-2.834,7514.9,5672.45
复利；至少20笔交易；按盈利因子降序,ALT,data/nasdaq_10y/ALT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,32,10000,12083.74,2083.74,12.5,1.093,23.667,-2.132,11.102,1.322,-20.26,1.88,58.476,-4.135,8556.32,6472.72
复利；至少20笔交易；按盈利因子降序,PATK,data/nasdaq_10y/PATK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,53,10000,12524.62,2524.62,33.96,0.591,5.433,-1.899,2.86,1.32,-25.2,3.43,38.66,-7.994,10403.47,7878.76
复利；至少20笔交易；按盈利因子降序,UPLD,data/nasdaq_10y/UPLD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,49,10000,13050.36,3050.36,32.65,0.687,6.084,-1.93,3.153,1.32,-31.61,3.1,20.8,-3.065,12579.68,9529.29
复利；至少20笔交易；按盈利因子降序,EGBN,data/nasdaq_10y/EGBN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,52,10000,12319.37,2319.37,30.77,0.515,5.716,-1.797,3.18,1.317,-18.13,3.63,24.774,-6.567,9632.74,7313.48
复利；至少20笔交易；按盈利因子降序,ALNT,data/nasdaq_10y/ALNT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,49,10000,12503.91,2503.91,24.49,0.664,8.759,-1.962,4.465,1.316,-16.55,3.22,30.831,-4.389,10430.51,7926.51
复利；至少20笔交易；按盈利因子降序,AMBA,data/nasdaq_10y/AMBA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,39,10000,12334.48,2334.48,25.64,0.837,9.808,-2.257,4.345,1.316,-19.63,3.67,45.679,-5.459,9723.64,7389.02
复利；至少20笔交易；按盈利因子降序,VRTX,data/nasdaq_10y/VRTX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,50,10000,11794.01,1794.01,42.0,0.397,3.159,-1.604,1.97,1.314,-13.57,4.06,19.492,-5.194,7516.49,5722.48
复利；至少20笔交易；按盈利因子降序,CARG,data/nasdaq_10y/CARG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,46,10000,12303.97,2303.97,28.26,0.63,7.318,-2.005,3.651,1.313,-17.58,3.5,32.119,-5.163,9668.37,7364.44
复利；至少20笔交易；按盈利因子降序,SVRA,data/nasdaq_10y/SVRA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,34,10000,12159.92,2159.92,20.59,0.936,13.33,-2.277,5.854,1.313,-25.18,2.62,42.076,-7.975,9060.39,6900.48
复利；至少20笔交易；按盈利因子降序,MFIN,data/nasdaq_10y/MFIN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,46,10000,12654.3,2654.3,28.26,0.737,8.344,-2.26,3.692,1.312,-15.55,3.3,29.895,-9.449,11161.35,8507.21
复利；至少20笔交易；按盈利因子降序,AIFA,data/nasdaq_10y/AIFA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,25,10000,12053.26,2053.26,16.0,1.311,21.418,-2.519,8.504,1.312,-28.29,2.16,42.391,-9.091,8638.39,6585.17
复利；至少20笔交易；按盈利因子降序,SAIA,data/nasdaq_10y/SAIA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,49,10000,12349.83,2349.83,34.69,0.571,5.487,-2.041,2.688,1.309,-14.81,3.65,28.752,-5.296,9946.63,7596.87
复利；至少20笔交易；按盈利因子降序,WTBA,data/nasdaq_10y/WTBA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,34,10000,11341.14,1341.14,41.18,0.435,3.803,-1.922,1.979,1.309,-14.64,4.24,12.027,-5.518,5682.46,4341.53
复利；至少20笔交易；按盈利因子降序,NBTB,data/nasdaq_10y/NBTB.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,48,10000,11571.0,1571.0,35.42,0.371,4.12,-1.684,2.446,1.308,-18.56,4.23,16.679,-3.545,6673.0,5102.29
复利；至少20笔交易；按盈利因子降序,CNVS,data/nasdaq_10y/CNVS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,43,10000,12266.03,2266.03,20.93,1.236,16.969,-2.928,5.795,1.308,-53.49,2.12,65.625,-27.66,9633.55,7367.66
复利；至少20笔交易；按盈利因子降序,BTOG,data/nasdaq_10y/BTOG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,27,10000,12087.49,2087.49,11.11,1.312,30.848,-2.38,12.96,1.308,-22.81,1.93,45.416,-5.344,8861.18,6773.63
复利；至少20笔交易；按盈利因子降序,HYPD,data/nasdaq_10y/HYPD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,25,10000,11614.92,1614.92,12.0,1.116,24.901,-2.128,11.702,1.308,-15.6,2.2,55.402,-4.0,6850.29,5235.44
复利；至少20笔交易；按盈利因子降序,ASUR,data/nasdaq_10y/ASUR.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,49,10000,12821.14,2821.14,24.49,0.742,10.609,-2.458,4.317,1.307,-31.95,2.84,24.926,-10.303,11999.8,9178.41
复利；至少20笔交易；按盈利因子降序,LQDA,data/nasdaq_10y/LQDA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,39,10000,14814.37,4814.37,15.38,1.988,30.813,-3.253,9.471,1.305,-49.69,2.41,52.694,-26.336,20586.74,15772.41
复利；至少20笔交易；按盈利因子降序,MDB,data/nasdaq_10y/MDB.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,52,10000,13785.8,3785.8,26.92,0.767,8.551,-2.1,4.071,1.304,-24.0,3.54,21.002,-4.024,16259.49,12473.69
复利；至少20笔交易；按盈利因子降序,TECH,data/nasdaq_10y/TECH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,11822.7,1822.7,42.22,0.442,3.683,-1.927,1.911,1.304,-15.32,4.0,17.485,-4.165,7813.89,5991.2
复利；至少20笔交易；按盈利因子降序,IRDM,data/nasdaq_10y/IRDM.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,57,10000,12913.62,2913.62,31.58,0.554,6.115,-2.013,3.038,1.303,-14.44,3.58,17.417,-4.947,12523.82,9610.09
复利；至少20笔交易；按盈利因子降序,ALNY,data/nasdaq_10y/ALNY.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,46,10000,11688.59,1688.59,32.61,0.422,4.867,-1.729,2.815,1.302,-15.07,3.43,13.169,-6.938,7273.12,5584.75
复利；至少20笔交易；按盈利因子降序,QNCX,data/nasdaq_10y/QNCX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,30,10000,12465.32,2465.32,20.0,1.403,16.186,-2.292,7.061,1.301,-30.43,2.23,74.076,-6.667,10659.81,8194.3
复利；至少20笔交易；按盈利因子降序,NFBK,data/nasdaq_10y/NFBK.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,36,10000,11220.85,1220.85,36.11,0.38,3.916,-1.619,2.419,1.3,-10.78,4.06,11.848,-2.344,5295.29,4074.09
复利；至少20笔交易；按盈利因子降序,TIPT,data/nasdaq_10y/TIPT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,55,10000,12825.83,2825.83,30.91,0.67,6.602,-1.983,3.329,1.298,-20.92,3.42,48.544,-5.442,12301.72,9475.89
复利；至少20笔交易；按盈利因子降序,INTC,data/nasdaq_10y/INTC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,41,10000,11640.56,1640.56,39.02,0.438,3.884,-1.767,2.198,1.297,-19.71,4.24,11.954,-4.365,7168.94,5528.29
复利；至少20笔交易；按盈利因子降序,WRAP,data/nasdaq_10y/WRAP.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,28,10000,11398.84,1398.84,10.71,1.235,27.766,-1.948,14.251,1.296,-26.41,1.57,79.433,-2.0,6119.61,4720.87
复利；至少20笔交易；按盈利因子降序,FTLF,data/nasdaq_10y/FTLF.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,12337.89,2337.89,18.18,0.994,17.057,-2.576,6.621,1.293,-27.66,3.64,30.198,-10.262,10305.96,7968.13
复利；至少20笔交易；按盈利因子降序,OCCI,data/nasdaq_10y/OCCI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,30,10000,11448.55,1448.55,23.33,0.657,9.371,-1.995,4.697,1.29,-14.5,4.2,31.891,-5.549,6440.52,4992.04
复利；至少20笔交易；按盈利因子降序,AMZN,data/nasdaq_10y/AMZN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,11452.07,1452.07,40.0,0.343,3.213,-1.571,2.046,1.289,-14.95,4.51,10.557,-2.962,6477.15,5025.14
复利；至少20笔交易；按盈利因子降序,CGBD,data/nasdaq_10y/CGBD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,21,10000,10842.75,842.75,23.81,0.535,7.368,-1.601,4.603,1.289,-15.21,3.76,22.904,-3.49,3755.95,2913.04
复利；至少20笔交易；按盈利因子降序,INCY,data/nasdaq_10y/INCY.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,46,10000,12313.18,2313.18,32.61,0.562,6.036,-2.087,2.892,1.287,-17.7,3.8,20.471,-4.184,10370.28,8057.29
复利；至少20笔交易；按盈利因子降序,CLMB,data/nasdaq_10y/CLMB.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,31,10000,10975.52,975.52,38.71,0.38,3.984,-1.896,2.102,1.287,-17.44,4.1,15.683,-5.42,4372.03,3396.4
复利；至少20笔交易；按盈利因子降序,EVGO,data/nasdaq_10y/EVGO.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,23,10000,11722.27,1722.27,13.04,1.288,24.985,-2.266,11.024,1.287,-32.34,2.26,58.169,-7.737,7732.84,6010.61
复利；至少20笔交易；按盈利因子降序,ZG,data/nasdaq_10y/ZG.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,57,10000,13110.54,3110.54,33.33,0.623,6.299,-2.214,2.845,1.286,-23.57,3.21,26.051,-8.61,13994.95,10884.3
复利；至少20笔交易；按盈利因子降序,ASTH,data/nasdaq_10y/ASTH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,55,10000,13055.32,3055.32,27.27,0.874,9.442,-2.339,4.037,1.286,-28.38,3.35,65.544,-11.33,13740.61,10685.2
复利；至少20笔交易；按盈利因子降序,AGEN,data/nasdaq_10y/AGEN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,34,10000,12217.96,2217.96,20.59,1.012,13.751,-2.291,6.002,1.286,-23.7,2.88,44.402,-11.204,9985.58,7767.56
复利；至少20笔交易；按盈利因子降序,CENT,data/nasdaq_10y/CENT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,11527.04,1527.04,40.91,0.387,3.45,-1.733,1.991,1.285,-18.36,4.09,17.672,-4.4,6878.09,5350.9
复利；至少20笔交易；按盈利因子降序,BRLT,data/nasdaq_10y/BRLT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,24,10000,11362.38,1362.38,12.5,0.849,20.738,-1.993,10.408,1.283,-18.19,2.25,37.945,-3.676,6180.91,4818.65
复利；至少20笔交易；按盈利因子降序,FMBH,data/nasdaq_10y/FMBH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,42,10000,11290.49,1290.49,35.71,0.339,3.859,-1.616,2.388,1.282,-12.81,3.88,8.644,-3.296,5862.08,4571.7
复利；至少20笔交易；按盈利因子降序,ODFL,data/nasdaq_10y/ODFL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,55,10000,12624.1,2624.1,36.36,0.517,4.875,-1.973,2.471,1.281,-29.79,4.45,15.402,-6.718,11958.9,9334.57
复利；至少20笔交易；按盈利因子降序,VRCA,data/nasdaq_10y/VRCA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,12582.42,2582.42,18.18,1.342,18.87,-2.553,7.392,1.281,-26.63,2.55,59.028,-15.552,11770.6,9188.32
复利；至少20笔交易；按盈利因子降序,VYGR,data/nasdaq_10y/VYGR.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,45,10000,13391.08,3391.08,17.78,0.985,15.194,-2.087,7.281,1.28,-40.6,2.49,51.695,-3.519,15519.01,12128.01
复利；至少20笔交易；按盈利因子降序,TTMI,data/nasdaq_10y/TTMI.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,51,10000,11402.52,1402.52,39.22,0.312,3.098,-1.486,2.085,1.279,-20.78,4.25,13.502,-2.755,6436.66,5034.17
复利；至少20笔交易；按盈利因子降序,EQIX,data/nasdaq_10y/EQIX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,11121.99,1121.99,40.91,0.271,2.687,-1.401,1.918,1.278,-9.97,4.64,7.065,-3.63,5152.93,4030.85
复利；至少20笔交易；按盈利因子降序,GALT,data/nasdaq_10y/GALT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,40,10000,12459.97,2459.97,12.5,0.931,23.024,-2.225,10.35,1.278,-38.76,1.93,38.782,-7.778,11298.92,8838.91
复利；至少20笔交易；按盈利因子降序,GH,data/nasdaq_10y/GH.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,36,10000,12045.63,2045.63,30.56,0.656,7.342,-2.286,3.211,1.278,-20.6,3.11,18.605,-5.651,9407.37,7361.81
复利；至少20笔交易；按盈利因子降序,STBA,data/nasdaq_10y/STBA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,41,10000,11124.25,1124.25,36.59,0.308,3.557,-1.567,2.27,1.275,-11.67,3.8,13.679,-2.067,5208.55,4084.33
复利；至少20笔交易；按盈利因子降序,RILY,data/nasdaq_10y/RILY.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,36,10000,11873.53,1873.53,30.56,0.634,6.849,-2.101,3.26,1.275,-23.3,3.53,23.031,-6.828,8677.81,6804.35
复利；至少20笔交易；按盈利因子降序,LYTS,data/nasdaq_10y/LYTS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,46,10000,11549.22,1549.22,26.09,0.477,6.918,-1.796,3.853,1.274,-25.48,3.15,33.644,-2.846,7196.52,5647.28
复利；至少20笔交易；按盈利因子降序,INMD,data/nasdaq_10y/INMD.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,34,10000,11148.81,1148.81,32.35,0.396,4.908,-1.762,2.786,1.274,-14.49,3.26,15.663,-2.553,5336.81,4188.09
复利；至少20笔交易；按盈利因子降序,HBAN,data/nasdaq_10y/HBAN.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,11280.26,1280.26,34.09,0.327,3.919,-1.531,2.56,1.272,-14.9,4.52,11.19,-3.243,5982.3,4701.95
复利；至少20笔交易；按盈利因子降序,TCRT,data/nasdaq_10y/TCRT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,12047.31,2047.31,24.24,0.828,10.497,-2.266,4.633,1.267,-24.47,2.39,28.797,-4.762,9718.78,7671.27
复利；至少20笔交易；按盈利因子降序,PPC,data/nasdaq_10y/PPC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,52,10000,12238.96,2238.96,32.69,0.516,5.676,-1.991,2.851,1.266,-14.73,4.31,19.753,-12.785,10658.92,8419.75
复利；至少20笔交易；按盈利因子降序,SITM,data/nasdaq_10y/SITM.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11568.79,1568.79,21.05,0.745,12.023,-2.263,5.314,1.265,-41.67,2.66,49.528,-6.038,7482.25,5913.55
复利；至少20笔交易；按盈利因子降序,LAUR,data/nasdaq_10y/LAUR.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,35,10000,11009.44,1009.44,34.29,0.395,4.275,-1.63,2.623,1.265,-12.96,3.43,28.67,-2.175,4811.59,3802.19
复利；至少20笔交易；按盈利因子降序,TONX,data/nasdaq_10y/TONX.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,33,10000,12255.14,2255.14,15.15,1.109,20.482,-2.35,8.715,1.264,-29.02,2.09,47.826,-7.812,10782.57,8527.66
复利；至少20笔交易；按盈利因子降序,NWSA,data/nasdaq_10y/NWSA.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,42,10000,11142.24,1142.24,38.1,0.308,3.361,-1.571,2.14,1.263,-12.94,4.33,14.187,-3.217,5488.33,4346.12
复利；至少20笔交易；按盈利因子降序,TFSL,data/nasdaq_10y/TFSL.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,41,10000,10914.9,914.9,34.15,0.261,3.274,-1.302,2.515,1.262,-16.44,4.29,13.456,-2.451,4413.22,3498.33
复利；至少20笔交易；按盈利因子降序,LEDS,data/nasdaq_10y/LEDS.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,44,10000,13600.69,3600.69,11.36,2.148,36.145,-2.21,16.353,1.261,-43.51,1.86,155.051,-6.475,17376.75,13775.88
复利；至少20笔交易；按盈利因子降序,FSBW,data/nasdaq_10y/FSBW.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,29,10000,10994.89,994.89,34.48,0.419,4.863,-1.92,2.533,1.26,-14.22,4.0,13.798,-4.146,4824.5,3829.57
复利；至少20笔交易；按盈利因子降序,ETON,data/nasdaq_10y/ETON.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,40,10000,11425.36,1425.36,22.5,0.55,9.1,-1.932,4.709,1.259,-23.1,2.62,37.563,-3.297,6919.29,5493.8
复利；至少20笔交易；按盈利因子降序,JOUT,data/nasdaq_10y/JOUT.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11251.53,1251.53,34.21,0.378,4.319,-1.672,2.583,1.259,-15.13,3.47,15.683,-2.237,6078.66,4827.05
复利；至少20笔交易；按盈利因子降序,PGC,data/nasdaq_10y/PGC.csv,0.02,0.025,0.02,5,2,"3,4",True,0.0,复利,38,10000,11098.63,1098.63,36.84,0.318,3.575,-1.581,2.261,1.259,-8.29,4.0,9.905,-2.11,5338.15,4239.51
