搜索阶段,条件候选编号,启用条件,早期止损触发,强制平仓日,信号下限 (%),信号上限 (%),入场确认日,早期止损日,止损幅度 (%),SMA 周期,trades,win_rate_pct,mean_symbol_win_rate_pct,median_symbol_win_rate_pct,avg_return_pct,avg_win_pct,avg_loss_pct,payoff_ratio,mean_symbol_payoff_ratio,median_symbol_payoff_ratio,max_symbol_payoff_ratio,symbols_with_payoff_ratio,profit_factor,median_symbol_cumulative_return_pct,mean_symbol_cumulative_return_pct,profitable_symbols,avg_days_held,q25_individual_max_drawdown_pct,passes_15pct_drawdown_proxy
条件筛选,1,无,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,162,72.8395061728395,72.8395061728395,100.0,93.45806172839504,145.6654661016949,-46.552704545454546,3.1290441129895177,,,,0,8.391537336524959,7.859049999999989,93.45810987654319,118,1507.3148148148148,0.0,True
条件筛选,32,T0-02、T0-03、T0-04、T0-06、T0-07、EN-01,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,162,75.30864197530865,75.30864197530865,100.0,52.277765432098775,85.25446721311474,-48.301175000000015,1.765059902023392,,,,0,5.383432987589432,7.468850000000005,52.27775802469135,122,1475.5,0.0,True
条件筛选,18,T0-04、T0-05、T0-06、T0-07、T0-08,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,162,74.69135802469135,74.69135802469135,100.0,90.77420370370368,137.52733884297518,-47.20456097560976,2.9134332784926125,,,,0,8.598168234163534,7.2217500000000046,90.7741574074074,121,1470.1728395061727,0.0,True
条件筛选,44,T0-03、T0-05、T0-06、T0-07、T0-08,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,162,74.69135802469135,74.69135802469135,100.0,34.871500000000005,62.414446280991726,-46.41378048780488,1.3447395498712067,,,,0,3.968619910217984,7.2217500000000046,34.871472839506175,121,1465.5,0.0,True
条件筛选,39,T0-02、T0-05、T0-08、EX-01、EX-02,收盘价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,3048,5.085301837270341,33.098950617283954,8.33,4.647475065616799,142.47033548387105,-2.736743173176632,52.058350553406456,73.5899051724138,37.884,1895.9,116,2.7891638354319013,7.1018000000000026,87.44144629629629,118,67.27952755905511,-80.97749999999999,False
条件筛选,28,T0-03、T0-05、T0-06、T0-07、T0-08、EX-02,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,3440,4.127906976744186,31.476172839506177,7.14,1.0195877906976751,68.37145070422535,-1.8803408126137064,36.36120124903732,56.25011428571428,33.58,356.539,105,1.5655789188705174,5.870200000000003,21.650428395061727,109,43.96860465116279,-70.2325,False
条件筛选,40,T0-02、T0-03、T0-04、T0-05、T0-06、T0-07、EN-01、EX-01、EX-02,盘中低价,未启用,2.0,2.5,t2,"t3,t4",2.0,5,3880,3.608247422680412,27.83703703703704,6.115,-0.2982860824742267,49.21623571428572,-2.1517708556149735,22.87243345910073,43.134321428571425,30.0225,453.123,112,0.8561896375019026,3.553649999999997,-7.144,101,38.12319587628866,-79.3525,False
条件筛选,21,T0-01、T0-04、T0-05、T0-06、T0-07、EX-01、EX-04,收盘价,t6,2.0,2.5,t2,"t3,t4",2.0,5,2802,42.68379728765168,45.04869158878505,43.33,-0.007080299785867242,3.6997065217391314,-2.7675516811955188,1.336815694130396,1.4995306122448981,1.3719999999999999,3.515,98,0.9955369924953656,0.9258999999999906,-0.18538971962616746,61,3.3344039971448964,-24.71,False
条件筛选,24,T0-04、T0-05、T0-06、T0-08、EX-04、EX-05,盘中低价,t6,2.0,2.5,t2,"t3,t4",2.0,5,10402,40.62680253797347,43.27518518518519,41.205,-0.06227321668909827,3.6919335068622843,-2.6311329339378244,1.4031725494526182,2.54500625,1.6115,91.067,160,0.960138233810576,0.7267499999999982,-3.998445061728396,93,3.99567390886368,-44.6575,False
条件筛选,23,T0-01、T0-03、T0-05、T0-07、EX-01、EX-03、EX-04,收盘价,t5,2.0,2.5,t2,"t3,t4",2.0,5,3621,43.27533830433582,43.21716814159292,43.33,-0.011584645125655886,2.993654754307594,-2.304286757546252,1.2991676250812743,1.4071,1.2734999999999999,4.42,100,0.9911371144995748,-0.028400000000006198,-0.3712221238938044,54,2.624689312344656,-24.13,False
