symbol,name,history_days,first_date,last_date,annualized_volatility_pct_252d,median_daily_dollar_volume_252d,market_cap_usd,波动档,流动性档,市值档,历史状态,策略特征组
AACB,Artius II Acquisition Inc. Class A Ordinary Shares,321,2025-04-07,2026-07-17,2.136363418233734,9240.74993133545,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
AFBI,"Affinity Bancshares, Inc. Common Stock (MD)",2317,2017-04-28,2026-07-17,23.21117128751213,66494.9987411499,138597685.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
AFRI,Forafric Global PLC Ordinary Shares,1367,2021-02-05,2026-07-17,31.850620876049582,75395.00045776367,292557393.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,397,2024-12-13,2026-07-17,2.420922772943824,11039.499855041504,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
ALF,Centurion Acquisition Corp. Class A Ordinary Shares,491,2024-08-01,2026-07-17,2.9466514993561335,19709.50050354004,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,636,2024-01-03,2026-07-17,2.242649463712075,14387.750148773192,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
ARKR,Ark Restaurants Corp. Common Stock,2514,2016-07-18,2026-07-17,46.90654506485821,11847.499752044678,21096018.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
ASRV,AmeriServ Financial Inc. Common Stock,2514,2016-07-18,2026-07-17,32.62202362117318,37679.00012731552,66160641.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,323,2025-04-03,2026-07-17,6.267369433478925,107691.49651527403,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
AUBN,"Auburn National Bancorporation, Inc. Common Stock",2514,2016-07-18,2026-07-17,41.91762468547486,36496.99954986572,92920610.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,396,2024-12-16,2026-07-17,5.662081130648891,269738.4980201721,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
BKHA,Black Hawk Acquisition Corporation Class A Ordinary Shares,546,2024-05-13,2026-07-17,9.909879451412412,0.0,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
BOSC,B.O.S. Better Online Solutions Common Stock,2514,2016-07-18,2026-07-17,42.929676335905725,239236.500787735,29891194.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BOTJ,"Bank of the James Financial Group, Inc. Common Stock",2514,2016-07-18,2026-07-17,24.77322927890337,64810.4998588562,121307125.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BPRN,"Princeton Bancorp, Inc. Common Stock (PA)",2295,2017-05-31,2026-07-17,26.31635007779457,319056.005859375,262637944.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BRID,Bridgford Foods Corporation Common Stock,2514,2016-07-18,2026-07-17,38.509775888608814,13661.99984550476,58908640.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BSBK,Bogota Financial Corp. Common Stock,1633,2020-01-16,2026-07-17,19.169486717544363,40583.99963378906,115946688.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BSET,"Bassett Furniture Industries, Incorporated Common Stock",2514,2016-07-18,2026-07-17,36.03397927094578,354036.9996070862,187018610.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BVFL,"BV Financial, Inc. Common Stock",2514,2016-07-18,2026-07-17,25.341230684134334,315714.0106201172,185661372.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
BYFC,Broadway Financial Corporation Class A Common Stock,2514,2016-07-18,2026-07-17,40.91414584682093,15526.000142097471,89362900.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CAPN,Cayson Acquisition Corp Ordinary shares,432,2024-10-24,2026-07-17,5.289165694909547,8010.000038146973,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
CBFV,"CB Financial Services, Inc. Common Stock",2514,2016-07-18,2026-07-17,28.438618708366658,180515.9984588623,184440136.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CCAQ,Collective Acquisition Corp. Class A Ordinary Shares,275,2025-06-12,2026-07-17,2.9034120194701964,2071.0000038146973,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
CCIX,Churchill Capital Corp IX Ordinary Shares,519,2024-06-21,2026-07-17,4.247912626535885,314239.0022277832,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
CDRO,"Codere Online Luxembourg, S.A. Ordinary Shares",1374,2021-01-27,2026-07-17,31.931525103941148,177729.99420166016,422870210.0,低波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－低波动
CFFI,C&F Financial Corporation Common Stock,2514,2016-07-18,2026-07-17,33.257709021453785,323450.9880065918,260251329.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CHAR,Charlton Aria Acquisition Corporation Class A Ordinary Shares,409,2024-11-26,2026-07-17,3.591362303039056,0.0,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
CLST,"Catalyst Bancorp, Inc. Common Stock",1194,2021-10-13,2026-07-17,15.834868381843055,39519.998931884766,70016763.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
COLA,Columbus Acquisition Corp Ordinary Shares,336,2025-03-17,2026-07-17,5.869950823520125,21615.00015258789,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
CPBI,"Central Plains Bancshares, Inc. Common Stock",686,2023-10-20,2026-07-17,17.24271855209956,35358.49914550781,84492095.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,2514,2016-07-18,2026-07-17,25.183790051512144,19812.000274658203,81838807.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CPSS,"Consumer Portfolio Services, Inc. Common Stock",2514,2016-07-18,2026-07-17,43.74285636347006,140170.00303268433,197239956.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,269,2025-06-23,2026-07-17,1.834031050589888,1521.0000514984133,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
CRWS,Crown Crafts Inc Common Stock,2514,2016-07-18,2026-07-17,26.674098166153883,84979.99815940857,32173258.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
CUB,Lionheart Holdings Class A Ordinary Shares,484,2024-08-12,2026-07-17,2.252170379620913,5340.00015258789,342782935.0,低波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－低波动
CULP,"Culp, Inc. Common Stock",2514,2016-07-18,2026-07-17,37.48828522972875,68705.49969673157,46852301.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
DAAQ,Digital Asset Acquisition Corp. Class A Ordinary shares,283,2025-06-02,2026-07-17,3.710329386746726,205143.50085258484,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,350,2025-02-25,2026-07-17,2.1975809222261975,39026.00173950195,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
DRDB,Roman DBDR Acquisition Corp. II Ordinary shares,365,2025-02-03,2026-07-17,2.4610236336196505,166141.2980079651,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
DTSQ,DT Cloud Star Acquisition Corporation Ordinary Shares,460,2024-09-16,2026-07-17,9.494845242325692,5537.499904632569,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
DTST,Data Storage Corporation Common Stock,2514,2016-07-18,2026-07-17,45.60555657420887,133425.5011320114,7238241.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
ECBK,"ECB Bancorp, Inc. Common Stock",996,2022-07-28,2026-07-17,24.799994758644537,148439.99633789062,175517099.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
EGHA,EGH Acquisition Corp. Class A Ordinary Shares,264,2025-06-30,2026-07-17,2.6949253064880017,74365.49921035767,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
EHLD,Euroholdings Ltd. Common Stock ,342,2025-03-07,2026-07-17,34.97329884404978,25071.000385284424,23349738.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
ELTK,Eltek Ltd. Ordinary Shares,2514,2016-07-18,2026-07-17,41.824831666480314,34800.5003452301,60411245.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
EML,Eastern Company (The) Common Stock,2514,2016-07-18,2026-07-17,40.08031184063013,257758.50429534912,153969234.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
ESCA,"Escalade, Incorporated Common Stock",2514,2016-07-18,2026-07-17,40.32063694030077,298097.99337387085,265608931.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FACT,FACT II Acquisition Corp. Class A Ordinary Shares,392,2024-12-20,2026-07-17,2.5161169308177285,66342.50183105469,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
FCAP,"First Capital, Inc. Common Stock",2514,2016-07-18,2026-07-17,46.129407046943086,225943.99509429932,205014140.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",2514,2016-07-18,2026-07-17,32.75105632775484,282537.00428009033,304597795.0,低波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－低波动
FDSB,"Fifth District Bancorp, Inc. Common Stock",491,2024-08-01,2026-07-17,11.67815437965053,106243.50004196168,93767085.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FERA,Fifth Era Acquisition Corp I Class A Ordinary Shares,312,2025-04-21,2026-07-17,5.240875973772216,15479.999542236328,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
FINW,FinWise Bancorp Common Stock,1167,2021-11-19,2026-07-17,36.391961810332106,242542.50011444092,189417459.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FKWL,Franklin Wireless Corp. Common Stock,2514,2016-07-18,2026-07-17,35.103583246897465,37621.000599861145,27928744.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FNWB,First Northwest Bancorp Common Stock,2514,2016-07-18,2026-07-17,29.01144406300544,232548.49753379825,115606481.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FSHP,Flag Ship Acquisition Corp. Ordinary Shares,481,2024-08-15,2026-07-17,5.607744071121124,0.0,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
FUSB,"First US Bancshares, Inc. Common Stock",2514,2016-07-18,2026-07-17,40.56116699447664,36483.99963378906,91859906.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
FVN,Future Vision II Acquisition Corporation Ordinary shares,425,2024-11-04,2026-07-17,11.691582718585796,0.0,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
GBLI,"Global Indemnity Group, LLC Class A Common Stock ",2514,2016-07-18,2026-07-17,24.075958271658095,75321.9985961914,399997897.0,低波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－低波动
GCBC,"Greene County Bancorp, Inc. Common Stock",2514,2016-07-18,2026-07-17,35.88350705349584,264373.0007171631,559287182.0,低波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－低波动
GIGM,GigaMedia Limited Ordinary Shares,2514,2016-07-18,2026-07-17,40.63569996854054,5519.000023603439,15362607.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
GROW,"U.S. Global Investors, Inc. Class A Common Stock",2514,2016-07-18,2026-07-17,41.64947921429697,67815.0006532669,36592378.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
GSHR,Gesher Acquisition Corp. II Class A Ordinary Shares,297,2025-05-12,2026-07-17,2.6042596128349023,0.0,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
GTEN,"Gores Holdings X, Inc. Class A ordinary shares",269,2025-06-23,2026-07-17,4.916544462994907,176803.2516956329,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
GTIM,Good Times Restaurants Inc. Common Stock,2514,2016-07-18,2026-07-17,50.544575060194184,33884.00059938431,14781054.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
GYRO,"Gyrodyne, LLC Common Stock",2514,2016-07-18,2026-07-17,33.667033184438665,1850.0,12755986.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
HFBL,"Home Federal Bancorp, Inc. of Louisiana Common Stock",2514,2016-07-18,2026-07-17,38.93098853437283,11084.99984741211,70239447.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
HGBL,Heritage Global Inc. Common Stock,2514,2016-07-18,2026-07-17,39.03615340917441,80682.50290751457,42732110.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
HNNA,"Hennessy Advisors, Inc. Common Stock",2514,2016-07-18,2026-07-17,30.354664307397567,68063.99841308594,78944916.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
HNVR,"Hanover Bancorp, Inc. Common Stock",1049,2022-05-11,2026-07-17,22.943144669232467,258350.00133514404,179274358.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
HVII,Hennessy Capital Investment Corp. VII Ordinary Shares,362,2025-02-06,2026-07-17,7.304427384441002,129650.50001144408,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
HWBK,"Hawthorn Bancshares, Inc. Common Stock",2514,2016-07-18,2026-07-17,34.40034121248063,229823.9974975586,269932337.0,低波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－低波动
IBAC,IB Acquisition Corp. Common Stock,554,2024-05-01,2026-07-17,4.765333311722085,16132.500171661375,,低波动,低流动性,市值未知,历史≥1年,低流动性－低波动
